cross_time	nbr_breaks	Group_m1	Group_m2	Group_m2	Group_m3	Group_m3	Group_c1	Group_sattr	Group_vattr	Group_m_att	Group_c_att	Group_at_rep	Group_m_rep
2.000000e+02	0.000000e+00	7.226569e-01	1.104834e-01	9.459207e-01	1.038927e-01	4.200853e-01	7.548849e-01	2.693511e+00	4.960534e+03	9.237458e-01	3.786917e-01	5.988898e+01	7.173212e+01
2.000000e+02	1.000000e+00	7.226569e-01	1.104834e-01	9.459207e-01	1.038927e-01	4.200853e-01	7.548849e-01	2.693511e+00	4.514855e+03	9.524348e-01	3.786917e-01	5.988898e+01	7.173212e+01
2.000000e+02	0.000000e+00	7.226569e-01	1.104834e-01	9.459207e-01	1.038927e-01	4.200853e-01	7.548849e-01	2.693511e+00	4.514855e+03	9.237458e-01	4.310826e-01	5.988898e+01	7.173212e+01
2.000000e+02	0.000000e+00	7.226569e-01	1.104834e-01	9.459207e-01	1.038927e-01	4.200853e-01	7.548849e-01	2.693511e+00	4.514855e+03	9.237458e-01	3.786917e-01	1.164334e+01	7.173212e+01
2.000000e+02	0.000000e+00	7.226569e-01	1.104834e-01	9.459207e-01	1.038927e-01	4.200853e-01	7.548849e-01	2.693511e+00	4.514855e+03	9.237458e-01	3.786917e-01	5.988898e+01	5.851752e+01
2.000000e+02	0.000000e+00	7.226569e-01	1.104834e-01	9.459207e-01	1.038927e-01	4.200853e-01	7.548849e-01	2.693511e+00	4.514855e+03	9.237458e-01	3.786917e-01	5.988898e+01	7.173212e+01
2.000000e+02	3.000000e+00	1.787621e-01	4.662467e-01	4.325746e-01	1.438597e-01	9.334164e-01	1.363192e-01	3.419706e+00	3.374616e+03	3.134394e-01	9.371383e-01	6.567040e+01	4.560705e+01
2.000000e+02	1.300000e+01	8.126060e-02	4.662467e-01	4.325746e-01	1.438597e-01	9.334164e-01	1.363192e-01	3.419706e+00	3.374616e+03	3.134394e-01	9.371383e-01	6.567040e+01	4.560705e+01
2.000000e+02	1.100000e+01	1.787621e-01	8.755528e-01	4.703768e-01	1.438597e-01	9.334164e-01	1.363192e-01	3.419706e+00	3.374616e+03	3.134394e-01	9.371383e-01	6.567040e+01	4.560705e+01
2.000000e+02	7.000000e+00	1.787621e-01	4.662467e-01	4.325746e-01	6.261248e-01	8.094704e-01	1.363192e-01	3.419706e+00	3.374616e+03	3.134394e-01	9.371383e-01	6.567040e+01	4.560705e+01
2.000000e+02	9.000000e+00	1.787621e-01	4.662467e-01	4.325746e-01	1.438597e-01	9.334164e-01	2.617657e-01	3.419706e+00	3.374616e+03	3.134394e-01	9.371383e-01	6.567040e+01	4.560705e+01
2.000000e+02	5.000000e+00	1.787621e-01	4.662467e-01	4.325746e-01	1.438597e-01	9.334164e-01	1.363192e-01	4.244248e+00	3.374616e+03	3.134394e-01	9.371383e-01	6.567040e+01	4.560705e+01
2.000000e+02	1.100000e+01	1.787621e-01	4.662467e-01	4.325746e-01	1.438597e-01	9.334164e-01	1.363192e-01	3.419706e+00	3.948976e+03	3.134394e-01	9.371383e-01	6.567040e+01	4.560705e+01
2.000000e+02	9.000000e+00	1.787621e-01	4.662467e-01	4.325746e-01	1.438597e-01	9.334164e-01	1.363192e-01	3.419706e+00	3.374616e+03	9.685934e-02	9.371383e-01	6.567040e+01	4.560705e+01
2.000000e+02	9.000000e+00	1.787621e-01	4.662467e-01	4.325746e-01	1.438597e-01	9.334164e-01	1.363192e-01	3.419706e+00	3.374616e+03	3.134394e-01	7.516098e-01	6.567040e+01	4.560705e+01
2.000000e+02	1.200000e+01	1.787621e-01	4.662467e-01	4.325746e-01	1.438597e-01	9.334164e-01	1.363192e-01	3.419706e+00	3.374616e+03	3.134394e-01	9.371383e-01	3.774918e+01	4.560705e+01
2.000000e+02	5.000000e+00	1.787621e-01	4.662467e-01	4.325746e-01	1.438597e-01	9.334164e-01	1.363192e-01	3.419706e+00	3.374616e+03	3.134394e-01	9.371383e-01	6.567040e+01	4.170483e+01
