growth_rate	epi_size	cell_definitions/cell_definition/phenotype/secretion/substrate/secretion_rate_epi_inter___div_inhib	microenvironment_setup/variable/physical_parameter_set/diffusion_coefficient___div_inhib	microenvironment_setup/variable/physical_parameter_set/decay_rate___div_inhib	cell_definitions/cell_definition/phenotype/death/model/death_rate_epi_inter___	[_'_c_e_l_l___r_u_l_e_'_,_ _'_1_'_,_ _'_5_'_]	[_'_c_e_l_l___r_u_l_e_'_,_ _'_2_'_,_ _'_5_'_]
9.134859e-03	1.639688e+02	1.217446e+02	8.005704e+02	9.009309e+01	6.745044e-04	4.378085e-01	9.361432e-01
9.134859e-03	1.639688e+02	1.217446e+02	7.171503e+02	9.238213e+01	6.085191e-04	1.005276e+00	9.361432e-01
9.134859e-03	1.639688e+02	4.862883e+02	8.005704e+02	9.238213e+01	6.085191e-04	1.005276e+00	9.361432e-01
9.134859e-03	1.639688e+02	4.862883e+02	7.171503e+02	9.009309e+01	6.085191e-04	1.005276e+00	9.361432e-01
9.134859e-03	1.639688e+02	4.862883e+02	7.171503e+02	9.238213e+01	6.745044e-04	1.005276e+00	9.361432e-01
9.134859e-03	1.639688e+02	4.862883e+02	7.171503e+02	9.238213e+01	6.085191e-04	4.378085e-01	9.361432e-01
9.134859e-03	1.639688e+02	4.862883e+02	7.171503e+02	9.238213e+01	6.085191e-04	1.005276e+00	2.010465e+00
9.134859e-03	1.639688e+02	4.862883e+02	7.171503e+02	9.238213e+01	6.085191e-04	1.005276e+00	9.361432e-01
1.006805e-01	1.684545e+02	3.029283e+02	1.395352e+03	1.252781e+01	4.734559e-05	1.135921e+00	3.538469e+00
1.006805e-01	1.684545e+02	7.695162e+02	1.395352e+03	1.252781e+01	4.734559e-05	1.135921e+00	3.538469e+00
1.006805e-01	1.684545e+02	3.029283e+02	9.093657e+02	1.252781e+01	4.734559e-05	1.135921e+00	3.538469e+00
1.006805e-01	1.684545e+02	3.029283e+02	1.395352e+03	5.541990e+01	4.734559e-05	1.135921e+00	3.538469e+00
9.134859e-03	1.639688e+02	3.029283e+02	1.395352e+03	1.252781e+01	7.599546e-04	1.135921e+00	3.538469e+00
1.006805e-01	1.684545e+02	3.029283e+02	1.395352e+03	1.252781e+01	4.734559e-05	1.787423e+00	3.538469e+00
1.006805e-01	1.684545e+02	3.029283e+02	1.395352e+03	1.252781e+01	4.734559e-05	1.135921e+00	1.786975e+00
9.134859e-03	1.639688e+02	3.029283e+02	9.093657e+02	5.541990e+01	7.599546e-04	1.787423e+00	1.786975e+00
9.134859e-03	1.639688e+02	7.695162e+02	1.395352e+03	5.541990e+01	7.599546e-04	1.787423e+00	1.786975e+00
9.134859e-03	1.639688e+02	7.695162e+02	9.093657e+02	1.252781e+01	7.599546e-04	1.787423e+00	1.786975e+00
1.006805e-01	1.684545e+02	7.695162e+02	9.093657e+02	5.541990e+01	4.734559e-05	1.787423e+00	1.786975e+00
9.134859e-03	1.639688e+02	7.695162e+02	9.093657e+02	5.541990e+01	7.599546e-04	1.135921e+00	1.786975e+00
9.134859e-03	1.639688e+02	7.695162e+02	9.093657e+02	5.541990e+01	7.599546e-04	1.787423e+00	3.538469e+00
9.134859e-03	1.639688e+02	7.695162e+02	9.093657e+02	5.541990e+01	7.599546e-04	1.787423e+00	1.786975e+00
9.134859e-03	1.639688e+02	8.349691e+02	6.746044e+02	5.883159e+01	7.679742e-04	3.526926e+00	1.602923e+00
9.134859e-03	1.639688e+02	2.250025e+02	6.746044e+02	5.883159e+01	7.679742e-04	3.526926e+00	1.602923e+00
9.134859e-03	1.639688e+02	8.349691e+02	1.166181e+03	5.883159e+01	7.679742e-04	3.526926e+00	1.602923e+00
9.134859e-03	1.639688e+02	8.349691e+02	6.746044e+02	9.901299e+00	7.679742e-04	3.526926e+00	1.602923e+00
1.152046e-02	1.640857e+02	8.349691e+02	6.746044e+02	5.883159e+01	4.495976e-04	3.526926e+00	1.602923e+00
9.134859e-03	1.639688e+02	8.349691e+02	6.746044e+02	5.883159e+01	7.679742e-04	3.655399e+00	1.602923e+00
9.134859e-03	1.639688e+02	8.349691e+02	6.746044e+02	5.883159e+01	7.679742e-04	3.526926e+00	2.673985e+00
1.152046e-02	1.640857e+02	8.349691e+02	1.166181e+03	9.901299e+00	4.495976e-04	3.655399e+00	2.673985e+00
1.152046e-02	1.640857e+02	2.250025e+02	6.746044e+02	9.901299e+00	4.495976e-04	3.655399e+00	2.673985e+00
1.152046e-02	1.640857e+02	2.250025e+02	1.166181e+03	5.883159e+01	4.495976e-04	3.655399e+00	2.673985e+00
9.134859e-03	1.639688e+02	2.250025e+02	1.166181e+03	9.901299e+00	7.679742e-04	3.655399e+00	2.673985e+00
1.152046e-02	1.640857e+02	2.250025e+02	1.166181e+03	9.901299e+00	4.495976e-04	3.526926e+00	2.673985e+00
1.152046e-02	1.640857e+02	2.250025e+02	1.166181e+03	9.901299e+00	4.495976e-04	3.655399e+00	1.602923e+00
1.152046e-02	1.640857e+02	2.250025e+02	1.166181e+03	9.901299e+00	4.495976e-04	3.655399e+00	2.673985e+00
9.134859e-03	1.639688e+02	8.147316e+02	1.042093e+03	9.862378e+01	6.115494e-04	1.031350e-01	1.430334e+00
9.134859e-03	1.639688e+02	8.528994e+02	1.042093e+03	9.862378e+01	6.115494e-04	1.031350e-01	1.430334e+00
9.134859e-03	1.639688e+02	8.147316e+02	1.061628e+03	9.862378e+01	6.115494e-04	1.031350e-01	1.430334e+00
9.134859e-03	1.639688e+02	8.147316e+02	1.042093e+03	9.460082e+01	6.115494e-04	1.031350e-01	1.430334e+00
9.134859e-03	1.639688e+02	8.147316e+02	1.042093e+03	9.862378e+01	8.250498e-04	1.031350e-01	1.430334e+00
9.134859e-03	1.639688e+02	8.147316e+02	1.042093e+03	9.862378e+01	6.115494e-04	2.400327e+00	1.430334e+00
9.134859e-03	1.639688e+02	8.147316e+02	1.042093e+03	9.862378e+01	6.115494e-04	1.031350e-01	1.115075e+00
9.134859e-03	1.639688e+02	8.147316e+02	1.061628e+03	9.460082e+01	8.250498e-04	2.400327e+00	1.115075e+00
9.134859e-03	1.639688e+02	8.528994e+02	1.042093e+03	9.460082e+01	8.250498e-04	2.400327e+00	1.115075e+00
9.134859e-03	1.639688e+02	8.528994e+02	1.061628e+03	9.862378e+01	8.250498e-04	2.400327e+00	1.115075e+00
9.134859e-03	1.639688e+02	8.528994e+02	1.061628e+03	9.460082e+01	6.115494e-04	2.400327e+00	1.115075e+00
9.134859e-03	1.639688e+02	8.528994e+02	1.061628e+03	9.460082e+01	8.250498e-04	1.031350e-01	1.115075e+00
9.134859e-03	1.639688e+02	8.528994e+02	1.061628e+03	9.460082e+01	8.250498e-04	2.400327e+00	1.430334e+00
9.134859e-03	1.639688e+02	8.528994e+02	1.061628e+03	9.460082e+01	8.250498e-04	2.400327e+00	1.115075e+00
6.205602e-03	1.638253e+02	2.836353e+02	7.627187e+02	4.573402e+01	3.253804e-04	2.696708e+00	3.492580e+00
6.205602e-03	1.638253e+02	1.561943e+02	7.627187e+02	4.573402e+01	3.253804e-04	2.696708e+00	3.492580e+00
6.205602e-03	1.638253e+02	2.836353e+02	8.027375e+02	4.573402e+01	3.253804e-04	2.696708e+00	3.492580e+00
6.205602e-03	1.638253e+02	2.836353e+02	7.627187e+02	4.016959e+01	3.253804e-04	2.696708e+00	3.492580e+00
6.205602e-03	1.638253e+02	2.836353e+02	7.627187e+02	4.573402e+01	3.898153e-04	2.696708e+00	3.492580e+00
6.205602e-03	1.638253e+02	2.836353e+02	7.627187e+02	4.573402e+01	3.253804e-04	5.218683e-02	3.492580e+00
6.205602e-03	1.638253e+02	2.836353e+02	7.627187e+02	4.573402e+01	3.253804e-04	2.696708e+00	2.473073e+00
6.205602e-03	1.638253e+02	2.836353e+02	8.027375e+02	4.016959e+01	3.898153e-04	5.218683e-02	2.473073e+00
6.205602e-03	1.638253e+02	1.561943e+02	7.627187e+02	4.016959e+01	3.898153e-04	5.218683e-02	2.473073e+00
6.205602e-03	1.638253e+02	1.561943e+02	8.027375e+02	4.573402e+01	3.898153e-04	5.218683e-02	2.473073e+00
6.205602e-03	1.638253e+02	1.561943e+02	8.027375e+02	4.016959e+01	3.253804e-04	5.218683e-02	2.473073e+00
6.205602e-03	1.638253e+02	1.561943e+02	8.027375e+02	4.016959e+01	3.898153e-04	2.696708e+00	2.473073e+00
6.205602e-03	1.638253e+02	1.561943e+02	8.027375e+02	4.016959e+01	3.898153e-04	5.218683e-02	3.492580e+00
6.205602e-03	1.638253e+02	1.561943e+02	8.027375e+02	4.016959e+01	3.898153e-04	5.218683e-02	2.473073e+00
9.134859e-03	1.639688e+02	1.093305e+02	1.416114e+03	5.484412e+01	9.547763e-04	3.987264e+00	2.960310e+00
9.134859e-03	1.639688e+02	6.231901e+02	1.416114e+03	5.484412e+01	9.547763e-04	3.987264e+00	2.960310e+00
9.134859e-03	1.639688e+02	1.093305e+02	5.736569e+02	5.484412e+01	9.547763e-04	3.987264e+00	2.960310e+00
9.134859e-03	1.639688e+02	1.093305e+02	1.416114e+03	2.950371e+00	9.547763e-04	3.987264e+00	2.960310e+00
6.205602e-03	1.638253e+02	1.093305e+02	1.416114e+03	5.484412e+01	2.290507e-04	3.987264e+00	2.960310e+00
9.134859e-03	1.639688e+02	1.093305e+02	1.416114e+03	5.484412e+01	9.547763e-04	1.247489e+00	2.960310e+00
9.134859e-03	1.639688e+02	1.093305e+02	1.416114e+03	5.484412e+01	9.547763e-04	3.987264e+00	3.366883e+00
6.205602e-03	1.638253e+02	1.093305e+02	5.736569e+02	2.950371e+00	2.290507e-04	1.247489e+00	3.366883e+00
6.205602e-03	1.638253e+02	6.231901e+02	1.416114e+03	2.950371e+00	2.290507e-04	1.247489e+00	3.366883e+00
6.205602e-03	1.638253e+02	6.231901e+02	5.736569e+02	5.484412e+01	2.290507e-04	1.247489e+00	3.366883e+00
9.134859e-03	1.639688e+02	6.231901e+02	5.736569e+02	2.950371e+00	9.547763e-04	1.247489e+00	3.366883e+00
6.205602e-03	1.638253e+02	6.231901e+02	5.736569e+02	2.950371e+00	2.290507e-04	3.987264e+00	3.366883e+00
6.205602e-03	1.638253e+02	6.231901e+02	5.736569e+02	2.950371e+00	2.290507e-04	1.247489e+00	2.960310e+00
6.205602e-03	1.638253e+02	6.231901e+02	5.736569e+02	2.950371e+00	2.290507e-04	1.247489e+00	3.366883e+00
6.205602e-03	1.638253e+02	5.128460e+02	6.367413e+02	2.069276e+00	2.312938e-04	1.361480e+00	9.000727e-01
6.205602e-03	1.638253e+02	3.872351e+02	6.367413e+02	2.069276e+00	2.312938e-04	1.361480e+00	9.000727e-01
6.205602e-03	1.638253e+02	5.128460e+02	1.314907e+03	2.069276e+00	2.312938e-04	1.361480e+00	9.000727e-01
6.205602e-03	1.638253e+02	5.128460e+02	6.367413e+02	5.764983e+01	2.312938e-04	1.361480e+00	9.000727e-01
9.134859e-03	1.639688e+02	5.128460e+02	6.367413e+02	2.069276e+00	5.433099e-04	1.361480e+00	9.000727e-01
6.205602e-03	1.638253e+02	5.128460e+02	6.367413e+02	2.069276e+00	2.312938e-04	3.322772e+00	9.000727e-01
6.205602e-03	1.638253e+02	5.128460e+02	6.367413e+02	2.069276e+00	2.312938e-04	1.361480e+00	2.525537e-01
9.134859e-03	1.639688e+02	5.128460e+02	1.314907e+03	5.764983e+01	5.433099e-04	3.322772e+00	2.525537e-01
9.134859e-03	1.639688e+02	3.872351e+02	6.367413e+02	5.764983e+01	5.433099e-04	3.322772e+00	2.525537e-01
9.134859e-03	1.639688e+02	3.872351e+02	1.314907e+03	2.069276e+00	5.433099e-04	3.322772e+00	2.525537e-01
6.205602e-03	1.638253e+02	3.872351e+02	1.314907e+03	5.764983e+01	2.312938e-04	3.322772e+00	2.525537e-01
9.134859e-03	1.639688e+02	3.872351e+02	1.314907e+03	5.764983e+01	5.433099e-04	1.361480e+00	2.525537e-01
9.134859e-03	1.639688e+02	3.872351e+02	1.314907e+03	5.764983e+01	5.433099e-04	3.322772e+00	9.000727e-01
9.134859e-03	1.639688e+02	3.872351e+02	1.314907e+03	5.764983e+01	5.433099e-04	3.322772e+00	2.525537e-01
1.006805e-01	1.684545e+02	6.984536e+02	1.268343e+03	2.867234e+01	6.768235e-05	1.822323e+00	1.525325e+00
1.006805e-01	1.684545e+02	6.793609e+02	1.268343e+03	2.867234e+01	6.768235e-05	1.822323e+00	1.525325e+00
1.006805e-01	1.684545e+02	6.984536e+02	7.027957e+02	2.867234e+01	6.768235e-05	1.822323e+00	1.525325e+00
1.006805e-01	1.684545e+02	6.984536e+02	1.268343e+03	2.478444e+01	6.768235e-05	1.822323e+00	1.525325e+00
6.205602e-03	1.638253e+02	6.984536e+02	1.268343e+03	2.867234e+01	3.700726e-04	1.822323e+00	1.525325e+00
1.006805e-01	1.684545e+02	6.984536e+02	1.268343e+03	2.867234e+01	6.768235e-05	1.993497e+00	1.525325e+00
1.006805e-01	1.684545e+02	6.984536e+02	1.268343e+03	2.867234e+01	6.768235e-05	1.822323e+00	8.463822e-01
6.205602e-03	1.638253e+02	6.984536e+02	7.027957e+02	2.478444e+01	3.700726e-04	1.993497e+00	8.463822e-01
6.205602e-03	1.638253e+02	6.793609e+02	1.268343e+03	2.478444e+01	3.700726e-04	1.993497e+00	8.463822e-01
6.205602e-03	1.638253e+02	6.793609e+02	7.027957e+02	2.867234e+01	3.700726e-04	1.993497e+00	8.463822e-01
1.006805e-01	1.684545e+02	6.793609e+02	7.027957e+02	2.478444e+01	6.768235e-05	1.993497e+00	8.463822e-01
6.205602e-03	1.638253e+02	6.793609e+02	7.027957e+02	2.478444e+01	3.700726e-04	1.822323e+00	8.463822e-01
6.205602e-03	1.638253e+02	6.793609e+02	7.027957e+02	2.478444e+01	3.700726e-04	1.993497e+00	1.525325e+00
6.205602e-03	1.638253e+02	6.793609e+02	7.027957e+02	2.478444e+01	3.700726e-04	1.993497e+00	8.463822e-01
9.134859e-03	1.639688e+02	1.661388e+02	5.515908e+02	7.509261e+01	8.692198e-04	3.468095e+00	3.585620e+00
9.134859e-03	1.639688e+02	3.145990e+02	5.515908e+02	7.509261e+01	8.692198e-04	3.468095e+00	3.585620e+00
9.134859e-03	1.639688e+02	1.661388e+02	1.444039e+03	7.509261e+01	8.692198e-04	3.468095e+00	3.585620e+00
9.134859e-03	1.639688e+02	1.661388e+02	5.515908e+02	6.708216e+01	8.692198e-04	3.468095e+00	3.585620e+00
9.134859e-03	1.639688e+02	1.661388e+02	5.515908e+02	7.509261e+01	9.301825e-04	3.468095e+00	3.585620e+00
9.134859e-03	1.639688e+02	1.661388e+02	5.515908e+02	7.509261e+01	8.692198e-04	3.573982e+00	3.585620e+00
9.134859e-03	1.639688e+02	1.661388e+02	5.515908e+02	7.509261e+01	8.692198e-04	3.468095e+00	3.708210e+00
9.134859e-03	1.639688e+02	1.661388e+02	1.444039e+03	6.708216e+01	9.301825e-04	3.573982e+00	3.708210e+00
9.134859e-03	1.639688e+02	3.145990e+02	5.515908e+02	6.708216e+01	9.301825e-04	3.573982e+00	3.708210e+00
9.134859e-03	1.639688e+02	3.145990e+02	1.444039e+03	7.509261e+01	9.301825e-04	3.573982e+00	3.708210e+00
9.134859e-03	1.639688e+02	3.145990e+02	1.444039e+03	6.708216e+01	8.692198e-04	3.573982e+00	3.708210e+00
9.134859e-03	1.639688e+02	3.145990e+02	1.444039e+03	6.708216e+01	9.301825e-04	3.468095e+00	3.708210e+00
9.134859e-03	1.639688e+02	3.145990e+02	1.444039e+03	6.708216e+01	9.301825e-04	3.573982e+00	3.585620e+00
9.134859e-03	1.639688e+02	3.145990e+02	1.444039e+03	6.708216e+01	9.301825e-04	3.573982e+00	3.708210e+00
9.134859e-03	1.639688e+02	4.770657e+02	1.144332e+03	2.245265e+01	4.733396e-04	2.232028e+00	2.119175e+00
9.134859e-03	1.639688e+02	9.098924e+02	1.144332e+03	2.245265e+01	4.733396e-04	2.232028e+00	2.119175e+00
9.134859e-03	1.639688e+02	4.770657e+02	1.183466e+03	2.245265e+01	4.733396e-04	2.232028e+00	2.119175e+00
9.134859e-03	1.639688e+02	4.770657e+02	1.144332e+03	7.896024e+01	4.733396e-04	2.232028e+00	2.119175e+00
9.134859e-03	1.639688e+02	4.770657e+02	1.144332e+03	2.245265e+01	7.181968e-04	2.232028e+00	2.119175e+00
9.134859e-03	1.639688e+02	4.770657e+02	1.144332e+03	2.245265e+01	4.733396e-04	2.651550e+00	2.119175e+00
9.134859e-03	1.639688e+02	4.770657e+02	1.144332e+03	2.245265e+01	4.733396e-04	2.232028e+00	2.568912e+00
9.134859e-03	1.639688e+02	4.770657e+02	1.183466e+03	7.896024e+01	7.181968e-04	2.651550e+00	2.568912e+00
9.134859e-03	1.639688e+02	9.098924e+02	1.144332e+03	7.896024e+01	7.181968e-04	2.651550e+00	2.568912e+00
9.134859e-03	1.639688e+02	9.098924e+02	1.183466e+03	2.245265e+01	7.181968e-04	2.651550e+00	2.568912e+00
9.134859e-03	1.639688e+02	9.098924e+02	1.183466e+03	7.896024e+01	4.733396e-04	2.651550e+00	2.568912e+00
9.134859e-03	1.639688e+02	9.098924e+02	1.183466e+03	7.896024e+01	7.181968e-04	2.232028e+00	2.568912e+00
9.134859e-03	1.639688e+02	9.098924e+02	1.183466e+03	7.896024e+01	7.181968e-04	2.651550e+00	2.119175e+00
9.134859e-03	1.639688e+02	9.098924e+02	1.183466e+03	7.896024e+01	7.181968e-04	2.651550e+00	2.568912e+00
9.134859e-03	1.639688e+02	8.793608e+02	9.275816e+02	6.880672e+01	7.127028e-04	6.183453e-01	5.699347e-02
9.134859e-03	1.639688e+02	8.443958e+01	9.275816e+02	6.880672e+01	7.127028e-04	6.183453e-01	5.699347e-02
9.134859e-03	1.639688e+02	8.793608e+02	9.245826e+02	6.880672e+01	7.127028e-04	6.183453e-01	5.699347e-02
9.134859e-03	1.639688e+02	8.793608e+02	9.275816e+02	3.712596e+01	7.127028e-04	6.183453e-01	5.699347e-02
1.006805e-01	1.684545e+02	8.793608e+02	9.275816e+02	6.880672e+01	2.931265e-05	6.183453e-01	5.699347e-02
9.134859e-03	1.639688e+02	8.793608e+02	9.275816e+02	6.880672e+01	7.127028e-04	7.981973e-01	5.699347e-02
9.134859e-03	1.639688e+02	8.793608e+02	9.275816e+02	6.880672e+01	7.127028e-04	6.183453e-01	1.954391e+00
1.006805e-01	1.684545e+02	8.793608e+02	9.245826e+02	3.712596e+01	2.931265e-05	7.981973e-01	1.954391e+00
1.006805e-01	1.684545e+02	8.443958e+01	9.275816e+02	3.712596e+01	2.931265e-05	7.981973e-01	1.954391e+00
1.006805e-01	1.684545e+02	8.443958e+01	9.245826e+02	6.880672e+01	2.931265e-05	7.981973e-01	1.954391e+00
9.134859e-03	1.639688e+02	8.443958e+01	9.245826e+02	3.712596e+01	7.127028e-04	7.981973e-01	1.954391e+00
1.006805e-01	1.684545e+02	8.443958e+01	9.245826e+02	3.712596e+01	2.931265e-05	6.183453e-01	1.954391e+00
1.006805e-01	1.684545e+02	8.443958e+01	9.245826e+02	3.712596e+01	2.931265e-05	7.981973e-01	5.699347e-02
1.006805e-01	1.684545e+02	8.443958e+01	9.245826e+02	3.712596e+01	2.931265e-05	7.981973e-01	1.954391e+00
9.134859e-03	1.639688e+02	9.995093e+02	1.488365e+03	1.659669e+01	7.606116e-04	2.944303e+00	6.698799e-01
9.134859e-03	1.639688e+02	7.073344e+02	1.488365e+03	1.659669e+01	7.606116e-04	2.944303e+00	6.698799e-01
9.134859e-03	1.639688e+02	9.995093e+02	6.781574e+02	1.659669e+01	7.606116e-04	2.944303e+00	6.698799e-01
9.134859e-03	1.639688e+02	9.995093e+02	1.488365e+03	1.528287e+01	7.606116e-04	2.944303e+00	6.698799e-01
9.134859e-03	1.639688e+02	9.995093e+02	1.488365e+03	1.659669e+01	6.193047e-04	2.944303e+00	6.698799e-01
9.134859e-03	1.639688e+02	9.995093e+02	1.488365e+03	1.659669e+01	7.606116e-04	5.213459e-01	6.698799e-01
9.134859e-03	1.639688e+02	9.995093e+02	1.488365e+03	1.659669e+01	7.606116e-04	2.944303e+00	1.260717e+00
9.134859e-03	1.639688e+02	9.995093e+02	6.781574e+02	1.528287e+01	6.193047e-04	5.213459e-01	1.260717e+00
9.134859e-03	1.639688e+02	7.073344e+02	1.488365e+03	1.528287e+01	6.193047e-04	5.213459e-01	1.260717e+00
9.134859e-03	1.639688e+02	7.073344e+02	6.781574e+02	1.659669e+01	6.193047e-04	5.213459e-01	1.260717e+00
9.134859e-03	1.639688e+02	7.073344e+02	6.781574e+02	1.528287e+01	7.606116e-04	5.213459e-01	1.260717e+00
9.134859e-03	1.639688e+02	7.073344e+02	6.781574e+02	1.528287e+01	6.193047e-04	2.944303e+00	1.260717e+00
9.134859e-03	1.639688e+02	7.073344e+02	6.781574e+02	1.528287e+01	6.193047e-04	5.213459e-01	6.698799e-01
9.134859e-03	1.639688e+02	7.073344e+02	6.781574e+02	1.528287e+01	6.193047e-04	5.213459e-01	1.260717e+00
1.006805e-01	1.684545e+02	4.037419e+02	7.051176e+02	6.373066e+01	5.486066e-05	3.507571e-01	2.722324e+00
1.006805e-01	1.684545e+02	2.840668e+02	7.051176e+02	6.373066e+01	5.486066e-05	3.507571e-01	2.722324e+00
1.006805e-01	1.684545e+02	4.037419e+02	1.436971e+03	6.373066e+01	5.486066e-05	3.507571e-01	2.722324e+00
1.006805e-01	1.684545e+02	4.037419e+02	7.051176e+02	7.030027e+01	5.486066e-05	3.507571e-01	2.722324e+00
5.780942e-02	1.663539e+02	4.037419e+02	7.051176e+02	6.373066e+01	1.843166e-04	3.507571e-01	2.722324e+00
1.006805e-01	1.684545e+02	4.037419e+02	7.051176e+02	6.373066e+01	5.486066e-05	2.926963e+00	2.722324e+00
1.006805e-01	1.684545e+02	4.037419e+02	7.051176e+02	6.373066e+01	5.486066e-05	3.507571e-01	2.142468e+00
5.780942e-02	1.663539e+02	4.037419e+02	1.436971e+03	7.030027e+01	1.843166e-04	2.926963e+00	2.142468e+00
5.780942e-02	1.663539e+02	2.840668e+02	7.051176e+02	7.030027e+01	1.843166e-04	2.926963e+00	2.142468e+00
5.780942e-02	1.663539e+02	2.840668e+02	1.436971e+03	6.373066e+01	1.843166e-04	2.926963e+00	2.142468e+00
1.006805e-01	1.684545e+02	2.840668e+02	1.436971e+03	7.030027e+01	5.486066e-05	2.926963e+00	2.142468e+00
5.780942e-02	1.663539e+02	2.840668e+02	1.436971e+03	7.030027e+01	1.843166e-04	3.507571e-01	2.142468e+00
5.780942e-02	1.663539e+02	2.840668e+02	1.436971e+03	7.030027e+01	1.843166e-04	2.926963e+00	2.722324e+00
5.780942e-02	1.663539e+02	2.840668e+02	1.436971e+03	7.030027e+01	1.843166e-04	2.926963e+00	2.142468e+00
9.134859e-03	1.639688e+02	2.062913e+02	1.114341e+03	3.530916e+01	6.672638e-04	1.109991e+00	3.193217e+00
9.134859e-03	1.639688e+02	9.385071e+02	1.114341e+03	3.530916e+01	6.672638e-04	1.109991e+00	3.193217e+00
9.134859e-03	1.639688e+02	2.062913e+02	1.189549e+03	3.530916e+01	6.672638e-04	1.109991e+00	3.193217e+00
9.134859e-03	1.639688e+02	2.062913e+02	1.114341e+03	8.214156e+01	6.672638e-04	1.109991e+00	3.193217e+00
9.134859e-03	1.639688e+02	2.062913e+02	1.114341e+03	3.530916e+01	4.660386e-04	1.109991e+00	3.193217e+00
9.134859e-03	1.639688e+02	2.062913e+02	1.114341e+03	3.530916e+01	6.672638e-04	3.859145e+00	3.193217e+00
9.134859e-03	1.639688e+02	2.062913e+02	1.114341e+03	3.530916e+01	6.672638e-04	1.109991e+00	3.029346e+00
9.134859e-03	1.639688e+02	2.062913e+02	1.189549e+03	8.214156e+01	4.660386e-04	3.859145e+00	3.029346e+00
9.134859e-03	1.639688e+02	9.385071e+02	1.114341e+03	8.214156e+01	4.660386e-04	3.859145e+00	3.029346e+00
9.134859e-03	1.639688e+02	9.385071e+02	1.189549e+03	3.530916e+01	4.660386e-04	3.859145e+00	3.029346e+00
9.134859e-03	1.639688e+02	9.385071e+02	1.189549e+03	8.214156e+01	6.672638e-04	3.859145e+00	3.029346e+00
9.134859e-03	1.639688e+02	9.385071e+02	1.189549e+03	8.214156e+01	4.660386e-04	1.109991e+00	3.029346e+00
9.134859e-03	1.639688e+02	9.385071e+02	1.189549e+03	8.214156e+01	4.660386e-04	3.859145e+00	3.193217e+00
9.134859e-03	1.639688e+02	9.385071e+02	1.189549e+03	8.214156e+01	4.660386e-04	3.859145e+00	3.029346e+00
6.205602e-03	1.638253e+02	6.739140e+02	8.310913e+02	8.251124e+01	3.983243e-04	3.735740e+00	1.138763e+00
6.205602e-03	1.638253e+02	5.448947e+01	8.310913e+02	8.251124e+01	3.983243e-04	3.735740e+00	1.138763e+00
6.205602e-03	1.638253e+02	6.739140e+02	9.482518e+02	8.251124e+01	3.983243e-04	3.735740e+00	1.138763e+00
6.205602e-03	1.638253e+02	6.739140e+02	8.310913e+02	2.763678e+01	3.983243e-04	3.735740e+00	1.138763e+00
9.134859e-03	1.639688e+02	6.739140e+02	8.310913e+02	8.251124e+01	7.800566e-04	3.735740e+00	1.138763e+00
6.205602e-03	1.638253e+02	6.739140e+02	8.310913e+02	8.251124e+01	3.983243e-04	1.710807e+00	1.138763e+00
6.205602e-03	1.638253e+02	6.739140e+02	8.310913e+02	8.251124e+01	3.983243e-04	3.735740e+00	4.048859e-01
9.134859e-03	1.639688e+02	6.739140e+02	9.482518e+02	2.763678e+01	7.800566e-04	1.710807e+00	4.048859e-01
9.134859e-03	1.639688e+02	5.448947e+01	8.310913e+02	2.763678e+01	7.800566e-04	1.710807e+00	4.048859e-01
9.134859e-03	1.639688e+02	5.448947e+01	9.482518e+02	8.251124e+01	7.800566e-04	1.710807e+00	4.048859e-01
6.205602e-03	1.638253e+02	5.448947e+01	9.482518e+02	2.763678e+01	3.983243e-04	1.710807e+00	4.048859e-01
9.134859e-03	1.639688e+02	5.448947e+01	9.482518e+02	2.763678e+01	7.800566e-04	3.735740e+00	4.048859e-01
9.134859e-03	1.639688e+02	5.448947e+01	9.482518e+02	2.763678e+01	7.800566e-04	1.710807e+00	1.138763e+00
9.134859e-03	1.639688e+02	5.448947e+01	9.482518e+02	2.763678e+01	7.800566e-04	1.710807e+00	4.048859e-01
6.205602e-03	1.638253e+02	6.171399e+02	1.200943e+03	6.226179e+01	3.122843e-04	3.220347e+00	2.641732e-01
6.205602e-03	1.638253e+02	7.603839e+02	1.200943e+03	6.226179e+01	3.122843e-04	3.220347e+00	2.641732e-01
6.205602e-03	1.638253e+02	6.171399e+02	1.069199e+03	6.226179e+01	3.122843e-04	3.220347e+00	2.641732e-01
6.205602e-03	1.638253e+02	6.171399e+02	1.200943e+03	9.159014e+01	3.122843e-04	3.220347e+00	2.641732e-01
1.006805e-01	1.684545e+02	6.171399e+02	1.200943e+03	6.226179e+01	7.820821e-05	3.220347e+00	2.641732e-01
6.205602e-03	1.638253e+02	6.171399e+02	1.200943e+03	6.226179e+01	3.122843e-04	3.108719e+00	2.641732e-01
6.205602e-03	1.638253e+02	6.171399e+02	1.200943e+03	6.226179e+01	3.122843e-04	3.220347e+00	5.623464e-01
1.006805e-01	1.684545e+02	6.171399e+02	1.069199e+03	9.159014e+01	7.820821e-05	3.108719e+00	5.623464e-01
1.006805e-01	1.684545e+02	7.603839e+02	1.200943e+03	9.159014e+01	7.820821e-05	3.108719e+00	5.623464e-01
1.006805e-01	1.684545e+02	7.603839e+02	1.069199e+03	6.226179e+01	7.820821e-05	3.108719e+00	5.623464e-01
