growth_rate	epi_size	cell_definitions/cell_definition/phenotype/secretion/substrate/secretion_rate_epi_inter___div_inhib	microenvironment_setup/variable/physical_parameter_set/diffusion_coefficient___div_inhib	microenvironment_setup/variable/physical_parameter_set/decay_rate___div_inhib	cell_definitions/cell_definition/phenotype/death/model/death_rate_epi_inter___	[_'_c_e_l_l___r_u_l_e_'_,_ _'_1_'_,_ _'_5_'_]	[_'_c_e_l_l___r_u_l_e_'_,_ _'_2_'_,_ _'_5_'_]
9.134859e-03	1.639688e+02	3.741404e+02	1.378163e+03	3.122849e+01	9.024210e-04	2.754248e-01	5.486863e-01
9.134859e-03	1.639688e+02	3.741404e+02	1.217185e+03	7.609988e+01	9.024210e-04	2.754248e-01	5.486863e-01
9.134859e-03	1.639688e+02	3.741404e+02	1.217185e+03	3.122849e+01	9.538751e-04	2.754248e-01	5.486863e-01
9.134859e-03	1.639688e+02	3.741404e+02	1.217185e+03	3.122849e+01	9.024210e-04	1.658002e+00	5.486863e-01
9.134859e-03	1.639688e+02	3.741404e+02	1.217185e+03	3.122849e+01	9.024210e-04	2.754248e-01	1.766072e-01
9.134859e-03	1.639688e+02	3.741404e+02	1.378163e+03	7.609988e+01	9.538751e-04	1.658002e+00	1.766072e-01
9.134859e-03	1.639688e+02	1.951929e+02	1.217185e+03	7.609988e+01	9.538751e-04	1.658002e+00	1.766072e-01
9.134859e-03	1.639688e+02	1.951929e+02	1.378163e+03	3.122849e+01	9.538751e-04	1.658002e+00	1.766072e-01
9.134859e-03	1.639688e+02	1.951929e+02	1.378163e+03	7.609988e+01	9.024210e-04	1.658002e+00	1.766072e-01
9.134859e-03	1.639688e+02	1.951929e+02	1.378163e+03	7.609988e+01	9.538751e-04	2.754248e-01	1.766072e-01
9.134859e-03	1.639688e+02	1.951929e+02	1.378163e+03	7.609988e+01	9.538751e-04	1.658002e+00	5.486863e-01
9.134859e-03	1.639688e+02	1.951929e+02	1.378163e+03	7.609988e+01	9.538751e-04	1.658002e+00	1.766072e-01
5.780942e-02	1.663539e+02	7.793627e+02	9.926527e+02	7.759991e+01	1.632567e-04	2.887521e+00	2.610872e+00
5.780942e-02	1.663539e+02	7.982112e+02	9.926527e+02	7.759991e+01	1.632567e-04	2.887521e+00	2.610872e+00
5.780942e-02	1.663539e+02	7.793627e+02	6.349129e+02	7.759991e+01	1.632567e-04	2.887521e+00	2.610872e+00
5.780942e-02	1.663539e+02	7.793627e+02	9.926527e+02	3.367998e+01	1.632567e-04	2.887521e+00	2.610872e+00
6.205602e-03	1.638253e+02	7.793627e+02	9.926527e+02	7.759991e+01	2.688933e-04	2.887521e+00	2.610872e+00
5.780942e-02	1.663539e+02	7.793627e+02	9.926527e+02	7.759991e+01	1.632567e-04	3.786981e+00	2.610872e+00
5.780942e-02	1.663539e+02	7.793627e+02	9.926527e+02	7.759991e+01	1.632567e-04	2.887521e+00	3.288800e+00
6.205602e-03	1.638253e+02	7.793627e+02	6.349129e+02	3.367998e+01	2.688933e-04	3.786981e+00	3.288800e+00
6.205602e-03	1.638253e+02	7.982112e+02	9.926527e+02	3.367998e+01	2.688933e-04	3.786981e+00	3.288800e+00
6.205602e-03	1.638253e+02	7.982112e+02	6.349129e+02	7.759991e+01	2.688933e-04	3.786981e+00	3.288800e+00
5.780942e-02	1.663539e+02	7.982112e+02	6.349129e+02	3.367998e+01	1.632567e-04	3.786981e+00	3.288800e+00
6.205602e-03	1.638253e+02	7.982112e+02	6.349129e+02	3.367998e+01	2.688933e-04	2.887521e+00	3.288800e+00
6.205602e-03	1.638253e+02	7.982112e+02	6.349129e+02	3.367998e+01	2.688933e-04	3.786981e+00	2.610872e+00
6.205602e-03	1.638253e+02	7.982112e+02	6.349129e+02	3.367998e+01	2.688933e-04	3.786981e+00	3.288800e+00
9.134859e-03	1.639688e+02	7.951208e+02	1.237345e+03	5.110102e+00	6.889991e-04	1.925714e+00	1.247534e+00
9.134859e-03	1.639688e+02	5.981730e+02	1.237345e+03	5.110102e+00	6.889991e-04	1.925714e+00	1.247534e+00
9.134859e-03	1.639688e+02	7.951208e+02	1.420411e+03	5.110102e+00	6.889991e-04	1.925714e+00	1.247534e+00
9.134859e-03	1.639688e+02	7.951208e+02	1.237345e+03	3.783801e+01	6.889991e-04	1.925714e+00	1.247534e+00
9.134859e-03	1.639688e+02	7.951208e+02	1.237345e+03	5.110102e+00	9.210407e-04	1.925714e+00	1.247534e+00
9.134859e-03	1.639688e+02	7.951208e+02	1.237345e+03	5.110102e+00	6.889991e-04	3.933713e+00	1.247534e+00
9.134859e-03	1.639688e+02	7.951208e+02	1.237345e+03	5.110102e+00	6.889991e-04	1.925714e+00	2.099716e+00
9.134859e-03	1.639688e+02	7.951208e+02	1.420411e+03	3.783801e+01	9.210407e-04	3.933713e+00	2.099716e+00
9.134859e-03	1.639688e+02	5.981730e+02	1.237345e+03	3.783801e+01	9.210407e-04	3.933713e+00	2.099716e+00
9.134859e-03	1.639688e+02	5.981730e+02	1.420411e+03	5.110102e+00	9.210407e-04	3.933713e+00	2.099716e+00
9.134859e-03	1.639688e+02	5.981730e+02	1.420411e+03	3.783801e+01	6.889991e-04	3.933713e+00	2.099716e+00
9.134859e-03	1.639688e+02	5.981730e+02	1.420411e+03	3.783801e+01	9.210407e-04	1.925714e+00	2.099716e+00
9.134859e-03	1.639688e+02	5.981730e+02	1.420411e+03	3.783801e+01	9.210407e-04	3.933713e+00	1.247534e+00
9.134859e-03	1.639688e+02	5.981730e+02	1.420411e+03	3.783801e+01	9.210407e-04	3.933713e+00	2.099716e+00
9.134859e-03	1.639688e+02	3.271633e+02	9.580950e+02	5.219379e+01	4.971957e-04	3.305532e+00	3.177240e+00
9.134859e-03	1.639688e+02	3.934073e+02	9.580950e+02	5.219379e+01	4.971957e-04	3.305532e+00	3.177240e+00
9.134859e-03	1.639688e+02	3.271633e+02	6.636807e+02	5.219379e+01	4.971957e-04	3.305532e+00	3.177240e+00
9.134859e-03	1.639688e+02	3.271633e+02	9.580950e+02	9.536840e+01	4.971957e-04	3.305532e+00	3.177240e+00
6.205602e-03	1.638253e+02	3.271633e+02	9.580950e+02	5.219379e+01	3.572755e-04	3.305532e+00	3.177240e+00
9.134859e-03	1.639688e+02	3.271633e+02	9.580950e+02	5.219379e+01	4.971957e-04	1.511521e+00	3.177240e+00
9.134859e-03	1.639688e+02	3.271633e+02	9.580950e+02	5.219379e+01	4.971957e-04	3.305532e+00	1.490500e+00
6.205602e-03	1.638253e+02	3.271633e+02	6.636807e+02	9.536840e+01	3.572755e-04	1.511521e+00	1.490500e+00
6.205602e-03	1.638253e+02	3.934073e+02	9.580950e+02	9.536840e+01	3.572755e-04	1.511521e+00	1.490500e+00
6.205602e-03	1.638253e+02	3.934073e+02	6.636807e+02	5.219379e+01	3.572755e-04	1.511521e+00	1.490500e+00
9.134859e-03	1.639688e+02	3.934073e+02	6.636807e+02	9.536840e+01	4.971957e-04	1.511521e+00	1.490500e+00
6.205602e-03	1.638253e+02	3.934073e+02	6.636807e+02	9.536840e+01	3.572755e-04	3.305532e+00	1.490500e+00
6.205602e-03	1.638253e+02	3.934073e+02	6.636807e+02	9.536840e+01	3.572755e-04	1.511521e+00	3.177240e+00
6.205602e-03	1.638253e+02	3.934073e+02	6.636807e+02	9.536840e+01	3.572755e-04	1.511521e+00	1.490500e+00
9.134859e-03	1.639688e+02	1.901661e+00	1.361364e+03	4.879833e+01	8.451503e-04	2.008823e+00	2.644788e+00
9.134859e-03	1.639688e+02	8.604130e+02	1.361364e+03	4.879833e+01	8.451503e-04	2.008823e+00	2.644788e+00
9.134859e-03	1.639688e+02	1.901661e+00	9.638349e+02	4.879833e+01	8.451503e-04	2.008823e+00	2.644788e+00
9.134859e-03	1.639688e+02	1.901661e+00	1.361364e+03	5.844258e+01	8.451503e-04	2.008823e+00	2.644788e+00
1.006805e-01	1.684545e+02	1.901661e+00	1.361364e+03	4.879833e+01	1.122294e-05	2.008823e+00	2.644788e+00
9.134859e-03	1.639688e+02	1.901661e+00	1.361364e+03	4.879833e+01	8.451503e-04	7.196268e-01	2.644788e+00
9.134859e-03	1.639688e+02	1.901661e+00	1.361364e+03	4.879833e+01	8.451503e-04	2.008823e+00	3.775068e-01
1.006805e-01	1.684545e+02	1.901661e+00	9.638349e+02	5.844258e+01	1.122294e-05	7.196268e-01	3.775068e-01
1.006805e-01	1.684545e+02	8.604130e+02	1.361364e+03	5.844258e+01	1.122294e-05	7.196268e-01	3.775068e-01
1.006805e-01	1.684545e+02	8.604130e+02	9.638349e+02	4.879833e+01	1.122294e-05	7.196268e-01	3.775068e-01
9.134859e-03	1.639688e+02	8.604130e+02	9.638349e+02	5.844258e+01	8.451503e-04	7.196268e-01	3.775068e-01
1.006805e-01	1.684545e+02	8.604130e+02	9.638349e+02	5.844258e+01	1.122294e-05	2.008823e+00	3.775068e-01
1.006805e-01	1.684545e+02	8.604130e+02	9.638349e+02	5.844258e+01	1.122294e-05	7.196268e-01	2.644788e+00
1.006805e-01	1.684545e+02	8.604130e+02	9.638349e+02	5.844258e+01	1.122294e-05	7.196268e-01	3.775068e-01
1.006805e-01	1.684545e+02	5.973333e+02	5.821116e+02	9.595003e+01	9.166043e-05	6.591378e-01	7.169698e-01
1.006805e-01	1.684545e+02	1.325187e+02	5.821116e+02	9.595003e+01	9.166043e-05	6.591378e-01	7.169698e-01
1.006805e-01	1.684545e+02	5.973333e+02	1.206956e+03	9.595003e+01	9.166043e-05	6.591378e-01	7.169698e-01
1.006805e-01	1.684545e+02	5.973333e+02	5.821116e+02	5.951516e-01	9.166043e-05	6.591378e-01	7.169698e-01
9.134859e-03	1.639688e+02	5.973333e+02	5.821116e+02	9.595003e+01	6.959639e-04	6.591378e-01	7.169698e-01
1.006805e-01	1.684545e+02	5.973333e+02	5.821116e+02	9.595003e+01	9.166043e-05	2.853339e+00	7.169698e-01
1.006805e-01	1.684545e+02	5.973333e+02	5.821116e+02	9.595003e+01	9.166043e-05	6.591378e-01	3.243756e+00
9.134859e-03	1.639688e+02	5.973333e+02	1.206956e+03	5.951516e-01	6.959639e-04	2.853339e+00	3.243756e+00
9.134859e-03	1.639688e+02	1.325187e+02	5.821116e+02	5.951516e-01	6.959639e-04	2.853339e+00	3.243756e+00
9.134859e-03	1.639688e+02	1.325187e+02	1.206956e+03	9.595003e+01	6.959639e-04	2.853339e+00	3.243756e+00
1.006805e-01	1.684545e+02	1.325187e+02	1.206956e+03	5.951516e-01	9.166043e-05	2.853339e+00	3.243756e+00
9.134859e-03	1.639688e+02	1.325187e+02	1.206956e+03	5.951516e-01	6.959639e-04	6.591378e-01	3.243756e+00
9.134859e-03	1.639688e+02	1.325187e+02	1.206956e+03	5.951516e-01	6.959639e-04	2.853339e+00	7.169698e-01
9.134859e-03	1.639688e+02	1.325187e+02	1.206956e+03	5.951516e-01	6.959639e-04	2.853339e+00	3.243756e+00
6.205602e-03	1.638253e+02	6.615262e+02	1.448092e+03	7.257714e+01	2.397540e-04	1.867731e-01	1.841274e+00
6.205602e-03	1.638253e+02	9.321952e+02	1.448092e+03	7.257714e+01	2.397540e-04	1.867731e-01	1.841274e+00
6.205602e-03	1.638253e+02	6.615262e+02	8.419898e+02	7.257714e+01	2.397540e-04	1.867731e-01	1.841274e+00
6.205602e-03	1.638253e+02	6.615262e+02	1.448092e+03	6.787631e+01	2.397540e-04	1.867731e-01	1.841274e+00
6.205602e-03	1.638253e+02	6.615262e+02	1.448092e+03	7.257714e+01	4.009460e-04	1.867731e-01	1.841274e+00
6.205602e-03	1.638253e+02	6.615262e+02	1.448092e+03	7.257714e+01	2.397540e-04	4.718213e-01	1.841274e+00
6.205602e-03	1.638253e+02	6.615262e+02	1.448092e+03	7.257714e+01	2.397540e-04	1.867731e-01	3.834214e+00
6.205602e-03	1.638253e+02	6.615262e+02	8.419898e+02	6.787631e+01	4.009460e-04	4.718213e-01	3.834214e+00
6.205602e-03	1.638253e+02	9.321952e+02	1.448092e+03	6.787631e+01	4.009460e-04	4.718213e-01	3.834214e+00
6.205602e-03	1.638253e+02	9.321952e+02	8.419898e+02	7.257714e+01	4.009460e-04	4.718213e-01	3.834214e+00
6.205602e-03	1.638253e+02	9.321952e+02	8.419898e+02	6.787631e+01	2.397540e-04	4.718213e-01	3.834214e+00
6.205602e-03	1.638253e+02	9.321952e+02	8.419898e+02	6.787631e+01	4.009460e-04	1.867731e-01	3.834214e+00
6.205602e-03	1.638253e+02	9.321952e+02	8.419898e+02	6.787631e+01	4.009460e-04	4.718213e-01	1.841274e+00
6.205602e-03	1.638253e+02	9.321952e+02	8.419898e+02	6.787631e+01	4.009460e-04	4.718213e-01	3.834214e+00
9.134859e-03	1.639688e+02	1.947890e+02	7.312193e+02	1.907276e+01	9.464076e-04	2.547550e+00	3.769027e+00
9.134859e-03	1.639688e+02	7.549403e+01	7.312193e+02	1.907276e+01	9.464076e-04	2.547550e+00	3.769027e+00
9.134859e-03	1.639688e+02	1.947890e+02	1.085118e+03	1.907276e+01	9.464076e-04	2.547550e+00	3.769027e+00
9.134859e-03	1.639688e+02	1.947890e+02	7.312193e+02	2.243087e+01	9.464076e-04	2.547550e+00	3.769027e+00
9.134859e-03	1.639688e+02	1.947890e+02	7.312193e+02	1.907276e+01	8.398364e-04	2.547550e+00	3.769027e+00
9.134859e-03	1.639688e+02	1.947890e+02	7.312193e+02	1.907276e+01	9.464076e-04	2.102952e+00	3.769027e+00
9.134859e-03	1.639688e+02	1.947890e+02	7.312193e+02	1.907276e+01	9.464076e-04	2.547550e+00	7.222058e-01
9.134859e-03	1.639688e+02	1.947890e+02	1.085118e+03	2.243087e+01	8.398364e-04	2.102952e+00	7.222058e-01
9.134859e-03	1.639688e+02	7.549403e+01	7.312193e+02	2.243087e+01	8.398364e-04	2.102952e+00	7.222058e-01
9.134859e-03	1.639688e+02	7.549403e+01	1.085118e+03	1.907276e+01	8.398364e-04	2.102952e+00	7.222058e-01
9.134859e-03	1.639688e+02	7.549403e+01	1.085118e+03	2.243087e+01	9.464076e-04	2.102952e+00	7.222058e-01
9.134859e-03	1.639688e+02	7.549403e+01	1.085118e+03	2.243087e+01	8.398364e-04	2.547550e+00	7.222058e-01
9.134859e-03	1.639688e+02	7.549403e+01	1.085118e+03	2.243087e+01	8.398364e-04	2.102952e+00	3.769027e+00
9.134859e-03	1.639688e+02	7.549403e+01	1.085118e+03	2.243087e+01	8.398364e-04	2.102952e+00	7.222058e-01
6.205602e-03	1.638253e+02	3.835391e+02	1.074079e+03	7.888838e+01	3.334748e-04	3.774062e+00	2.302401e+00
6.205602e-03	1.638253e+02	6.707812e+02	1.074079e+03	7.888838e+01	3.334748e-04	3.774062e+00	2.302401e+00
6.205602e-03	1.638253e+02	3.835391e+02	1.291280e+03	7.888838e+01	3.334748e-04	3.774062e+00	2.302401e+00
6.205602e-03	1.638253e+02	3.835391e+02	1.074079e+03	3.479604e+01	3.334748e-04	3.774062e+00	2.302401e+00
9.134859e-03	1.639688e+02	3.835391e+02	1.074079e+03	7.888838e+01	5.596388e-04	3.774062e+00	2.302401e+00
6.205602e-03	1.638253e+02	3.835391e+02	1.074079e+03	7.888838e+01	3.334748e-04	3.183314e+00	2.302401e+00
6.205602e-03	1.638253e+02	3.835391e+02	1.074079e+03	7.888838e+01	3.334748e-04	3.774062e+00	1.581933e+00
9.134859e-03	1.639688e+02	3.835391e+02	1.291280e+03	3.479604e+01	5.596388e-04	3.183314e+00	1.581933e+00
9.134859e-03	1.639688e+02	6.707812e+02	1.074079e+03	3.479604e+01	5.596388e-04	3.183314e+00	1.581933e+00
9.134859e-03	1.639688e+02	6.707812e+02	1.291280e+03	7.888838e+01	5.596388e-04	3.183314e+00	1.581933e+00
6.205602e-03	1.638253e+02	6.707812e+02	1.291280e+03	3.479604e+01	3.334748e-04	3.183314e+00	1.581933e+00
9.134859e-03	1.639688e+02	6.707812e+02	1.291280e+03	3.479604e+01	5.596388e-04	3.774062e+00	1.581933e+00
9.134859e-03	1.639688e+02	6.707812e+02	1.291280e+03	3.479604e+01	5.596388e-04	3.183314e+00	2.302401e+00
9.134859e-03	1.639688e+02	6.707812e+02	1.291280e+03	3.479604e+01	5.596388e-04	3.183314e+00	1.581933e+00
9.134859e-03	1.639688e+02	9.801892e+02	8.572046e+02	2.526708e+01	6.033026e-04	1.383030e+00	3.726383e-01
9.134859e-03	1.639688e+02	3.372676e+02	8.572046e+02	2.526708e+01	6.033026e-04	1.383030e+00	3.726383e-01
9.134859e-03	1.639688e+02	9.801892e+02	5.345419e+02	2.526708e+01	6.033026e-04	1.383030e+00	3.726383e-01
9.134859e-03	1.639688e+02	9.801892e+02	8.572046e+02	7.972923e+01	6.033026e-04	1.383030e+00	3.726383e-01
6.205602e-03	1.638253e+02	9.801892e+02	8.572046e+02	2.526708e+01	2.495231e-04	1.383030e+00	3.726383e-01
9.134859e-03	1.639688e+02	9.801892e+02	8.572046e+02	2.526708e+01	6.033026e-04	1.263713e+00	3.726383e-01
9.134859e-03	1.639688e+02	9.801892e+02	8.572046e+02	2.526708e+01	6.033026e-04	1.383030e+00	2.943439e+00
6.205602e-03	1.638253e+02	9.801892e+02	5.345419e+02	7.972923e+01	2.495231e-04	1.263713e+00	2.943439e+00
6.205602e-03	1.638253e+02	3.372676e+02	8.572046e+02	7.972923e+01	2.495231e-04	1.263713e+00	2.943439e+00
6.205602e-03	1.638253e+02	3.372676e+02	5.345419e+02	2.526708e+01	2.495231e-04	1.263713e+00	2.943439e+00
9.134859e-03	1.639688e+02	3.372676e+02	5.345419e+02	7.972923e+01	6.033026e-04	1.263713e+00	2.943439e+00
6.205602e-03	1.638253e+02	3.372676e+02	5.345419e+02	7.972923e+01	2.495231e-04	1.383030e+00	2.943439e+00
6.205602e-03	1.638253e+02	3.372676e+02	5.345419e+02	7.972923e+01	2.495231e-04	1.263713e+00	3.726383e-01
6.205602e-03	1.638253e+02	3.372676e+02	5.345419e+02	7.972923e+01	2.495231e-04	1.263713e+00	2.943439e+00
9.134859e-03	1.639688e+02	8.913183e+02	1.292995e+03	8.552521e+01	9.321873e-04	3.054378e+00	9.773680e-01
9.134859e-03	1.639688e+02	9.621179e+02	1.292995e+03	8.552521e+01	9.321873e-04	3.054378e+00	9.773680e-01
9.134859e-03	1.639688e+02	8.913183e+02	7.890238e+02	8.552521e+01	9.321873e-04	3.054378e+00	9.773680e-01
9.134859e-03	1.639688e+02	8.913183e+02	1.292995e+03	7.106998e+01	9.321873e-04	3.054378e+00	9.773680e-01
9.134859e-03	1.639688e+02	8.913183e+02	1.292995e+03	8.552521e+01	6.512146e-04	3.054378e+00	9.773680e-01
9.134859e-03	1.639688e+02	8.913183e+02	1.292995e+03	8.552521e+01	9.321873e-04	1.041388e+00	9.773680e-01
9.134859e-03	1.639688e+02	8.913183e+02	1.292995e+03	8.552521e+01	9.321873e-04	3.054378e+00	2.266691e+00
9.134859e-03	1.639688e+02	8.913183e+02	7.890238e+02	7.106998e+01	6.512146e-04	1.041388e+00	2.266691e+00
9.134859e-03	1.639688e+02	9.621179e+02	1.292995e+03	7.106998e+01	6.512146e-04	1.041388e+00	2.266691e+00
9.134859e-03	1.639688e+02	9.621179e+02	7.890238e+02	8.552521e+01	6.512146e-04	1.041388e+00	2.266691e+00
9.134859e-03	1.639688e+02	9.621179e+02	7.890238e+02	7.106998e+01	9.321873e-04	1.041388e+00	2.266691e+00
9.134859e-03	1.639688e+02	9.621179e+02	7.890238e+02	7.106998e+01	6.512146e-04	3.054378e+00	2.266691e+00
9.134859e-03	1.639688e+02	9.621179e+02	7.890238e+02	7.106998e+01	6.512146e-04	1.041388e+00	9.773680e-01
9.134859e-03	1.639688e+02	9.621179e+02	7.890238e+02	7.106998e+01	6.512146e-04	1.041388e+00	2.266691e+00
1.006805e-01	1.684545e+02	4.880157e+02	5.098674e+02	3.268573e+01	1.335199e-04	1.674587e+00	2.912979e+00
1.006805e-01	1.684545e+02	4.691106e+01	5.098674e+02	3.268573e+01	1.335199e-04	1.674587e+00	2.912979e+00
1.006805e-01	1.684545e+02	4.880157e+02	1.045832e+03	3.268573e+01	1.335199e-04	1.674587e+00	2.912979e+00
1.006805e-01	1.684545e+02	4.880157e+02	5.098674e+02	1.295371e+01	1.335199e-04	1.674587e+00	2.912979e+00
1.006805e-01	1.684545e+02	4.880157e+02	5.098674e+02	3.268573e+01	8.720248e-05	1.674587e+00	2.912979e+00
1.006805e-01	1.684545e+02	4.880157e+02	5.098674e+02	3.268573e+01	1.335199e-04	3.404155e+00	2.912979e+00
1.006805e-01	1.684545e+02	4.880157e+02	5.098674e+02	3.268573e+01	1.335199e-04	1.674587e+00	1.134425e+00
1.006805e-01	1.684545e+02	4.880157e+02	1.045832e+03	1.295371e+01	8.720248e-05	3.404155e+00	1.134425e+00
1.006805e-01	1.684545e+02	4.691106e+01	5.098674e+02	1.295371e+01	8.720248e-05	3.404155e+00	1.134425e+00
1.006805e-01	1.684545e+02	4.691106e+01	1.045832e+03	3.268573e+01	8.720248e-05	3.404155e+00	1.134425e+00
1.006805e-01	1.684545e+02	4.691106e+01	1.045832e+03	1.295371e+01	1.335199e-04	3.404155e+00	1.134425e+00
1.006805e-01	1.684545e+02	4.691106e+01	1.045832e+03	1.295371e+01	8.720248e-05	1.674587e+00	1.134425e+00
1.006805e-01	1.684545e+02	4.691106e+01	1.045832e+03	1.295371e+01	8.720248e-05	3.404155e+00	2.912979e+00
1.006805e-01	1.684545e+02	4.691106e+01	1.045832e+03	1.295371e+01	8.720248e-05	3.404155e+00	1.134425e+00
9.134859e-03	1.639688e+02	1.859184e+02	1.168965e+03	6.672117e+01	5.259131e-04	9.063996e-01	3.384054e+00
9.134859e-03	1.639688e+02	7.013414e+02	1.168965e+03	6.672117e+01	5.259131e-04	9.063996e-01	3.384054e+00
9.134859e-03	1.639688e+02	1.859184e+02	1.331551e+03	6.672117e+01	5.259131e-04	9.063996e-01	3.384054e+00
9.134859e-03	1.639688e+02	1.859184e+02	1.168965e+03	2.528246e+01	5.259131e-04	9.063996e-01	3.384054e+00
6.205602e-03	1.638253e+02	1.859184e+02	1.168965e+03	6.672117e+01	3.122976e-04	9.063996e-01	3.384054e+00
9.134859e-03	1.639688e+02	1.859184e+02	1.168965e+03	6.672117e+01	5.259131e-04	2.317940e+00	3.384054e+00
9.134859e-03	1.639688e+02	1.859184e+02	1.168965e+03	6.672117e+01	5.259131e-04	9.063996e-01	3.031220e-02
6.205602e-03	1.638253e+02	1.859184e+02	1.331551e+03	2.528246e+01	3.122976e-04	2.317940e+00	3.031220e-02
6.205602e-03	1.638253e+02	7.013414e+02	1.168965e+03	2.528246e+01	3.122976e-04	2.317940e+00	3.031220e-02
6.205602e-03	1.638253e+02	7.013414e+02	1.331551e+03	6.672117e+01	3.122976e-04	2.317940e+00	3.031220e-02
9.134859e-03	1.639688e+02	7.013414e+02	1.331551e+03	2.528246e+01	5.259131e-04	2.317940e+00	3.031220e-02
6.205602e-03	1.638253e+02	7.013414e+02	1.331551e+03	2.528246e+01	3.122976e-04	9.063996e-01	3.031220e-02
6.205602e-03	1.638253e+02	7.013414e+02	1.331551e+03	2.528246e+01	3.122976e-04	2.317940e+00	3.384054e+00
6.205602e-03	1.638253e+02	7.013414e+02	1.331551e+03	2.528246e+01	3.122976e-04	2.317940e+00	3.031220e-02
6.205602e-03	1.638253e+02	7.172286e+02	8.858391e+02	1.399670e+01	2.894343e-04	2.256050e+00	1.446556e+00
6.205602e-03	1.638253e+02	3.092629e+02	8.858391e+02	1.399670e+01	2.894343e-04	2.256050e+00	1.446556e+00
6.205602e-03	1.638253e+02	7.172286e+02	5.884771e+02	1.399670e+01	2.894343e-04	2.256050e+00	1.446556e+00
6.205602e-03	1.638253e+02	7.172286e+02	8.858391e+02	8.293491e+01	2.894343e-04	2.256050e+00	1.446556e+00
9.134859e-03	1.639688e+02	7.172286e+02	8.858391e+02	1.399670e+01	9.972793e-04	2.256050e+00	1.446556e+00
6.205602e-03	1.638253e+02	7.172286e+02	8.858391e+02	1.399670e+01	2.894343e-04	2.592310e-01	1.446556e+00
6.205602e-03	1.638253e+02	7.172286e+02	8.858391e+02	1.399670e+01	2.894343e-04	2.256050e+00	3.402093e+00
9.134859e-03	1.639688e+02	7.172286e+02	5.884771e+02	8.293491e+01	9.972793e-04	2.592310e-01	3.402093e+00
9.134859e-03	1.639688e+02	3.092629e+02	8.858391e+02	8.293491e+01	9.972793e-04	2.592310e-01	3.402093e+00
9.134859e-03	1.639688e+02	3.092629e+02	5.884771e+02	1.399670e+01	9.972793e-04	2.592310e-01	3.402093e+00
6.205602e-03	1.638253e+02	3.092629e+02	5.884771e+02	8.293491e+01	2.894343e-04	2.592310e-01	3.402093e+00
9.134859e-03	1.639688e+02	3.092629e+02	5.884771e+02	8.293491e+01	9.972793e-04	2.256050e+00	3.402093e+00
9.134859e-03	1.639688e+02	3.092629e+02	5.884771e+02	8.293491e+01	9.972793e-04	2.592310e-01	1.446556e+00
9.134859e-03	1.639688e+02	3.092629e+02	5.884771e+02	8.293491e+01	9.972793e-04	2.592310e-01	3.402093e+00
6.205602e-03	1.638253e+02	5.243145e+02	1.021320e+03	4.372320e+01	3.911751e-04	2.798551e+00	7.290946e-02
6.205602e-03	1.638253e+02	5.076145e+02	1.021320e+03	4.372320e+01	3.911751e-04	2.798551e+00	7.290946e-02
6.205602e-03	1.638253e+02	5.243145e+02	1.460232e+03	4.372320e+01	3.911751e-04	2.798551e+00	7.290946e-02
6.205602e-03	1.638253e+02	5.243145e+02	1.021320e+03	4.713214e+01	3.911751e-04	2.798551e+00	7.290946e-02
5.780942e-02	1.663539e+02	5.243145e+02	1.021320e+03	4.372320e+01	1.693821e-04	2.798551e+00	7.290946e-02
6.205602e-03	1.638253e+02	5.243145e+02	1.021320e+03	4.372320e+01	3.911751e-04	2.569189e+00	7.290946e-02
6.205602e-03	1.638253e+02	5.243145e+02	1.021320e+03	4.372320e+01	3.911751e-04	2.798551e+00	3.556105e+00
5.780942e-02	1.663539e+02	5.243145e+02	1.460232e+03	4.713214e+01	1.693821e-04	2.569189e+00	3.556105e+00
5.780942e-02	1.663539e+02	5.076145e+02	1.021320e+03	4.713214e+01	1.693821e-04	2.569189e+00	3.556105e+00
5.780942e-02	1.663539e+02	5.076145e+02	1.460232e+03	4.372320e+01	1.693821e-04	2.569189e+00	3.556105e+00
6.205602e-03	1.638253e+02	5.076145e+02	1.460232e+03	4.713214e+01	3.911751e-04	2.569189e+00	3.556105e+00
5.780942e-02	1.663539e+02	5.076145e+02	1.460232e+03	4.713214e+01	1.693821e-04	2.798551e+00	3.556105e+00
5.780942e-02	1.663539e+02	5.076145e+02	1.460232e+03	4.713214e+01	1.693821e-04	2.569189e+00	7.290946e-02
5.780942e-02	1.663539e+02	5.076145e+02	1.460232e+03	4.713214e+01	1.693821e-04	2.569189e+00	3.556105e+00
9.134859e-03	1.639688e+02	1.217446e+02	8.005704e+02	9.009309e+01	6.745044e-04	4.378085e-01	2.010465e+00
9.134859e-03	1.639688e+02	4.862883e+02	8.005704e+02	9.009309e+01	6.745044e-04	4.378085e-01	2.010465e+00
9.134859e-03	1.639688e+02	1.217446e+02	7.171503e+02	9.009309e+01	6.745044e-04	4.378085e-01	2.010465e+00
9.134859e-03	1.639688e+02	1.217446e+02	8.005704e+02	9.238213e+01	6.745044e-04	4.378085e-01	2.010465e+00
9.134859e-03	1.639688e+02	1.217446e+02	8.005704e+02	9.009309e+01	6.085191e-04	4.378085e-01	2.010465e+00
9.134859e-03	1.639688e+02	1.217446e+02	8.005704e+02	9.009309e+01	6.745044e-04	1.005276e+00	2.010465e+00
