growth_rate	epi_size	cell_definitions/cell_definition/phenotype/secretion/substrate/secretion_rate_epi_inter___div_inhib	microenvironment_setup/variable/physical_parameter_set/diffusion_coefficient___div_inhib	microenvironment_setup/variable/physical_parameter_set/decay_rate___div_inhib
9.651078e-01	2.633882e+02	6.677603e+02	1.141398e+03	2.071139e-01
9.410898e-01	2.610105e+02	1.995403e+01	8.206553e+02	2.071139e-01
9.410898e-01	2.610105e+02	1.995403e+01	1.141398e+03	4.664156e-01
1.327006e+00	2.992167e+02	1.995403e+01	8.206553e+02	4.664156e-01
9.651078e-01	2.633882e+02	6.677603e+02	1.141398e+03	4.664156e-01
9.651078e-01	2.633882e+02	6.677603e+02	8.206553e+02	2.071139e-01
9.651078e-01	2.633882e+02	6.677603e+02	8.206553e+02	4.664156e-01
9.651078e-01	2.633882e+02	6.516057e+02	9.104720e+02	3.334795e-01
9.651078e-01	2.633882e+02	4.297872e+02	9.104720e+02	3.334795e-01
9.651078e-01	2.633882e+02	6.516057e+02	1.401124e+03	3.334795e-01
9.651078e-01	2.633882e+02	6.516057e+02	9.104720e+02	1.079369e-01
9.651078e-01	2.633882e+02	6.516057e+02	1.401124e+03	1.079369e-01
9.651078e-01	2.633882e+02	4.297872e+02	9.104720e+02	1.079369e-01
9.651078e-01	2.633882e+02	4.297872e+02	1.401124e+03	3.334795e-01
9.651078e-01	2.633882e+02	4.297872e+02	1.401124e+03	1.079369e-01
9.651078e-01	2.633882e+02	5.024288e+02	1.072426e+03	4.551019e-01
9.651078e-01	2.633882e+02	3.065027e+02	1.072426e+03	4.551019e-01
9.651078e-01	2.633882e+02	5.024288e+02	1.311460e+03	4.551019e-01
9.651078e-01	2.633882e+02	5.024288e+02	1.072426e+03	2.145005e-01
9.651078e-01	2.633882e+02	5.024288e+02	1.311460e+03	2.145005e-01
9.651078e-01	2.633882e+02	3.065027e+02	1.072426e+03	2.145005e-01
9.651078e-01	2.633882e+02	3.065027e+02	1.311460e+03	4.551019e-01
9.651078e-01	2.633882e+02	3.065027e+02	1.311460e+03	2.145005e-01
9.651078e-01	2.633882e+02	1.341240e+02	8.737240e+02	1.032893e-01
9.651078e-01	2.633882e+02	5.374025e+02	8.737240e+02	1.032893e-01
9.651078e-01	2.633882e+02	1.341240e+02	9.809218e+02	1.032893e-01
9.651078e-01	2.633882e+02	1.341240e+02	8.737240e+02	3.057918e-01
9.651078e-01	2.633882e+02	1.341240e+02	9.809218e+02	3.057918e-01
9.651078e-01	2.633882e+02	5.374025e+02	8.737240e+02	3.057918e-01
9.651078e-01	2.633882e+02	5.374025e+02	9.809218e+02	1.032893e-01
9.651078e-01	2.633882e+02	5.374025e+02	9.809218e+02	3.057918e-01
1.045629e+00	2.716338e+02	3.808017e+02	1.261894e+03	2.903089e-01
9.651078e-01	2.633882e+02	9.820838e+01	1.261894e+03	2.903089e-01
9.651078e-01	2.633882e+02	3.808017e+02	7.473230e+02	2.903089e-01
9.651078e-01	2.633882e+02	3.808017e+02	1.261894e+03	3.981329e-01
9.651078e-01	2.633882e+02	3.808017e+02	7.473230e+02	3.981329e-01
9.651078e-01	2.633882e+02	9.820838e+01	1.261894e+03	3.981329e-01
9.651078e-01	2.633882e+02	9.820838e+01	7.473230e+02	2.903089e-01
9.651078e-01	2.633882e+02	9.820838e+01	7.473230e+02	3.981329e-01
1.045629e+00	2.716338e+02	7.626920e+02	5.553801e+02	2.478667e-01
9.651078e-01	2.633882e+02	8.744646e+02	5.553801e+02	2.478667e-01
9.651078e-01	2.633882e+02	7.626920e+02	1.046737e+03	2.478667e-01
9.651078e-01	2.633882e+02	7.626920e+02	5.553801e+02	6.778267e-02
9.651078e-01	2.633882e+02	7.626920e+02	1.046737e+03	6.778267e-02
9.651078e-01	2.633882e+02	8.744646e+02	5.553801e+02	6.778267e-02
9.651078e-01	2.633882e+02	8.744646e+02	1.046737e+03	2.478667e-01
9.651078e-01	2.633882e+02	8.744646e+02	1.046737e+03	6.778267e-02
9.651078e-01	2.633882e+02	7.995189e+02	1.309663e+03	3.995386e-01
9.651078e-01	2.633882e+02	4.847046e+02	1.309663e+03	3.995386e-01
1.113213e+00	2.783134e+02	7.995189e+02	7.802615e+02	3.995386e-01
9.651078e-01	2.633882e+02	7.995189e+02	1.309663e+03	3.213292e-01
9.651078e-01	2.633882e+02	7.995189e+02	7.802615e+02	3.213292e-01
9.651078e-01	2.633882e+02	4.847046e+02	1.309663e+03	3.213292e-01
9.651078e-01	2.633882e+02	4.847046e+02	7.802615e+02	3.995386e-01
9.651078e-01	2.633882e+02	4.847046e+02	7.802615e+02	3.213292e-01
9.651078e-01	2.633882e+02	4.332410e+02	5.092781e+02	1.607204e-01
9.651078e-01	2.633882e+02	7.377865e+02	5.092781e+02	1.607204e-01
9.651078e-01	2.633882e+02	4.332410e+02	1.449605e+03	1.607204e-01
9.651078e-01	2.633882e+02	4.332410e+02	5.092781e+02	2.016830e-01
9.651078e-01	2.633882e+02	4.332410e+02	1.449605e+03	2.016830e-01
9.651078e-01	2.633882e+02	7.377865e+02	5.092781e+02	2.016830e-01
9.651078e-01	2.633882e+02	7.377865e+02	1.449605e+03	1.607204e-01
9.651078e-01	2.633882e+02	7.377865e+02	1.449605e+03	2.016830e-01
9.651078e-01	2.633882e+02	1.787556e+02	1.120225e+03	3.454878e-01
9.651078e-01	2.633882e+02	1.778818e+02	1.120225e+03	3.454878e-01
9.651078e-01	2.633882e+02	1.787556e+02	1.216132e+03	3.454878e-01
9.651078e-01	2.633882e+02	1.787556e+02	1.120225e+03	5.309349e-02
9.651078e-01	2.633882e+02	1.787556e+02	1.216132e+03	5.309349e-02
9.651078e-01	2.633882e+02	1.778818e+02	1.120225e+03	5.309349e-02
9.651078e-01	2.633882e+02	1.778818e+02	1.216132e+03	3.454878e-01
9.651078e-01	2.633882e+02	1.778818e+02	1.216132e+03	5.309349e-02
9.651078e-01	2.633882e+02	5.626728e+02	8.276529e+02	1.910398e-01
9.651078e-01	2.633882e+02	9.158263e+02	8.276529e+02	1.910398e-01
9.651078e-01	2.633882e+02	5.626728e+02	5.154119e+02	1.910398e-01
9.651078e-01	2.633882e+02	5.626728e+02	8.276529e+02	4.118057e-01
9.651078e-01	2.633882e+02	5.626728e+02	5.154119e+02	4.118057e-01
9.651078e-01	2.633882e+02	9.158263e+02	8.276529e+02	4.118057e-01
9.651078e-01	2.633882e+02	9.158263e+02	5.154119e+02	1.910398e-01
9.651078e-01	2.633882e+02	9.158263e+02	5.154119e+02	4.118057e-01
9.651078e-01	2.633882e+02	6.611200e+02	1.158199e+03	9.052511e-02
9.651078e-01	2.633882e+02	7.883935e+02	1.158199e+03	9.052511e-02
9.651078e-01	2.633882e+02	6.611200e+02	6.678743e+02	9.052511e-02
9.651078e-01	2.633882e+02	6.611200e+02	1.158199e+03	3.606062e-01
1.045629e+00	2.716338e+02	6.611200e+02	6.678743e+02	3.606062e-01
1.045629e+00	2.716338e+02	7.883935e+02	1.158199e+03	3.606062e-01
1.027345e+00	2.697810e+02	7.883935e+02	6.678743e+02	9.052511e-02
9.651078e-01	2.633882e+02	7.883935e+02	6.678743e+02	3.606062e-01
9.410898e-01	2.610105e+02	4.507304e+01	8.959025e+02	4.703921e-01
9.651078e-01	2.633882e+02	5.947310e+01	8.959025e+02	4.703921e-01
9.410898e-01	2.610105e+02	4.507304e+01	1.118647e+03	4.703921e-01
9.410898e-01	2.610105e+02	4.507304e+01	8.959025e+02	2.690815e-01
9.410898e-01	2.610105e+02	4.507304e+01	1.118647e+03	2.690815e-01
9.651078e-01	2.633882e+02	5.947310e+01	8.959025e+02	2.690815e-01
9.651078e-01	2.633882e+02	5.947310e+01	1.118647e+03	4.703921e-01
9.651078e-01	2.633882e+02	5.947310e+01	1.118647e+03	2.690815e-01
9.651078e-01	2.633882e+02	2.820600e+02	1.476544e+03	2.641054e-01
9.651078e-01	2.633882e+02	6.230308e+02	1.476544e+03	2.641054e-01
9.651078e-01	2.633882e+02	2.820600e+02	1.351846e+03	2.641054e-01
9.651078e-01	2.633882e+02	2.820600e+02	1.476544e+03	1.258805e-01
9.651078e-01	2.633882e+02	2.820600e+02	1.351846e+03	1.258805e-01
9.651078e-01	2.633882e+02	6.230308e+02	1.476544e+03	1.258805e-01
9.651078e-01	2.633882e+02	6.230308e+02	1.351846e+03	2.641054e-01
9.651078e-01	2.633882e+02	6.230308e+02	1.351846e+03	1.258805e-01
9.651078e-01	2.633882e+02	9.157082e+02	7.064341e+02	2.783557e-01
9.651078e-01	2.633882e+02	3.458027e+02	7.064341e+02	2.783557e-01
9.651078e-01	2.633882e+02	9.157082e+02	9.324485e+02	2.783557e-01
9.651078e-01	2.633882e+02	9.157082e+02	7.064341e+02	4.564643e-01
9.651078e-01	2.633882e+02	9.157082e+02	9.324485e+02	4.564643e-01
9.651078e-01	2.633882e+02	3.458027e+02	7.064341e+02	4.564643e-01
9.651078e-01	2.633882e+02	3.458027e+02	9.324485e+02	2.783557e-01
9.651078e-01	2.633882e+02	3.458027e+02	9.324485e+02	4.564643e-01
9.651078e-01	2.633882e+02	9.780108e+02	1.006243e+03	2.424899e-01
9.651078e-01	2.633882e+02	7.624977e+01	1.006243e+03	2.424899e-01
9.651078e-01	2.633882e+02	9.780108e+02	1.407620e+03	2.424899e-01
9.651078e-01	2.633882e+02	9.780108e+02	1.006243e+03	4.430836e-01
9.651078e-01	2.633882e+02	9.780108e+02	1.407620e+03	4.430836e-01
9.651078e-01	2.633882e+02	7.624977e+01	1.006243e+03	4.430836e-01
9.651078e-01	2.633882e+02	7.624977e+01	1.407620e+03	2.424899e-01
9.651078e-01	2.633882e+02	7.624977e+01	1.407620e+03	4.430836e-01
9.651078e-01	2.633882e+02	3.453640e+02	7.997895e+02	3.130450e-01
9.651078e-01	2.633882e+02	8.300829e+02	7.997895e+02	3.130450e-01
9.651078e-01	2.633882e+02	3.453640e+02	8.632757e+02	3.130450e-01
1.045629e+00	2.716338e+02	3.453640e+02	7.997895e+02	8.438510e-02
9.651078e-01	2.633882e+02	3.453640e+02	8.632757e+02	8.438510e-02
9.651078e-01	2.633882e+02	8.300829e+02	7.997895e+02	8.438510e-02
9.651078e-01	2.633882e+02	8.300829e+02	8.632757e+02	3.130450e-01
9.651078e-01	2.633882e+02	8.300829e+02	8.632757e+02	8.438510e-02
9.651078e-01	2.633882e+02	1.080770e+02	1.312868e+03	5.572588e-02
9.651078e-01	2.633882e+02	2.738125e+02	1.312868e+03	5.572588e-02
9.651078e-01	2.633882e+02	1.080770e+02	5.964754e+02	5.572588e-02
1.061114e+00	2.732989e+02	1.080770e+02	1.312868e+03	1.695818e-01
9.651078e-01	2.633882e+02	1.080770e+02	5.964754e+02	1.695818e-01
9.279212e-01	2.600719e+02	2.738125e+02	1.312868e+03	1.695818e-01
1.045629e+00	2.716338e+02	2.738125e+02	5.964754e+02	5.572588e-02
9.279212e-01	2.600719e+02	2.738125e+02	5.964754e+02	1.695818e-01
9.651078e-01	2.633882e+02	7.232350e+02	6.142275e+02	4.918979e-01
9.651078e-01	2.633882e+02	5.115570e+02	6.142275e+02	4.918979e-01
9.651078e-01	2.633882e+02	7.232350e+02	1.172195e+03	4.918979e-01
1.030352e+00	2.709117e+02	7.232350e+02	6.142275e+02	2.892143e-01
9.651078e-01	2.633882e+02	7.232350e+02	1.172195e+03	2.892143e-01
9.651078e-01	2.633882e+02	5.115570e+02	6.142275e+02	2.892143e-01
9.651078e-01	2.633882e+02	5.115570e+02	1.172195e+03	4.918979e-01
9.651078e-01	2.633882e+02	5.115570e+02	1.172195e+03	2.892143e-01
1.045629e+00	2.716338e+02	6.247277e+02	1.400891e+03	3.810560e-01
9.651078e-01	2.633882e+02	6.311835e+02	1.400891e+03	3.810560e-01
9.651078e-01	2.633882e+02	6.247277e+02	1.020008e+03	3.810560e-01
9.651078e-01	2.633882e+02	6.247277e+02	1.400891e+03	4.814782e-01
9.651078e-01	2.633882e+02	6.247277e+02	1.020008e+03	4.814782e-01
9.651078e-01	2.633882e+02	6.311835e+02	1.400891e+03	4.814782e-01
9.651078e-01	2.633882e+02	6.311835e+02	1.020008e+03	3.810560e-01
9.651078e-01	2.633882e+02	6.311835e+02	1.020008e+03	4.814782e-01
9.651078e-01	2.633882e+02	2.418195e+02	6.700260e+02	1.703031e-01
9.651078e-01	2.633882e+02	4.000246e+02	6.700260e+02	1.703031e-01
9.651078e-01	2.633882e+02	2.418195e+02	6.942345e+02	1.703031e-01
9.651078e-01	2.633882e+02	2.418195e+02	6.700260e+02	1.509082e-01
9.651078e-01	2.633882e+02	2.418195e+02	6.942345e+02	1.509082e-01
9.651078e-01	2.633882e+02	4.000246e+02	6.700260e+02	1.509082e-01
9.651078e-01	2.633882e+02	4.000246e+02	6.942345e+02	1.703031e-01
9.651078e-01	2.633882e+02	4.000246e+02	6.942345e+02	1.509082e-01
9.651078e-01	2.633882e+02	4.964850e+02	1.215360e+03	4.201654e-01
9.651078e-01	2.633882e+02	9.682552e+02	1.215360e+03	4.201654e-01
9.651078e-01	2.633882e+02	4.964850e+02	9.607604e+02	4.201654e-01
9.651078e-01	2.633882e+02	4.964850e+02	1.215360e+03	2.450020e-01
9.651078e-01	2.633882e+02	4.964850e+02	9.607604e+02	2.450020e-01
9.651078e-01	2.633882e+02	9.682552e+02	1.215360e+03	2.450020e-01
9.651078e-01	2.633882e+02	9.682552e+02	9.607604e+02	4.201654e-01
9.651078e-01	2.633882e+02	9.682552e+02	9.607604e+02	2.450020e-01
9.651078e-01	2.633882e+02	8.618816e+02	9.766818e+02	1.250422e-01
9.651078e-01	2.633882e+02	1.917398e+02	9.766818e+02	1.250422e-01
9.651078e-01	2.633882e+02	8.618816e+02	1.255158e+03	1.250422e-01
9.651078e-01	2.633882e+02	8.618816e+02	9.766818e+02	3.365129e-01
1.118117e+00	2.788385e+02	8.618816e+02	1.255158e+03	3.365129e-01
9.651078e-01	2.633882e+02	1.917398e+02	9.766818e+02	3.365129e-01
9.651078e-01	2.633882e+02	1.917398e+02	1.255158e+03	1.250422e-01
9.651078e-01	2.633882e+02	1.917398e+02	1.255158e+03	3.365129e-01
9.651078e-01	2.633882e+02	8.719357e+02	1.057781e+03	4.368635e-01
9.651078e-01	2.633882e+02	8.397347e+02	1.057781e+03	4.368635e-01
1.045629e+00	2.716338e+02	8.719357e+02	1.231255e+03	4.368635e-01
9.651078e-01	2.633882e+02	8.719357e+02	1.057781e+03	4.487284e-01
9.651078e-01	2.633882e+02	8.719357e+02	1.231255e+03	4.487284e-01
9.651078e-01	2.633882e+02	8.397347e+02	1.057781e+03	4.487284e-01
9.651078e-01	2.633882e+02	8.397347e+02	1.231255e+03	4.368635e-01
9.651078e-01	2.633882e+02	8.397347e+02	1.231255e+03	4.487284e-01
9.651078e-01	2.633882e+02	4.899731e+02	7.653298e+02	1.136176e-01
9.651078e-01	2.633882e+02	7.057134e+01	7.653298e+02	1.136176e-01
9.651078e-01	2.633882e+02	4.899731e+02	5.608691e+02	1.136176e-01
9.651078e-01	2.633882e+02	4.899731e+02	7.653298e+02	1.322071e-01
9.651078e-01	2.633882e+02	4.899731e+02	5.608691e+02	1.322071e-01
9.651078e-01	2.633882e+02	7.057134e+01	7.653298e+02	1.322071e-01
9.651078e-01	2.633882e+02	7.057134e+01	5.608691e+02	1.136176e-01
9.651078e-01	2.633882e+02	7.057134e+01	5.608691e+02	1.322071e-01
9.651078e-01	2.633882e+02	2.430037e+02	1.372249e+03	3.643578e-01
9.651078e-01	2.633882e+02	5.016913e+02	1.372249e+03	3.643578e-01
9.651078e-01	2.633882e+02	2.430037e+02	7.962667e+02	3.643578e-01
9.651078e-01	2.633882e+02	2.430037e+02	1.372249e+03	2.632219e-01
9.651078e-01	2.633882e+02	2.430037e+02	7.962667e+02	2.632219e-01
9.651078e-01	2.633882e+02	5.016913e+02	1.372249e+03	2.632219e-01
9.651078e-01	2.633882e+02	5.016913e+02	7.962667e+02	3.643578e-01
9.651078e-01	2.633882e+02	5.016913e+02	7.962667e+02	2.632219e-01
9.651078e-01	2.633882e+02	6.112362e+02	5.719860e+02	1.817279e-01
9.651078e-01	2.633882e+02	2.798278e+02	5.719860e+02	1.817279e-01
9.651078e-01	2.633882e+02	6.112362e+02	1.498020e+03	1.817279e-01
9.651078e-01	2.633882e+02	6.112362e+02	5.719860e+02	3.688090e-01
9.651078e-01	2.633882e+02	6.112362e+02	1.498020e+03	3.688090e-01
9.651078e-01	2.633882e+02	2.798278e+02	5.719860e+02	3.688090e-01
9.651078e-01	2.633882e+02	2.798278e+02	1.498020e+03	1.817279e-01
9.651078e-01	2.633882e+02	2.798278e+02	1.498020e+03	3.688090e-01
9.651078e-01	2.633882e+02	7.293696e+02	1.413870e+03	7.418217e-02
1.045629e+00	2.716338e+02	3.945858e+02	1.413870e+03	7.418217e-02
9.651078e-01	2.633882e+02	7.293696e+02	1.337731e+03	7.418217e-02
9.651078e-01	2.633882e+02	7.293696e+02	1.413870e+03	4.019841e-01
9.651078e-01	2.633882e+02	7.293696e+02	1.337731e+03	4.019841e-01
9.651078e-01	2.633882e+02	3.945858e+02	1.413870e+03	4.019841e-01
1.327006e+00	2.992167e+02	3.945858e+02	1.337731e+03	7.418217e-02
9.651078e-01	2.633882e+02	3.945858e+02	1.337731e+03	4.019841e-01
9.651078e-01	2.633882e+02	9.766851e+01	6.438824e+02	4.822307e-01
9.651078e-01	2.633882e+02	6.405947e+02	6.438824e+02	4.822307e-01
9.651078e-01	2.633882e+02	9.766851e+01	8.860458e+02	4.822307e-01
9.651078e-01	2.633882e+02	9.766851e+01	6.438824e+02	5.733435e-02
9.651078e-01	2.633882e+02	9.766851e+01	8.860458e+02	5.733435e-02
9.651078e-01	2.633882e+02	6.405947e+02	6.438824e+02	5.733435e-02
9.651078e-01	2.633882e+02	6.405947e+02	8.860458e+02	4.822307e-01
9.651078e-01	2.633882e+02	6.405947e+02	8.860458e+02	5.733435e-02
9.651078e-01	2.633882e+02	3.582343e+02	1.220496e+03	2.240333e-01
9.651078e-01	2.633882e+02	1.980023e+02	1.220496e+03	2.240333e-01
1.160104e+00	2.829156e+02	3.582343e+02	6.508615e+02	2.240333e-01
9.651078e-01	2.633882e+02	3.582343e+02	1.220496e+03	1.970301e-01
9.651078e-01	2.633882e+02	3.582343e+02	6.508615e+02	1.970301e-01
1.045629e+00	2.716338e+02	1.980023e+02	1.220496e+03	1.970301e-01
9.651078e-01	2.633882e+02	1.980023e+02	6.508615e+02	2.240333e-01
9.651078e-01	2.633882e+02	1.980023e+02	6.508615e+02	1.970301e-01
9.651078e-01	2.633882e+02	9.762283e+02	9.583203e+02	3.227124e-01
9.651078e-01	2.633882e+02	9.581413e+02	9.583203e+02	3.227124e-01
9.651078e-01	2.633882e+02	9.762283e+02	1.071178e+03	3.227124e-01
9.651078e-01	2.633882e+02	9.762283e+02	9.583203e+02	3.307388e-01
9.651078e-01	2.633882e+02	9.762283e+02	1.071178e+03	3.307388e-01
9.651078e-01	2.633882e+02	9.581413e+02	9.583203e+02	3.307388e-01
9.651078e-01	2.633882e+02	9.581413e+02	1.071178e+03	3.227124e-01
9.651078e-01	2.633882e+02	9.581413e+02	1.071178e+03	3.307388e-01
9.651078e-01	2.633882e+02	9.134721e+02	1.250331e+03	2.597114e-01
9.651078e-01	2.633882e+02	7.437427e+02	1.250331e+03	2.597114e-01
9.651078e-01	2.633882e+02	9.134721e+02	5.813832e+02	2.597114e-01
9.651078e-01	2.633882e+02	9.134721e+02	1.250331e+03	3.436704e-01
9.651078e-01	2.633882e+02	9.134721e+02	5.813832e+02	3.436704e-01
9.651078e-01	2.633882e+02	7.437427e+02	1.250331e+03	3.436704e-01
9.651078e-01	2.633882e+02	7.437427e+02	5.813832e+02	2.597114e-01
9.651078e-01	2.633882e+02	7.437427e+02	5.813832e+02	3.436704e-01
9.651078e-01	2.633882e+02	2.963594e+02	5.515692e+02	3.020856e-01
9.651078e-01	2.633882e+02	4.747798e+02	5.515692e+02	3.020856e-01
9.651078e-01	2.633882e+02	2.963594e+02	1.126769e+03	3.020856e-01
9.651078e-01	2.633882e+02	2.963594e+02	5.515692e+02	2.380970e-01
9.651078e-01	2.633882e+02	2.963594e+02	1.126769e+03	2.380970e-01
9.651078e-01	2.633882e+02	4.747798e+02	5.515692e+02	2.380970e-01
9.651078e-01	2.633882e+02	4.747798e+02	1.126769e+03	3.020856e-01
9.651078e-01	2.633882e+02	4.747798e+02	1.126769e+03	2.380970e-01
9.410898e-01	2.610105e+02	3.610129e+01	1.068676e+03	9.491889e-02
9.651078e-01	2.633882e+02	9.100849e+02	1.068676e+03	9.491889e-02
1.164634e+00	2.834154e+02	3.610129e+01	1.391584e+03	9.491889e-02
9.410898e-01	2.610105e+02	3.610129e+01	1.068676e+03	1.564125e-01
9.410898e-01	2.610105e+02	3.610129e+01	1.391584e+03	1.564125e-01
1.045629e+00	2.716338e+02	9.100849e+02	1.068676e+03	1.564125e-01
9.651078e-01	2.633882e+02	9.100849e+02	1.391584e+03	9.491889e-02
9.651078e-01	2.633882e+02	9.100849e+02	1.391584e+03	1.564125e-01
9.651078e-01	2.633882e+02	6.667935e+02	8.621011e+02	4.466624e-01
9.651078e-01	2.633882e+02	1.874707e+02	8.621011e+02	4.466624e-01
9.651078e-01	2.633882e+02	6.667935e+02	8.148302e+02	4.466624e-01
9.651078e-01	2.633882e+02	6.667935e+02	8.621011e+02	4.729201e-01
9.651078e-01	2.633882e+02	6.667935e+02	8.148302e+02	4.729201e-01
9.651078e-01	2.633882e+02	1.874707e+02	8.621011e+02	4.729201e-01
9.651078e-01	2.633882e+02	1.874707e+02	8.148302e+02	4.466624e-01
9.651078e-01	2.633882e+02	1.874707e+02	8.148302e+02	4.729201e-01
9.651078e-01	2.633882e+02	5.487202e+02	1.153021e+03	3.428521e-01
9.651078e-01	2.633882e+02	4.930016e+01	1.153021e+03	3.428521e-01
9.651078e-01	2.633882e+02	5.487202e+02	9.749060e+02	3.428521e-01
9.651078e-01	2.633882e+02	5.487202e+02	1.153021e+03	2.995594e-01
9.651078e-01	2.633882e+02	5.487202e+02	9.749060e+02	2.995594e-01
9.651078e-01	2.633882e+02	4.930016e+01	1.153021e+03	2.995594e-01
9.651078e-01	2.633882e+02	4.930016e+01	9.749060e+02	3.428521e-01
9.651078e-01	2.633882e+02	4.930016e+01	9.749060e+02	2.995594e-01
9.651078e-01	2.633882e+02	1.813765e+02	9.142221e+02	2.165271e-01
9.651078e-01	2.633882e+02	7.945969e+02	9.142221e+02	2.165271e-01
9.651078e-01	2.633882e+02	1.813765e+02	1.301591e+03	2.165271e-01
9.651078e-01	2.633882e+02	1.813765e+02	9.142221e+02	1.658644e-01
9.651078e-01	2.633882e+02	1.813765e+02	1.301591e+03	1.658644e-01
9.651078e-01	2.633882e+02	7.945969e+02	9.142221e+02	1.658644e-01
9.651078e-01	2.633882e+02	7.945969e+02	1.301591e+03	2.165271e-01
9.651078e-01	2.633882e+02	7.945969e+02	1.301591e+03	1.658644e-01
9.651078e-01	2.633882e+02	4.281582e+02	1.463584e+03	4.021741e-01
9.651078e-01	2.633882e+02	3.551511e+02	1.463584e+03	4.021741e-01
9.651078e-01	2.633882e+02	4.281582e+02	1.036990e+03	4.021741e-01
9.651078e-01	2.633882e+02	4.281582e+02	1.463584e+03	8.933835e-02
9.651078e-01	2.633882e+02	4.281582e+02	1.036990e+03	8.933835e-02
9.651078e-01	2.633882e+02	3.551511e+02	1.463584e+03	8.933835e-02
9.651078e-01	2.633882e+02	3.551511e+02	1.036990e+03	4.021741e-01
9.651078e-01	2.633882e+02	3.551511e+02	1.036990e+03	8.933835e-02
1.061114e+00	2.732989e+02	8.091195e+02	7.325967e+02	1.352332e-01
9.651078e-01	2.633882e+02	6.175291e+02	7.325967e+02	1.352332e-01
9.651078e-01	2.633882e+02	8.091195e+02	7.416734e+02	1.352332e-01
9.651078e-01	2.633882e+02	8.091195e+02	7.325967e+02	4.339744e-01
9.651078e-01	2.633882e+02	8.091195e+02	7.416734e+02	4.339744e-01
9.651078e-01	2.633882e+02	6.175291e+02	7.325967e+02	4.339744e-01
9.651078e-01	2.633882e+02	6.175291e+02	7.416734e+02	1.352332e-01
9.651078e-01	2.633882e+02	6.175291e+02	7.416734e+02	4.339744e-01
9.651078e-01	2.633882e+02	7.522893e+02	1.479981e+03	2.859153e-01
9.651078e-01	2.633882e+02	2.267594e+02	1.479981e+03	2.859153e-01
9.651078e-01	2.633882e+02	7.522893e+02	1.443719e+03	2.859153e-01
1.178923e+00	2.856867e+02	7.522893e+02	1.479981e+03	1.804538e-01
9.651078e-01	2.633882e+02	7.522893e+02	1.443719e+03	1.804538e-01
9.651078e-01	2.633882e+02	2.267594e+02	1.479981e+03	1.804538e-01
9.651078e-01	2.633882e+02	2.267594e+02	1.443719e+03	2.859153e-01
9.651078e-01	2.633882e+02	2.267594e+02	1.443719e+03	1.804538e-01
9.651078e-01	2.633882e+02	3.869420e+02	7.178666e+02	2.715961e-01
9.651078e-01	2.633882e+02	9.957246e+02	7.178666e+02	2.715961e-01
9.651078e-01	2.633882e+02	3.869420e+02	7.702936e+02	2.715961e-01
9.651078e-01	2.633882e+02	3.869420e+02	7.178666e+02	2.858213e-01
9.651078e-01	2.633882e+02	3.869420e+02	7.702936e+02	2.858213e-01
9.651078e-01	2.633882e+02	9.957246e+02	7.178666e+02	2.858213e-01
9.651078e-01	2.633882e+02	9.957246e+02	7.702936e+02	2.715961e-01
9.651078e-01	2.633882e+02	9.957246e+02	7.702936e+02	2.858213e-01
9.651078e-01	2.633882e+02	1.323510e+02	1.169449e+03	4.594953e-01
1.045629e+00	2.716338e+02	4.360254e+02	1.169449e+03	4.594953e-01
9.651078e-01	2.633882e+02	1.323510e+02	5.058103e+02	4.594953e-01
9.651078e-01	2.633882e+02	1.323510e+02	1.169449e+03	4.185852e-01
9.651078e-01	2.633882e+02	1.323510e+02	5.058103e+02	4.185852e-01
1.045629e+00	2.716338e+02	4.360254e+02	1.169449e+03	4.185852e-01
9.651078e-01	2.633882e+02	4.360254e+02	5.058103e+02	4.594953e-01
9.651078e-01	2.633882e+02	4.360254e+02	5.058103e+02	4.185852e-01
9.651078e-01	2.633882e+02	5.153086e+02	8.995224e+02	7.956005e-02
9.651078e-01	2.633882e+02	6.576908e+02	8.995224e+02	7.956005e-02
9.651078e-01	2.633882e+02	5.153086e+02	1.210368e+03	7.956005e-02
9.651078e-01	2.633882e+02	5.153086e+02	8.995224e+02	1.022838e-01
9.651078e-01	2.633882e+02	5.153086e+02	1.210368e+03	1.022838e-01
1.045629e+00	2.716338e+02	6.576908e+02	8.995224e+02	1.022838e-01
9.651078e-01	2.633882e+02	6.576908e+02	1.210368e+03	7.956005e-02
9.651078e-01	2.633882e+02	6.576908e+02	1.210368e+03	1.022838e-01
9.651078e-01	2.633882e+02	6.450882e+02	1.116605e+03	2.044777e-01
9.651078e-01	2.633882e+02	5.470785e+02	1.116605e+03	2.044777e-01
9.651078e-01	2.633882e+02	6.450882e+02	1.112571e+03	2.044777e-01
1.045629e+00	2.716338e+02	6.450882e+02	1.116605e+03	2.202801e-01
9.651078e-01	2.633882e+02	6.450882e+02	1.112571e+03	2.202801e-01
1.298167e+00	2.965842e+02	5.470785e+02	1.116605e+03	2.202801e-01
9.651078e-01	2.633882e+02	5.470785e+02	1.112571e+03	2.044777e-01
9.651078e-01	2.633882e+02	5.470785e+02	1.112571e+03	2.202801e-01
9.410898e-01	2.610105e+02	3.000238e+01	8.164030e+02	3.589672e-01
9.651078e-01	2.633882e+02	3.007800e+02	8.164030e+02	3.589672e-01
9.410898e-01	2.610105e+02	3.000238e+01	6.580667e+02	3.589672e-01
