growth_rate	epi_size	cell_definitions/cell_definition/phenotype/secretion/substrate/secretion_rate_epi_inter___div_inhib	microenvironment_setup/variable/physical_parameter_set/diffusion_coefficient___div_inhib	microenvironment_setup/variable/physical_parameter_set/decay_rate___div_inhib	[_'_c_e_l_l___r_u_l_e_'_,_ _1_,_ _5_]
1.235664e+00	2.904238e+02	6.326402e+02	6.841510e+02	1.250175e-01	9.911373e-01
1.235664e+00	2.904238e+02	6.326402e+02	7.702661e+02	1.783641e-01	9.911373e-01
1.235664e+00	2.904238e+02	9.060994e+02	6.841510e+02	1.783641e-01	9.911373e-01
1.235664e+00	2.904238e+02	9.060994e+02	7.702661e+02	1.250175e-01	9.911373e-01
1.106278e+00	2.776147e+02	9.060994e+02	7.702661e+02	1.783641e-01	1.086923e+00
1.235664e+00	2.904238e+02	9.060994e+02	7.702661e+02	1.783641e-01	9.911373e-01
1.170704e+00	2.839928e+02	6.049737e+02	1.130367e+03	2.581566e-01	1.689011e+00
1.170704e+00	2.839928e+02	7.648973e+02	1.130367e+03	2.581566e-01	1.689011e+00
1.170704e+00	2.839928e+02	6.049737e+02	6.902163e+02	2.581566e-01	1.689011e+00
1.170704e+00	2.839928e+02	6.049737e+02	1.130367e+03	4.753126e-01	1.689011e+00
1.314716e+00	2.982500e+02	6.049737e+02	1.130367e+03	2.581566e-01	3.263825e+00
1.314716e+00	2.982500e+02	6.049737e+02	6.902163e+02	4.753126e-01	3.263825e+00
1.314716e+00	2.982500e+02	7.648973e+02	1.130367e+03	4.753126e-01	3.263825e+00
1.314716e+00	2.982500e+02	7.648973e+02	6.902163e+02	2.581566e-01	3.263825e+00
1.170704e+00	2.839928e+02	7.648973e+02	6.902163e+02	4.753126e-01	1.689011e+00
1.314716e+00	2.982500e+02	7.648973e+02	6.902163e+02	4.753126e-01	3.263825e+00
1.314716e+00	2.982500e+02	7.628917e+01	5.850793e+02	3.154073e-01	3.864564e+00
1.314716e+00	2.982500e+02	6.870299e+01	5.850793e+02	3.154073e-01	3.864564e+00
1.314716e+00	2.982500e+02	7.628917e+01	1.003770e+03	3.154073e-01	3.864564e+00
1.314716e+00	2.982500e+02	7.628917e+01	5.850793e+02	2.577254e-01	3.864564e+00
3.002672e-01	1.976989e+02	7.628917e+01	5.850793e+02	3.154073e-01	3.353664e-01
3.002672e-01	1.976989e+02	7.628917e+01	1.003770e+03	2.577254e-01	3.353664e-01
3.002672e-01	1.976989e+02	6.870299e+01	5.850793e+02	2.577254e-01	3.353664e-01
3.002672e-01	1.976989e+02	6.870299e+01	1.003770e+03	3.154073e-01	3.353664e-01
1.314716e+00	2.982500e+02	6.870299e+01	1.003770e+03	2.577254e-01	3.864564e+00
3.002672e-01	1.976989e+02	6.870299e+01	1.003770e+03	2.577254e-01	3.353664e-01
1.044170e+00	2.714660e+02	3.695567e+02	1.403744e+03	7.357874e-02	7.771279e-01
1.044170e+00	2.714660e+02	2.524204e+02	1.403744e+03	7.357874e-02	7.771279e-01
1.044170e+00	2.714660e+02	3.695567e+02	1.370432e+03	7.357874e-02	7.771279e-01
1.044170e+00	2.714660e+02	3.695567e+02	1.403744e+03	2.779077e-01	7.771279e-01
1.170704e+00	2.839928e+02	3.695567e+02	1.403744e+03	7.357874e-02	1.647838e+00
1.170704e+00	2.839928e+02	3.695567e+02	1.370432e+03	2.779077e-01	1.647838e+00
1.170704e+00	2.839928e+02	2.524204e+02	1.403744e+03	2.779077e-01	1.647838e+00
1.170704e+00	2.839928e+02	2.524204e+02	1.370432e+03	7.357874e-02	1.647838e+00
1.044170e+00	2.714660e+02	2.524204e+02	1.370432e+03	2.779077e-01	7.771279e-01
1.170704e+00	2.839928e+02	2.524204e+02	1.370432e+03	2.779077e-01	1.647838e+00
1.314716e+00	2.982500e+02	8.438965e+02	8.272065e+02	4.683481e-01	2.718951e+00
1.314716e+00	2.982500e+02	5.744633e+02	8.272065e+02	4.683481e-01	2.718951e+00
1.314716e+00	2.982500e+02	8.438965e+02	9.319103e+02	4.683481e-01	2.718951e+00
1.314716e+00	2.982500e+02	8.438965e+02	8.272065e+02	6.142511e-02	2.718951e+00
1.314716e+00	2.982500e+02	8.438965e+02	8.272065e+02	4.683481e-01	2.709409e+00
1.314716e+00	2.982500e+02	8.438965e+02	9.319103e+02	6.142511e-02	2.709409e+00
1.314716e+00	2.982500e+02	5.744633e+02	8.272065e+02	6.142511e-02	2.709409e+00
1.314716e+00	2.982500e+02	5.744633e+02	9.319103e+02	4.683481e-01	2.709409e+00
1.314716e+00	2.982500e+02	5.744633e+02	9.319103e+02	6.142511e-02	2.718951e+00
1.314716e+00	2.982500e+02	5.744633e+02	9.319103e+02	6.142511e-02	2.709409e+00
1.314716e+00	2.982500e+02	8.260469e+02	1.181222e+03	2.966509e-01	3.174024e+00
1.314716e+00	2.982500e+02	4.686780e+00	1.181222e+03	2.966509e-01	3.174024e+00
1.314716e+00	2.982500e+02	8.260469e+02	7.627030e+02	2.966509e-01	3.174024e+00
1.314716e+00	2.982500e+02	8.260469e+02	1.181222e+03	3.036560e-01	3.174024e+00
1.314716e+00	2.982500e+02	8.260469e+02	1.181222e+03	2.966509e-01	2.022852e+00
1.314716e+00	2.982500e+02	8.260469e+02	7.627030e+02	3.036560e-01	2.022852e+00
1.314716e+00	2.982500e+02	4.686780e+00	1.181222e+03	3.036560e-01	2.022852e+00
1.314716e+00	2.982500e+02	4.686780e+00	7.627030e+02	2.966509e-01	2.022852e+00
1.314716e+00	2.982500e+02	4.686780e+00	7.627030e+02	3.036560e-01	3.174024e+00
1.314716e+00	2.982500e+02	4.686780e+00	7.627030e+02	3.036560e-01	2.022852e+00
1.197135e+00	2.866095e+02	3.556685e+02	6.054225e+02	2.412074e-01	1.381069e+00
1.197135e+00	2.866095e+02	8.220826e+02	6.054225e+02	2.412074e-01	1.381069e+00
1.197135e+00	2.866095e+02	3.556685e+02	1.449303e+03	2.412074e-01	1.381069e+00
1.197135e+00	2.866095e+02	3.556685e+02	6.054225e+02	9.145810e-02	1.381069e+00
1.106278e+00	2.776147e+02	3.556685e+02	6.054225e+02	2.412074e-01	1.085512e+00
1.106278e+00	2.776147e+02	3.556685e+02	1.449303e+03	9.145810e-02	1.085512e+00
1.106278e+00	2.776147e+02	8.220826e+02	6.054225e+02	9.145810e-02	1.085512e+00
1.106278e+00	2.776147e+02	8.220826e+02	1.449303e+03	2.412074e-01	1.085512e+00
1.197135e+00	2.866095e+02	8.220826e+02	1.449303e+03	9.145810e-02	1.381069e+00
1.106278e+00	2.776147e+02	8.220826e+02	1.449303e+03	9.145810e-02	1.085512e+00
1.314716e+00	2.982500e+02	9.404924e+01	1.407723e+03	4.847548e-01	2.277788e+00
1.314716e+00	2.982500e+02	5.136197e+02	1.407723e+03	4.847548e-01	2.277788e+00
1.314716e+00	2.982500e+02	9.404924e+01	1.176363e+03	4.847548e-01	2.277788e+00
1.314716e+00	2.982500e+02	9.404924e+01	1.407723e+03	4.439595e-01	2.277788e+00
1.045290e+00	2.715769e+02	9.404924e+01	1.407723e+03	4.847548e-01	8.977234e-01
1.045290e+00	2.715769e+02	9.404924e+01	1.176363e+03	4.439595e-01	8.977234e-01
1.045290e+00	2.715769e+02	5.136197e+02	1.407723e+03	4.439595e-01	8.977234e-01
1.045290e+00	2.715769e+02	5.136197e+02	1.176363e+03	4.847548e-01	8.977234e-01
1.314716e+00	2.982500e+02	5.136197e+02	1.176363e+03	4.439595e-01	2.277788e+00
1.045290e+00	2.715769e+02	5.136197e+02	1.176363e+03	4.439595e-01	8.977234e-01
1.147810e-01	1.793544e+02	6.188904e+02	8.631739e+02	9.177893e-02	2.198089e-01
1.147810e-01	1.793544e+02	3.200949e+02	8.631739e+02	9.177893e-02	2.198089e-01
1.147810e-01	1.793544e+02	6.188904e+02	6.147943e+02	9.177893e-02	2.198089e-01
1.147810e-01	1.793544e+02	6.188904e+02	8.631739e+02	2.324148e-01	2.198089e-01
1.314716e+00	2.982500e+02	6.188904e+02	8.631739e+02	9.177893e-02	3.950352e+00
1.314716e+00	2.982500e+02	6.188904e+02	6.147943e+02	2.324148e-01	3.950352e+00
1.314716e+00	2.982500e+02	3.200949e+02	8.631739e+02	2.324148e-01	3.950352e+00
1.314716e+00	2.982500e+02	3.200949e+02	6.147943e+02	9.177893e-02	3.950352e+00
1.147810e-01	1.793544e+02	3.200949e+02	6.147943e+02	2.324148e-01	2.198089e-01
1.314716e+00	2.982500e+02	3.200949e+02	6.147943e+02	2.324148e-01	3.950352e+00
6.763024e-01	2.350471e+02	6.461009e+02	1.322323e+03	1.818517e-01	5.686275e-01
6.763024e-01	2.350471e+02	4.611446e+02	1.322323e+03	1.818517e-01	5.686275e-01
6.763024e-01	2.350471e+02	6.461009e+02	9.096835e+02	1.818517e-01	5.686275e-01
6.763024e-01	2.350471e+02	6.461009e+02	1.322323e+03	4.423548e-01	5.686275e-01
2.251582e-01	1.902817e+02	6.461009e+02	1.322323e+03	1.818517e-01	3.046711e-01
2.251582e-01	1.902817e+02	6.461009e+02	9.096835e+02	4.423548e-01	3.046711e-01
2.251582e-01	1.902817e+02	4.611446e+02	1.322323e+03	4.423548e-01	3.046711e-01
2.251582e-01	1.902817e+02	4.611446e+02	9.096835e+02	1.818517e-01	3.046711e-01
6.763024e-01	2.350471e+02	4.611446e+02	9.096835e+02	4.423548e-01	5.686275e-01
2.251582e-01	1.902817e+02	4.611446e+02	9.096835e+02	4.423548e-01	3.046711e-01
1.314716e+00	2.982500e+02	1.756462e+02	8.988600e+02	3.516157e-01	2.988973e+00
1.314716e+00	2.982500e+02	6.544553e+02	8.988600e+02	3.516157e-01	2.988973e+00
1.314716e+00	2.982500e+02	1.756462e+02	1.346253e+03	3.516157e-01	2.988973e+00
1.314716e+00	2.982500e+02	1.756462e+02	8.988600e+02	2.063097e-01	2.988973e+00
1.314716e+00	2.982500e+02	1.756462e+02	8.988600e+02	3.516157e-01	3.357298e+00
1.314716e+00	2.982500e+02	1.756462e+02	1.346253e+03	2.063097e-01	3.357298e+00
1.314716e+00	2.982500e+02	6.544553e+02	8.988600e+02	2.063097e-01	3.357298e+00
1.314716e+00	2.982500e+02	6.544553e+02	1.346253e+03	3.516157e-01	3.357298e+00
1.314716e+00	2.982500e+02	6.544553e+02	1.346253e+03	2.063097e-01	2.988973e+00
1.314716e+00	2.982500e+02	6.544553e+02	1.346253e+03	2.063097e-01	3.357298e+00
1.314716e+00	2.982500e+02	3.833676e+02	1.080197e+03	1.343797e-01	1.901178e+00
1.314716e+00	2.982500e+02	9.620636e+02	1.080197e+03	1.343797e-01	1.901178e+00
1.314716e+00	2.982500e+02	3.833676e+02	1.025507e+03	1.343797e-01	1.901178e+00
1.314716e+00	2.982500e+02	3.833676e+02	1.080197e+03	3.583246e-01	1.901178e+00
1.314716e+00	2.982500e+02	3.833676e+02	1.080197e+03	1.343797e-01	2.678491e+00
1.314716e+00	2.982500e+02	3.833676e+02	1.025507e+03	3.583246e-01	2.678491e+00
1.314716e+00	2.982500e+02	9.620636e+02	1.080197e+03	3.583246e-01	2.678491e+00
1.314716e+00	2.982500e+02	9.620636e+02	1.025507e+03	1.343797e-01	2.678491e+00
1.314716e+00	2.982500e+02	9.620636e+02	1.025507e+03	3.583246e-01	1.901178e+00
1.314716e+00	2.982500e+02	9.620636e+02	1.025507e+03	3.583246e-01	2.678491e+00
1.314716e+00	2.982500e+02	9.081326e+02	6.254844e+02	4.166623e-01	3.588927e+00
1.314716e+00	2.982500e+02	1.448800e+02	6.254844e+02	4.166623e-01	3.588927e+00
1.314716e+00	2.982500e+02	9.081326e+02	7.139080e+02	4.166623e-01	3.588927e+00
1.314716e+00	2.982500e+02	9.081326e+02	6.254844e+02	1.216280e-01	3.588927e+00
1.371869e+00	3.039081e+02	9.081326e+02	6.254844e+02	4.166623e-01	1.741153e+00
1.371869e+00	3.039081e+02	9.081326e+02	7.139080e+02	1.216280e-01	1.741153e+00
1.371869e+00	3.039081e+02	1.448800e+02	6.254844e+02	1.216280e-01	1.741153e+00
1.371869e+00	3.039081e+02	1.448800e+02	7.139080e+02	4.166623e-01	1.741153e+00
1.314716e+00	2.982500e+02	1.448800e+02	7.139080e+02	1.216280e-01	3.588927e+00
1.371869e+00	3.039081e+02	1.448800e+02	7.139080e+02	1.216280e-01	1.741153e+00
1.314716e+00	2.982500e+02	9.711285e+02	1.457408e+03	1.083419e-01	2.658415e+00
1.314716e+00	2.982500e+02	8.104011e+02	1.457408e+03	1.083419e-01	2.658415e+00
1.314716e+00	2.982500e+02	9.711285e+02	5.169674e+02	1.083419e-01	2.658415e+00
1.314716e+00	2.982500e+02	9.711285e+02	1.457408e+03	4.028363e-01	2.658415e+00
4.552861e-02	1.724984e+02	9.711285e+02	1.457408e+03	1.083419e-01	1.814988e-01
4.552861e-02	1.724984e+02	9.711285e+02	5.169674e+02	4.028363e-01	1.814988e-01
4.552861e-02	1.724984e+02	8.104011e+02	1.457408e+03	4.028363e-01	1.814988e-01
4.552861e-02	1.724984e+02	8.104011e+02	5.169674e+02	1.083419e-01	1.814988e-01
1.314716e+00	2.982500e+02	8.104011e+02	5.169674e+02	4.028363e-01	2.658415e+00
4.552861e-02	1.724984e+02	8.104011e+02	5.169674e+02	4.028363e-01	1.814988e-01
1.030188e+00	2.700818e+02	4.423202e+02	7.558714e+02	3.904051e-01	8.376870e-01
1.030188e+00	2.700818e+02	1.178807e+02	7.558714e+02	3.904051e-01	8.376870e-01
1.030188e+00	2.700818e+02	4.423202e+02	1.203414e+03	3.904051e-01	8.376870e-01
1.030188e+00	2.700818e+02	4.423202e+02	7.558714e+02	1.895338e-01	8.376870e-01
1.314716e+00	2.982500e+02	4.423202e+02	7.558714e+02	3.904051e-01	3.238515e+00
1.314716e+00	2.982500e+02	4.423202e+02	1.203414e+03	1.895338e-01	3.238515e+00
1.314716e+00	2.982500e+02	1.178807e+02	7.558714e+02	1.895338e-01	3.238515e+00
1.314716e+00	2.982500e+02	1.178807e+02	1.203414e+03	3.904051e-01	3.238515e+00
1.030188e+00	2.700818e+02	1.178807e+02	1.203414e+03	1.895338e-01	8.376870e-01
1.314716e+00	2.982500e+02	1.178807e+02	1.203414e+03	1.895338e-01	3.238515e+00
1.314716e+00	2.982500e+02	2.358371e+02	1.199657e+03	2.085486e-01	3.804058e+00
1.314716e+00	2.982500e+02	3.006187e+02	1.199657e+03	2.085486e-01	3.804058e+00
1.314716e+00	2.982500e+02	2.358371e+02	1.414815e+03	2.085486e-01	3.804058e+00
1.314716e+00	2.982500e+02	2.358371e+02	1.199657e+03	3.750466e-01	3.804058e+00
1.314716e+00	2.982500e+02	2.358371e+02	1.199657e+03	2.085486e-01	2.797037e+00
1.314716e+00	2.982500e+02	2.358371e+02	1.414815e+03	3.750466e-01	2.797037e+00
1.314716e+00	2.982500e+02	3.006187e+02	1.199657e+03	3.750466e-01	2.797037e+00
1.314716e+00	2.982500e+02	3.006187e+02	1.414815e+03	2.085486e-01	2.797037e+00
1.314716e+00	2.982500e+02	3.006187e+02	1.414815e+03	3.750466e-01	3.804058e+00
1.314716e+00	2.982500e+02	3.006187e+02	1.414815e+03	3.750466e-01	2.797037e+00
1.371869e+00	3.039081e+02	7.098092e+02	5.293698e+02	3.780926e-01	1.749479e+00
1.371869e+00	3.039081e+02	6.190180e+02	5.293698e+02	3.780926e-01	1.749479e+00
1.371869e+00	3.039081e+02	7.098092e+02	8.533373e+02	3.780926e-01	1.749479e+00
1.371869e+00	3.039081e+02	7.098092e+02	5.293698e+02	1.610908e-01	1.749479e+00
1.314716e+00	2.982500e+02	7.098092e+02	5.293698e+02	3.780926e-01	1.864076e+00
1.314716e+00	2.982500e+02	7.098092e+02	8.533373e+02	1.610908e-01	1.864076e+00
1.314716e+00	2.982500e+02	6.190180e+02	5.293698e+02	1.610908e-01	1.864076e+00
1.314716e+00	2.982500e+02	6.190180e+02	8.533373e+02	3.780926e-01	1.864076e+00
1.371869e+00	3.039081e+02	6.190180e+02	8.533373e+02	1.610908e-01	1.749479e+00
1.314716e+00	2.982500e+02	6.190180e+02	8.533373e+02	1.610908e-01	1.864076e+00
1.230772e+00	2.899395e+02	5.579717e+02	1.039062e+03	4.549820e-01	1.026638e+00
1.230772e+00	2.899395e+02	7.285719e+02	1.039062e+03	4.549820e-01	1.026638e+00
1.230772e+00	2.899395e+02	5.579717e+02	6.873548e+02	4.549820e-01	1.026638e+00
1.230772e+00	2.899395e+02	5.579717e+02	1.039062e+03	2.886232e-01	1.026638e+00
1.314716e+00	2.982500e+02	5.579717e+02	1.039062e+03	4.549820e-01	2.390884e+00
1.314716e+00	2.982500e+02	5.579717e+02	6.873548e+02	2.886232e-01	2.390884e+00
1.314716e+00	2.982500e+02	7.285719e+02	1.039062e+03	2.886232e-01	2.390884e+00
1.314716e+00	2.982500e+02	7.285719e+02	6.873548e+02	4.549820e-01	2.390884e+00
1.230772e+00	2.899395e+02	7.285719e+02	6.873548e+02	2.886232e-01	1.026638e+00
1.314716e+00	2.982500e+02	7.285719e+02	6.873548e+02	2.886232e-01	2.390884e+00
1.314716e+00	2.982500e+02	2.911759e+01	7.398606e+02	6.222558e-02	3.466971e+00
1.314716e+00	2.982500e+02	4.103867e+02	7.398606e+02	6.222558e-02	3.466971e+00
1.314716e+00	2.982500e+02	2.911759e+01	1.123832e+03	6.222558e-02	3.466971e+00
1.314716e+00	2.982500e+02	2.911759e+01	7.398606e+02	5.016881e-02	3.466971e+00
1.176741e+00	2.845905e+02	2.911759e+01	7.398606e+02	6.222558e-02	1.457926e+00
1.176741e+00	2.845905e+02	2.911759e+01	1.123832e+03	5.016881e-02	1.457926e+00
1.176741e+00	2.845905e+02	4.103867e+02	7.398606e+02	5.016881e-02	1.457926e+00
1.176741e+00	2.845905e+02	4.103867e+02	1.123832e+03	6.222558e-02	1.457926e+00
1.314716e+00	2.982500e+02	4.103867e+02	1.123832e+03	5.016881e-02	3.466971e+00
1.176741e+00	2.845905e+02	4.103867e+02	1.123832e+03	5.016881e-02	1.457926e+00
4.427552e-01	2.118052e+02	2.899935e+02	1.312439e+03	3.266435e-01	4.422401e-01
4.427552e-01	2.118052e+02	2.267961e+02	1.312439e+03	3.266435e-01	4.422401e-01
4.427552e-01	2.118052e+02	2.899935e+02	1.256117e+03	3.266435e-01	4.422401e-01
4.427552e-01	2.118052e+02	2.899935e+02	1.312439e+03	4.851947e-01	4.422401e-01
4.981272e-01	2.174077e+02	2.899935e+02	1.312439e+03	3.266435e-01	5.255509e-01
4.981272e-01	2.174077e+02	2.899935e+02	1.256117e+03	4.851947e-01	5.255509e-01
4.981272e-01	2.174077e+02	2.267961e+02	1.312439e+03	4.851947e-01	5.255509e-01
4.981272e-01	2.174077e+02	2.267961e+02	1.256117e+03	3.266435e-01	5.255509e-01
4.427552e-01	2.118052e+02	2.267961e+02	1.256117e+03	4.851947e-01	4.422401e-01
4.981272e-01	2.174077e+02	2.267961e+02	1.256117e+03	4.851947e-01	5.255509e-01
1.314716e+00	2.982500e+02	7.639199e+02	9.819879e+02	2.714199e-01	2.118804e+00
1.314716e+00	2.982500e+02	9.191042e+02	9.819879e+02	2.714199e-01	2.118804e+00
1.314716e+00	2.982500e+02	7.639199e+02	9.446691e+02	2.714199e-01	2.118804e+00
1.314716e+00	2.982500e+02	7.639199e+02	9.819879e+02	2.473917e-01	2.118804e+00
1.314716e+00	2.982500e+02	7.639199e+02	9.819879e+02	2.714199e-01	3.582565e+00
1.314716e+00	2.982500e+02	7.639199e+02	9.446691e+02	2.473917e-01	3.582565e+00
1.314716e+00	2.982500e+02	9.191042e+02	9.819879e+02	2.473917e-01	3.582565e+00
1.314716e+00	2.982500e+02	9.191042e+02	9.446691e+02	2.714199e-01	3.582565e+00
1.314716e+00	2.982500e+02	9.191042e+02	9.446691e+02	2.473917e-01	2.118804e+00
1.314716e+00	2.982500e+02	9.191042e+02	9.446691e+02	2.473917e-01	3.582565e+00
1.314716e+00	2.982500e+02	8.039129e+02	1.276585e+03	4.100480e-01	1.877429e+00
1.314716e+00	2.982500e+02	3.537119e+02	1.276585e+03	4.100480e-01	1.877429e+00
1.314716e+00	2.982500e+02	8.039129e+02	1.065648e+03	4.100480e-01	1.877429e+00
1.314716e+00	2.982500e+02	8.039129e+02	1.276585e+03	9.592020e-02	1.877429e+00
8.921787e-01	2.564188e+02	8.039129e+02	1.276585e+03	4.100480e-01	6.902413e-01
8.921787e-01	2.564188e+02	8.039129e+02	1.065648e+03	9.592020e-02	6.902413e-01
8.921787e-01	2.564188e+02	3.537119e+02	1.276585e+03	9.592020e-02	6.902413e-01
8.921787e-01	2.564188e+02	3.537119e+02	1.065648e+03	4.100480e-01	6.902413e-01
1.314716e+00	2.982500e+02	3.537119e+02	1.065648e+03	9.592020e-02	1.877429e+00
8.921787e-01	2.564188e+02	3.537119e+02	1.065648e+03	9.592020e-02	6.902413e-01
1.314716e+00	2.982500e+02	2.675610e+02	9.466277e+02	1.278138e-01	3.675012e+00
1.314716e+00	2.982500e+02	5.355597e+02	9.466277e+02	1.278138e-01	3.675012e+00
1.314716e+00	2.982500e+02	2.675610e+02	6.271250e+02	1.278138e-01	3.675012e+00
1.314716e+00	2.982500e+02	2.675610e+02	9.466277e+02	3.273434e-01	3.675012e+00
1.314716e+00	2.982500e+02	2.675610e+02	9.466277e+02	1.278138e-01	3.742920e+00
1.314716e+00	2.982500e+02	2.675610e+02	6.271250e+02	3.273434e-01	3.742920e+00
1.314716e+00	2.982500e+02	5.355597e+02	9.466277e+02	3.273434e-01	3.742920e+00
1.314716e+00	2.982500e+02	5.355597e+02	6.271250e+02	1.278138e-01	3.742920e+00
1.314716e+00	2.982500e+02	5.355597e+02	6.271250e+02	3.273434e-01	3.675012e+00
1.314716e+00	2.982500e+02	5.355597e+02	6.271250e+02	3.273434e-01	3.742920e+00
1.106792e+00	2.776656e+02	3.789196e+01	1.003087e+03	3.731161e-01	7.163218e-01
1.070692e+00	2.740917e+02	8.509640e+02	1.003087e+03	3.731161e-01	7.163218e-01
1.106792e+00	2.776656e+02	3.789196e+01	9.947650e+02	3.731161e-01	7.163218e-01
1.106792e+00	2.776656e+02	3.789196e+01	1.003087e+03	2.368519e-01	7.163218e-01
1.314716e+00	2.982500e+02	3.789196e+01	1.003087e+03	3.731161e-01	2.292662e+00
1.314716e+00	2.982500e+02	3.789196e+01	9.947650e+02	2.368519e-01	2.292662e+00
1.314716e+00	2.982500e+02	8.509640e+02	1.003087e+03	2.368519e-01	2.292662e+00
1.314716e+00	2.982500e+02	8.509640e+02	9.947650e+02	3.731161e-01	2.292662e+00
1.070692e+00	2.740917e+02	8.509640e+02	9.947650e+02	2.368519e-01	7.163218e-01
1.314716e+00	2.982500e+02	8.509640e+02	9.947650e+02	2.368519e-01	2.292662e+00
1.314716e+00	2.982500e+02	5.043204e+02	7.043799e+02	2.034143e-01	2.778928e+00
1.314716e+00	2.982500e+02	4.524522e+01	7.043799e+02	2.034143e-01	2.778928e+00
1.314716e+00	2.982500e+02	5.043204e+02	1.308317e+03	2.034143e-01	2.778928e+00
1.314716e+00	2.982500e+02	5.043204e+02	7.043799e+02	4.676236e-01	2.778928e+00
1.197135e+00	2.866095e+02	5.043204e+02	7.043799e+02	2.034143e-01	1.355303e+00
1.197135e+00	2.866095e+02	5.043204e+02	1.308317e+03	4.676236e-01	1.355303e+00
1.197135e+00	2.866095e+02	4.524522e+01	7.043799e+02	4.676236e-01	1.355303e+00
1.197135e+00	2.866095e+02	4.524522e+01	1.308317e+03	2.034143e-01	1.355303e+00
1.314716e+00	2.982500e+02	4.524522e+01	1.308317e+03	4.676236e-01	2.778928e+00
1.197135e+00	2.866095e+02	4.524522e+01	1.308317e+03	4.676236e-01	1.355303e+00
1.314716e+00	2.982500e+02	7.342081e+02	1.227189e+03	7.021935e-02	2.488564e+00
1.314716e+00	2.982500e+02	1.862635e+02	1.227189e+03	7.021935e-02	2.488564e+00
1.314716e+00	2.982500e+02	7.342081e+02	1.232175e+03	7.021935e-02	2.488564e+00
1.314716e+00	2.982500e+02	7.342081e+02	1.227189e+03	2.001152e-01	2.488564e+00
1.314716e+00	2.982500e+02	7.342081e+02	1.227189e+03	7.021935e-02	2.884131e+00
1.314716e+00	2.982500e+02	7.342081e+02	1.232175e+03	2.001152e-01	2.884131e+00
1.314716e+00	2.982500e+02	1.862635e+02	1.227189e+03	2.001152e-01	2.884131e+00
1.314716e+00	2.982500e+02	1.862635e+02	1.232175e+03	7.021935e-02	2.884131e+00
1.314716e+00	2.982500e+02	1.862635e+02	1.232175e+03	2.001152e-01	2.488564e+00
1.314716e+00	2.982500e+02	1.862635e+02	1.232175e+03	2.001152e-01	2.884131e+00
4.581325e-02	1.725266e+02	1.977800e+02	5.573956e+02	4.632446e-01	7.138403e-02
4.581325e-02	1.725266e+02	9.917091e+02	5.573956e+02	4.632446e-01	7.138403e-02
4.581325e-02	1.725266e+02	1.977800e+02	5.436215e+02	4.632446e-01	7.138403e-02
4.581325e-02	1.725266e+02	1.977800e+02	5.573956e+02	4.204490e-01	7.138403e-02
1.314716e+00	2.982500e+02	1.977800e+02	5.573956e+02	4.632446e-01	1.946775e+00
1.314716e+00	2.982500e+02	1.977800e+02	5.436215e+02	4.204490e-01	1.946775e+00
1.314716e+00	2.982500e+02	9.917091e+02	5.573956e+02	4.204490e-01	1.946775e+00
1.314716e+00	2.982500e+02	9.917091e+02	5.436215e+02	4.632446e-01	1.946775e+00
4.581325e-02	1.725266e+02	9.917091e+02	5.436215e+02	4.204490e-01	7.138403e-02
1.314716e+00	2.982500e+02	9.917091e+02	5.436215e+02	4.204490e-01	1.946775e+00
1.314716e+00	2.982500e+02	4.979379e+02	1.485062e+03	2.477694e-01	3.088669e+00
1.314716e+00	2.982500e+02	6.754483e+02	1.485062e+03	2.477694e-01	3.088669e+00
1.314716e+00	2.982500e+02	4.979379e+02	8.321752e+02	2.477694e-01	3.088669e+00
1.314716e+00	2.982500e+02	4.979379e+02	1.485062e+03	1.154085e-01	3.088669e+00
4.581325e-02	1.725266e+02	4.979379e+02	1.485062e+03	2.477694e-01	3.667158e-02
4.581325e-02	1.725266e+02	4.979379e+02	8.321752e+02	1.154085e-01	3.667158e-02
4.581325e-02	1.725266e+02	6.754483e+02	1.485062e+03	1.154085e-01	3.667158e-02
4.581325e-02	1.725266e+02	6.754483e+02	8.321752e+02	2.477694e-01	3.667158e-02
1.314716e+00	2.982500e+02	6.754483e+02	8.321752e+02	1.154085e-01	3.088669e+00
4.581325e-02	1.725266e+02	6.754483e+02	8.321752e+02	1.154085e-01	3.667158e-02
1.197135e+00	2.866095e+02	9.642901e+02	7.840188e+02	3.032760e-01	1.404087e+00
1.197135e+00	2.866095e+02	4.938756e+02	7.840188e+02	3.032760e-01	1.404087e+00
1.197135e+00	2.866095e+02	9.642901e+02	1.395697e+03	3.032760e-01	1.404087e+00
1.197135e+00	2.866095e+02	9.642901e+02	7.840188e+02	3.363955e-01	1.404087e+00
1.314716e+00	2.982500e+02	9.642901e+02	7.840188e+02	3.032760e-01	3.089348e+00
1.314716e+00	2.982500e+02	9.642901e+02	1.395697e+03	3.363955e-01	3.089348e+00
1.314716e+00	2.982500e+02	4.938756e+02	7.840188e+02	3.363955e-01	3.089348e+00
1.314716e+00	2.982500e+02	4.938756e+02	1.395697e+03	3.032760e-01	3.089348e+00
1.197135e+00	2.866095e+02	4.938756e+02	1.395697e+03	3.363955e-01	1.404087e+00
1.314716e+00	2.982500e+02	4.938756e+02	1.395697e+03	3.363955e-01	3.089348e+00
3.091639e-01	1.985796e+02	8.993621e+02	1.116004e+03	2.217319e-01	3.410524e-01
3.091639e-01	1.985796e+02	5.862552e+02	1.116004e+03	2.217319e-01	3.410524e-01
