growth_rate	epi_size	cell_definitions/cell_definition/phenotype/secretion/substrate/secretion_rate_epi_inter___div_inhib	microenvironment_setup/variable/physical_parameter_set/diffusion_coefficient___div_inhib	microenvironment_setup/variable/physical_parameter_set/decay_rate___div_inhib	[_'_c_e_l_l___r_u_l_e_'_,_ _1_,_ _5_]
3.091639e-01	1.985796e+02	8.993621e+02	1.343158e+03	2.217319e-01	3.410524e-01
3.091639e-01	1.985796e+02	8.993621e+02	1.116004e+03	1.676312e-01	3.410524e-01
1.314716e+00	2.982500e+02	8.993621e+02	1.116004e+03	2.217319e-01	2.527180e+00
1.314716e+00	2.982500e+02	8.993621e+02	1.343158e+03	1.676312e-01	2.527180e+00
1.314716e+00	2.982500e+02	5.862552e+02	1.116004e+03	1.676312e-01	2.527180e+00
1.314716e+00	2.982500e+02	5.862552e+02	1.343158e+03	2.217319e-01	2.527180e+00
3.091639e-01	1.985796e+02	5.862552e+02	1.343158e+03	1.676312e-01	3.410524e-01
1.314716e+00	2.982500e+02	5.862552e+02	1.343158e+03	1.676312e-01	2.527180e+00
1.314716e+00	2.982500e+02	4.370151e+02	6.607973e+02	2.770185e-01	2.157640e+00
1.314716e+00	2.982500e+02	2.795319e+02	6.607973e+02	2.770185e-01	2.157640e+00
1.314716e+00	2.982500e+02	4.370151e+02	9.047277e+02	2.770185e-01	2.157640e+00
1.314716e+00	2.982500e+02	4.370151e+02	6.607973e+02	3.966451e-01	2.157640e+00
1.170704e+00	2.839928e+02	4.370151e+02	6.607973e+02	2.770185e-01	1.594209e+00
1.170704e+00	2.839928e+02	4.370151e+02	9.047277e+02	3.966451e-01	1.594209e+00
1.170704e+00	2.839928e+02	2.795319e+02	6.607973e+02	3.966451e-01	1.594209e+00
1.170704e+00	2.839928e+02	2.795319e+02	9.047277e+02	2.770185e-01	1.594209e+00
1.314716e+00	2.982500e+02	2.795319e+02	9.047277e+02	3.966451e-01	2.157640e+00
1.170704e+00	2.839928e+02	2.795319e+02	9.047277e+02	3.966451e-01	1.594209e+00
1.225438e+00	2.894115e+02	1.356570e+02	1.358253e+03	9.691599e-02	1.252753e+00
1.225438e+00	2.894115e+02	8.814500e+01	1.358253e+03	9.691599e-02	1.252753e+00
1.225438e+00	2.894115e+02	1.356570e+02	7.255794e+02	9.691599e-02	1.252753e+00
1.225438e+00	2.894115e+02	1.356570e+02	1.358253e+03	1.391583e-01	1.252753e+00
3.300531e-01	2.006477e+02	1.356570e+02	1.358253e+03	9.691599e-02	3.889959e-01
3.300531e-01	2.006477e+02	1.356570e+02	7.255794e+02	1.391583e-01	3.889959e-01
2.937794e-01	1.970566e+02	8.814500e+01	1.358253e+03	1.391583e-01	3.889959e-01
2.937794e-01	1.970566e+02	8.814500e+01	7.255794e+02	9.691599e-02	3.889959e-01
1.225438e+00	2.894115e+02	8.814500e+01	7.255794e+02	1.391583e-01	1.252753e+00
2.937794e-01	1.970566e+02	8.814500e+01	7.255794e+02	1.391583e-01	3.889959e-01
1.314716e+00	2.982500e+02	6.685296e+02	9.342964e+02	4.897218e-01	3.303192e+00
1.314716e+00	2.982500e+02	7.689893e+02	9.342964e+02	4.897218e-01	3.303192e+00
1.314716e+00	2.982500e+02	6.685296e+02	1.038980e+03	4.897218e-01	3.303192e+00
1.314716e+00	2.982500e+02	6.685296e+02	9.342964e+02	3.688236e-01	3.303192e+00
1.314716e+00	2.982500e+02	6.685296e+02	9.342964e+02	4.897218e-01	3.446054e+00
1.314716e+00	2.982500e+02	6.685296e+02	1.038980e+03	3.688236e-01	3.446054e+00
1.314716e+00	2.982500e+02	7.689893e+02	9.342964e+02	3.688236e-01	3.446054e+00
1.314716e+00	2.982500e+02	7.689893e+02	1.038980e+03	4.897218e-01	3.446054e+00
1.314716e+00	2.982500e+02	7.689893e+02	1.038980e+03	3.688236e-01	3.303192e+00
1.314716e+00	2.982500e+02	7.689893e+02	1.038980e+03	3.688236e-01	3.446054e+00
1.314716e+00	2.982500e+02	5.632765e+02	1.380207e+03	3.433430e-01	3.967594e+00
1.314716e+00	2.982500e+02	8.785747e+02	1.380207e+03	3.433430e-01	3.967594e+00
1.314716e+00	2.982500e+02	5.632765e+02	1.486217e+03	3.433430e-01	3.967594e+00
1.314716e+00	2.982500e+02	5.632765e+02	1.380207e+03	7.385960e-02	3.967594e+00
1.014400e+00	2.685187e+02	5.632765e+02	1.380207e+03	3.433430e-01	7.933218e-01
1.014400e+00	2.685187e+02	5.632765e+02	1.486217e+03	7.385960e-02	7.933218e-01
1.014400e+00	2.685187e+02	8.785747e+02	1.380207e+03	7.385960e-02	7.933218e-01
1.014400e+00	2.685187e+02	8.785747e+02	1.486217e+03	3.433430e-01	7.933218e-01
1.314716e+00	2.982500e+02	8.785747e+02	1.486217e+03	7.385960e-02	3.967594e+00
1.014400e+00	2.685187e+02	8.785747e+02	1.486217e+03	7.385960e-02	7.933218e-01
1.170704e+00	2.839928e+02	1.008838e+02	8.351638e+02	1.738612e-01	1.523607e+00
1.170704e+00	2.839928e+02	1.980036e+02	8.351638e+02	1.738612e-01	1.523607e+00
1.170704e+00	2.839928e+02	1.008838e+02	7.978171e+02	1.738612e-01	1.523607e+00
1.170704e+00	2.839928e+02	1.008838e+02	8.351638e+02	2.930888e-01	1.523607e+00
1.314716e+00	2.982500e+02	1.008838e+02	8.351638e+02	1.738612e-01	3.850378e+00
1.314716e+00	2.982500e+02	1.008838e+02	7.978171e+02	2.930888e-01	3.850378e+00
1.314716e+00	2.982500e+02	1.980036e+02	8.351638e+02	2.930888e-01	3.850378e+00
1.314716e+00	2.982500e+02	1.980036e+02	7.978171e+02	1.738612e-01	3.850378e+00
1.170704e+00	2.839928e+02	1.980036e+02	7.978171e+02	2.930888e-01	1.523607e+00
1.314716e+00	2.982500e+02	1.980036e+02	7.978171e+02	2.930888e-01	3.850378e+00
1.314716e+00	2.982500e+02	3.312734e+02	1.153583e+03	4.400408e-01	2.619335e+00
1.314716e+00	2.982500e+02	3.885397e+02	1.153583e+03	4.400408e-01	2.619335e+00
1.314716e+00	2.982500e+02	3.312734e+02	5.707717e+02	4.400408e-01	2.619335e+00
1.314716e+00	2.982500e+02	3.312734e+02	1.153583e+03	2.710525e-01	2.619335e+00
1.314716e+00	2.982500e+02	3.312734e+02	1.153583e+03	4.400408e-01	2.185442e+00
1.314716e+00	2.982500e+02	3.312734e+02	5.707717e+02	2.710525e-01	2.185442e+00
1.314716e+00	2.982500e+02	3.885397e+02	1.153583e+03	2.710525e-01	2.185442e+00
1.314716e+00	2.982500e+02	3.885397e+02	5.707717e+02	4.400408e-01	2.185442e+00
1.314716e+00	2.982500e+02	3.885397e+02	5.707717e+02	2.710525e-01	2.619335e+00
1.314716e+00	2.982500e+02	3.885397e+02	5.707717e+02	2.710525e-01	2.185442e+00
1.266602e+00	2.934868e+02	8.641003e+02	5.772899e+02	1.580261e-01	9.391182e-01
1.266602e+00	2.934868e+02	6.949879e+02	5.772899e+02	1.580261e-01	9.391182e-01
1.266602e+00	2.934868e+02	8.641003e+02	1.134203e+03	1.580261e-01	9.391182e-01
1.266602e+00	2.934868e+02	8.641003e+02	5.772899e+02	4.896285e-01	9.391182e-01
1.225438e+00	2.894115e+02	8.641003e+02	5.772899e+02	1.580261e-01	1.252472e+00
1.225438e+00	2.894115e+02	8.641003e+02	1.134203e+03	4.896285e-01	1.252472e+00
1.225438e+00	2.894115e+02	6.949879e+02	5.772899e+02	4.896285e-01	1.252472e+00
1.225438e+00	2.894115e+02	6.949879e+02	1.134203e+03	1.580261e-01	1.252472e+00
1.266602e+00	2.934868e+02	6.949879e+02	1.134203e+03	4.896285e-01	9.391182e-01
1.225438e+00	2.894115e+02	6.949879e+02	1.134203e+03	4.896285e-01	1.252472e+00
1.314716e+00	2.982500e+02	8.750490e+02	1.089795e+03	4.259762e-01	2.186602e+00
1.314716e+00	2.982500e+02	8.139576e+02	1.089795e+03	4.259762e-01	2.186602e+00
1.314716e+00	2.982500e+02	8.750490e+02	1.378767e+03	4.259762e-01	2.186602e+00
1.314716e+00	2.982500e+02	8.750490e+02	1.089795e+03	4.339286e-01	2.186602e+00
1.197135e+00	2.866095e+02	8.750490e+02	1.089795e+03	4.259762e-01	1.331676e+00
1.197135e+00	2.866095e+02	8.750490e+02	1.378767e+03	4.339286e-01	1.331676e+00
1.197135e+00	2.866095e+02	8.139576e+02	1.089795e+03	4.339286e-01	1.331676e+00
1.197135e+00	2.866095e+02	8.139576e+02	1.378767e+03	4.259762e-01	1.331676e+00
1.314716e+00	2.982500e+02	8.139576e+02	1.378767e+03	4.339286e-01	2.186602e+00
1.197135e+00	2.866095e+02	8.139576e+02	1.378767e+03	4.339286e-01	1.331676e+00
2.500164e-01	1.927240e+02	3.383960e+02	6.343481e+02	1.439658e-01	3.733768e-01
2.500164e-01	1.927240e+02	1.189722e+01	6.343481e+02	1.439658e-01	3.733768e-01
2.500164e-01	1.927240e+02	3.383960e+02	8.152452e+02	1.439658e-01	3.733768e-01
2.500164e-01	1.927240e+02	3.383960e+02	6.343481e+02	2.146935e-01	3.733768e-01
1.314716e+00	2.982500e+02	3.383960e+02	6.343481e+02	1.439658e-01	2.268557e+00
1.314716e+00	2.982500e+02	3.383960e+02	8.152452e+02	2.146935e-01	2.268557e+00
1.314716e+00	2.982500e+02	1.189722e+01	6.343481e+02	2.146935e-01	2.268557e+00
1.314716e+00	2.982500e+02	1.189722e+01	8.152452e+02	1.439658e-01	2.268557e+00
2.500164e-01	1.927240e+02	1.189722e+01	8.152452e+02	2.146935e-01	3.733768e-01
1.314716e+00	2.982500e+02	1.189722e+01	8.152452e+02	2.146935e-01	2.268557e+00
1.314716e+00	2.982500e+02	1.075718e+02	1.316297e+03	3.574084e-01	3.269841e+00
1.314716e+00	2.982500e+02	3.287687e+02	1.316297e+03	3.574084e-01	3.269841e+00
1.314716e+00	2.982500e+02	1.075718e+02	5.568886e+02	3.574084e-01	3.269841e+00
1.314716e+00	2.982500e+02	1.075718e+02	1.316297e+03	3.492297e-01	3.269841e+00
1.314716e+00	2.982500e+02	1.075718e+02	1.316297e+03	3.574084e-01	3.705648e+00
1.314716e+00	2.982500e+02	1.075718e+02	5.568886e+02	3.492297e-01	3.705648e+00
1.314716e+00	2.982500e+02	3.287687e+02	1.316297e+03	3.492297e-01	3.705648e+00
1.314716e+00	2.982500e+02	3.287687e+02	5.568886e+02	3.574084e-01	3.705648e+00
1.314716e+00	2.982500e+02	3.287687e+02	5.568886e+02	3.492297e-01	3.269841e+00
1.314716e+00	2.982500e+02	3.287687e+02	5.568886e+02	3.492297e-01	3.705648e+00
1.225438e+00	2.894115e+02	5.736992e+02	8.921002e+02	1.879206e-01	1.222886e+00
1.225438e+00	2.894115e+02	5.059825e+02	8.921002e+02	1.879206e-01	1.222886e+00
1.225438e+00	2.894115e+02	5.736992e+02	1.245442e+03	1.879206e-01	1.222886e+00
1.225438e+00	2.894115e+02	5.736992e+02	8.921002e+02	1.306597e-01	1.222886e+00
7.470578e-01	2.420519e+02	5.736992e+02	8.921002e+02	1.879206e-01	6.525052e-01
7.470578e-01	2.420519e+02	5.736992e+02	1.245442e+03	1.306597e-01	6.525052e-01
7.470578e-01	2.420519e+02	5.059825e+02	8.921002e+02	1.306597e-01	6.525052e-01
7.470578e-01	2.420519e+02	5.059825e+02	1.245442e+03	1.879206e-01	6.525052e-01
1.225438e+00	2.894115e+02	5.059825e+02	1.245442e+03	1.306597e-01	1.222886e+00
7.470578e-01	2.420519e+02	5.059825e+02	1.245442e+03	1.306597e-01	6.525052e-01
1.170704e+00	2.839928e+02	6.638004e+02	1.414484e+03	8.284956e-02	1.559881e+00
1.170704e+00	2.839928e+02	6.459949e+02	1.414484e+03	8.284956e-02	1.559881e+00
1.170704e+00	2.839928e+02	6.638004e+02	1.294302e+03	8.284956e-02	1.559881e+00
1.170704e+00	2.839928e+02	6.638004e+02	1.414484e+03	3.120252e-01	1.559881e+00
1.314716e+00	2.982500e+02	6.638004e+02	1.414484e+03	8.284956e-02	3.112474e+00
1.314716e+00	2.982500e+02	6.638004e+02	1.294302e+03	3.120252e-01	3.112474e+00
1.314716e+00	2.982500e+02	6.459949e+02	1.414484e+03	3.120252e-01	3.112474e+00
1.314716e+00	2.982500e+02	6.459949e+02	1.294302e+03	8.284956e-02	3.112474e+00
1.170704e+00	2.839928e+02	6.459949e+02	1.294302e+03	3.120252e-01	1.559881e+00
1.314716e+00	2.982500e+02	6.459949e+02	1.294302e+03	3.120252e-01	3.112474e+00
1.314716e+00	2.982500e+02	1.271930e+02	8.692004e+02	4.756631e-01	3.992590e+00
1.314716e+00	2.982500e+02	4.685684e+02	8.692004e+02	4.756631e-01	3.992590e+00
1.314716e+00	2.982500e+02	1.271930e+02	9.807499e+02	4.756631e-01	3.992590e+00
1.314716e+00	2.982500e+02	1.271930e+02	8.692004e+02	8.301906e-02	3.992590e+00
4.581325e-02	1.725266e+02	1.271930e+02	8.692004e+02	4.756631e-01	5.932903e-02
4.581325e-02	1.725266e+02	1.271930e+02	9.807499e+02	8.301906e-02	5.932903e-02
4.581325e-02	1.725266e+02	4.685684e+02	8.692004e+02	8.301906e-02	5.932903e-02
4.581325e-02	1.725266e+02	4.685684e+02	9.807499e+02	4.756631e-01	5.932903e-02
1.314716e+00	2.982500e+02	4.685684e+02	9.807499e+02	8.301906e-02	3.992590e+00
4.581325e-02	1.725266e+02	4.685684e+02	9.807499e+02	8.301906e-02	5.932903e-02
1.045290e+00	2.715769e+02	4.280099e+02	1.172357e+03	2.357992e-01	9.130790e-01
1.045290e+00	2.715769e+02	1.527916e+02	1.172357e+03	2.357992e-01	9.130790e-01
1.045290e+00	2.715769e+02	4.280099e+02	6.452907e+02	2.357992e-01	9.130790e-01
1.045290e+00	2.715769e+02	4.280099e+02	1.172357e+03	4.530058e-01	9.130790e-01
1.314716e+00	2.982500e+02	4.280099e+02	1.172357e+03	2.357992e-01	1.987438e+00
1.314716e+00	2.982500e+02	4.280099e+02	6.452907e+02	4.530058e-01	1.987438e+00
1.314716e+00	2.982500e+02	1.527916e+02	1.172357e+03	4.530058e-01	1.987438e+00
1.314716e+00	2.982500e+02	1.527916e+02	6.452907e+02	2.357992e-01	1.987438e+00
1.045290e+00	2.715769e+02	1.527916e+02	6.452907e+02	4.530058e-01	9.130790e-01
1.314716e+00	2.982500e+02	1.527916e+02	6.452907e+02	4.530058e-01	1.987438e+00
1.314716e+00	2.982500e+02	8.941830e+02	5.958236e+02	2.910764e-01	2.582140e+00
1.314716e+00	2.982500e+02	9.550666e+02	5.958236e+02	2.910764e-01	2.582140e+00
1.314716e+00	2.982500e+02	8.941830e+02	1.083814e+03	2.910764e-01	2.582140e+00
1.314716e+00	2.982500e+02	8.941830e+02	5.958236e+02	2.233328e-01	2.582140e+00
1.314716e+00	2.982500e+02	8.941830e+02	5.958236e+02	2.910764e-01	2.924320e+00
1.314716e+00	2.982500e+02	8.941830e+02	1.083814e+03	2.233328e-01	2.924320e+00
1.314716e+00	2.982500e+02	9.550666e+02	5.958236e+02	2.233328e-01	2.924320e+00
1.314716e+00	2.982500e+02	9.550666e+02	1.083814e+03	2.910764e-01	2.924320e+00
1.314716e+00	2.982500e+02	9.550666e+02	1.083814e+03	2.233328e-01	2.582140e+00
1.314716e+00	2.982500e+02	9.550666e+02	1.083814e+03	2.233328e-01	2.924320e+00
1.314716e+00	2.982500e+02	9.533947e+02	1.302748e+03	2.618366e-01	3.646149e+00
1.314716e+00	2.982500e+02	1.250297e+02	1.302748e+03	2.618366e-01	3.646149e+00
1.314716e+00	2.982500e+02	9.533947e+02	1.155786e+03	2.618366e-01	3.646149e+00
1.314716e+00	2.982500e+02	9.533947e+02	1.302748e+03	2.795970e-01	3.646149e+00
1.314716e+00	2.982500e+02	9.533947e+02	1.302748e+03	2.618366e-01	3.484281e+00
1.314716e+00	2.982500e+02	9.533947e+02	1.155786e+03	2.795970e-01	3.484281e+00
1.314716e+00	2.982500e+02	1.250297e+02	1.302748e+03	2.795970e-01	3.484281e+00
1.314716e+00	2.982500e+02	1.250297e+02	1.155786e+03	2.618366e-01	3.484281e+00
1.314716e+00	2.982500e+02	1.250297e+02	1.155786e+03	2.795970e-01	3.646149e+00
1.314716e+00	2.982500e+02	1.250297e+02	1.155786e+03	2.795970e-01	3.484281e+00
1.314716e+00	2.982500e+02	4.907467e+02	9.730312e+02	3.173338e-01	1.845082e+00
1.314716e+00	2.982500e+02	8.022155e+02	9.730312e+02	3.173338e-01	1.845082e+00
1.314716e+00	2.982500e+02	4.907467e+02	5.923549e+02	3.173338e-01	1.845082e+00
1.314716e+00	2.982500e+02	4.907467e+02	9.730312e+02	5.926918e-02	1.845082e+00
4.293893e-01	2.104819e+02	4.907467e+02	9.730312e+02	3.173338e-01	4.277245e-01
4.293893e-01	2.104819e+02	4.907467e+02	5.923549e+02	5.926918e-02	4.277245e-01
4.293893e-01	2.104819e+02	8.022155e+02	9.730312e+02	5.926918e-02	4.277245e-01
4.293893e-01	2.104819e+02	8.022155e+02	5.923549e+02	3.173338e-01	4.277245e-01
1.314716e+00	2.982500e+02	8.022155e+02	5.923549e+02	5.926918e-02	1.845082e+00
4.293893e-01	2.104819e+02	8.022155e+02	5.923549e+02	5.926918e-02	4.277245e-01
1.314716e+00	2.982500e+02	1.911605e+02	1.044997e+03	5.615291e-02	2.812196e+00
1.314716e+00	2.982500e+02	6.113202e+02	1.044997e+03	5.615291e-02	2.812196e+00
1.314716e+00	2.982500e+02	1.911605e+02	7.872196e+02	5.615291e-02	2.812196e+00
1.314716e+00	2.982500e+02	1.911605e+02	1.044997e+03	4.768097e-01	2.812196e+00
1.170704e+00	2.839928e+02	1.911605e+02	1.044997e+03	5.615291e-02	1.618797e+00
1.170704e+00	2.839928e+02	1.911605e+02	7.872196e+02	4.768097e-01	1.618797e+00
1.170704e+00	2.839928e+02	6.113202e+02	1.044997e+03	4.768097e-01	1.618797e+00
1.170704e+00	2.839928e+02	6.113202e+02	7.872196e+02	5.615291e-02	1.618797e+00
1.314716e+00	2.982500e+02	6.113202e+02	7.872196e+02	4.768097e-01	2.812196e+00
1.170704e+00	2.839928e+02	6.113202e+02	7.872196e+02	4.768097e-01	1.618797e+00
8.570373e-01	2.529398e+02	7.237320e+02	7.465303e+02	4.491859e-01	7.462270e-01
8.570373e-01	2.529398e+02	3.092310e+02	7.465303e+02	4.491859e-01	7.462270e-01
8.570373e-01	2.529398e+02	7.237320e+02	1.475619e+03	4.491859e-01	7.462270e-01
8.570373e-01	2.529398e+02	7.237320e+02	7.465303e+02	2.558167e-01	7.462270e-01
1.314716e+00	2.982500e+02	7.237320e+02	7.465303e+02	4.491859e-01	2.552272e+00
1.314716e+00	2.982500e+02	7.237320e+02	1.475619e+03	2.558167e-01	2.552272e+00
1.314716e+00	2.982500e+02	3.092310e+02	7.465303e+02	2.558167e-01	2.552272e+00
1.314716e+00	2.982500e+02	3.092310e+02	1.475619e+03	4.491859e-01	2.552272e+00
8.570373e-01	2.529398e+02	3.092310e+02	1.475619e+03	2.558167e-01	7.462270e-01
1.314716e+00	2.982500e+02	3.092310e+02	1.475619e+03	2.558167e-01	2.552272e+00
4.581325e-02	1.725266e+02	5.089963e+02	1.192988e+03	3.871815e-01	3.519361e-02
4.581325e-02	1.725266e+02	4.178711e+02	1.192988e+03	3.871815e-01	3.519361e-02
4.581325e-02	1.725266e+02	5.089963e+02	1.047853e+03	3.871815e-01	3.519361e-02
4.581325e-02	1.725266e+02	5.089963e+02	1.192988e+03	4.119238e-01	3.519361e-02
1.225438e+00	2.894115e+02	5.089963e+02	1.192988e+03	3.871815e-01	1.212766e+00
1.225438e+00	2.894115e+02	5.089963e+02	1.047853e+03	4.119238e-01	1.212766e+00
1.225438e+00	2.894115e+02	4.178711e+02	1.192988e+03	4.119238e-01	1.212766e+00
1.225438e+00	2.894115e+02	4.178711e+02	1.047853e+03	3.871815e-01	1.212766e+00
4.581325e-02	1.725266e+02	4.178711e+02	1.047853e+03	4.119238e-01	3.519361e-02
1.225438e+00	2.894115e+02	4.178711e+02	1.047853e+03	4.119238e-01	1.212766e+00
1.314716e+00	2.982500e+02	4.642443e+01	5.234353e+02	2.174737e-01	2.463530e+00
1.314716e+00	2.982500e+02	7.201730e+02	5.234353e+02	2.174737e-01	2.463530e+00
1.314716e+00	2.982500e+02	4.642443e+01	7.344525e+02	2.174737e-01	2.463530e+00
1.314716e+00	2.982500e+02	4.642443e+01	5.234353e+02	1.804930e-01	2.463530e+00
1.314716e+00	2.982500e+02	4.642443e+01	5.234353e+02	2.174737e-01	2.146243e+00
1.314716e+00	2.982500e+02	4.642443e+01	7.344525e+02	1.804930e-01	2.146243e+00
1.314716e+00	2.982500e+02	7.201730e+02	5.234353e+02	1.804930e-01	2.146243e+00
1.314716e+00	2.982500e+02	7.201730e+02	7.344525e+02	2.174737e-01	2.146243e+00
1.314716e+00	2.982500e+02	7.201730e+02	7.344525e+02	1.804930e-01	2.463530e+00
1.314716e+00	2.982500e+02	7.201730e+02	7.344525e+02	1.804930e-01	2.146243e+00
1.176741e+00	2.845905e+02	2.764976e+02	1.466364e+03	3.959833e-01	1.430028e+00
1.176741e+00	2.845905e+02	9.121687e+02	1.466364e+03	3.959833e-01	1.430028e+00
1.176741e+00	2.845905e+02	2.764976e+02	8.834036e+02	3.959833e-01	1.430028e+00
1.176741e+00	2.845905e+02	2.764976e+02	1.466364e+03	3.834844e-01	1.430028e+00
1.314716e+00	2.982500e+02	2.764976e+02	1.466364e+03	3.959833e-01	3.828211e+00
1.314716e+00	2.982500e+02	2.764976e+02	8.834036e+02	3.834844e-01	3.828211e+00
1.314716e+00	2.982500e+02	9.121687e+02	1.466364e+03	3.834844e-01	3.828211e+00
1.314716e+00	2.982500e+02	9.121687e+02	8.834036e+02	3.959833e-01	3.828211e+00
1.176741e+00	2.845905e+02	9.121687e+02	8.834036e+02	3.834844e-01	1.430028e+00
1.314716e+00	2.982500e+02	9.121687e+02	8.834036e+02	3.834844e-01	3.828211e+00
1.314716e+00	2.982500e+02	8.091454e+02	7.655613e+02	1.137535e-01	3.125887e+00
1.314716e+00	2.982500e+02	2.347682e+02	7.655613e+02	1.137535e-01	3.125887e+00
1.314716e+00	2.982500e+02	8.091454e+02	1.321834e+03	1.137535e-01	3.125887e+00
1.314716e+00	2.982500e+02	8.091454e+02	7.655613e+02	1.527204e-01	3.125887e+00
1.044170e+00	2.714660e+02	8.091454e+02	7.655613e+02	1.137535e-01	7.716530e-01
1.044170e+00	2.714660e+02	8.091454e+02	1.321834e+03	1.527204e-01	7.716530e-01
1.044170e+00	2.714660e+02	2.347682e+02	7.655613e+02	1.527204e-01	7.716530e-01
1.044170e+00	2.714660e+02	2.347682e+02	1.321834e+03	1.137535e-01	7.716530e-01
1.314716e+00	2.982500e+02	2.347682e+02	1.321834e+03	1.527204e-01	3.125887e+00
1.044170e+00	2.714660e+02	2.347682e+02	1.321834e+03	1.527204e-01	7.716530e-01
9.759209e-01	2.647093e+02	7.554789e+02	1.493501e+03	3.125840e-01	8.744863e-01
9.759209e-01	2.647093e+02	5.424653e+02	1.493501e+03	3.125840e-01	8.744863e-01
9.759209e-01	2.647093e+02	7.554789e+02	7.010524e+02	3.125840e-01	8.744863e-01
9.759209e-01	2.647093e+02	7.554789e+02	1.493501e+03	1.910328e-01	8.744863e-01
1.314716e+00	2.982500e+02	7.554789e+02	1.493501e+03	3.125840e-01	3.973496e+00
1.314716e+00	2.982500e+02	7.554789e+02	7.010524e+02	1.910328e-01	3.973496e+00
1.314716e+00	2.982500e+02	5.424653e+02	1.493501e+03	1.910328e-01	3.973496e+00
1.314716e+00	2.982500e+02	5.424653e+02	7.010524e+02	3.125840e-01	3.973496e+00
9.759209e-01	2.647093e+02	5.424653e+02	7.010524e+02	1.910328e-01	8.744863e-01
1.314716e+00	2.982500e+02	5.424653e+02	7.010524e+02	1.910328e-01	3.973496e+00
1.314716e+00	2.982500e+02	2.852872e+02	7.922121e+02	2.573545e-01	2.683084e+00
1.314716e+00	2.982500e+02	3.457698e+02	7.922121e+02	2.573545e-01	2.683084e+00
1.314716e+00	2.982500e+02	2.852872e+02	1.012652e+03	2.573545e-01	2.683084e+00
1.314716e+00	2.982500e+02	2.852872e+02	7.922121e+02	4.294949e-01	2.683084e+00
1.045290e+00	2.715769e+02	2.852872e+02	7.922121e+02	2.573545e-01	9.203635e-01
1.045290e+00	2.715769e+02	2.852872e+02	1.012652e+03	4.294949e-01	9.203635e-01
1.045290e+00	2.715769e+02	3.457698e+02	7.922121e+02	4.294949e-01	9.203635e-01
1.045290e+00	2.715769e+02	3.457698e+02	1.012652e+03	2.573545e-01	9.203635e-01
1.314716e+00	2.982500e+02	3.457698e+02	1.012652e+03	4.294949e-01	2.683084e+00
1.045290e+00	2.715769e+02	3.457698e+02	1.012652e+03	4.294949e-01	9.203635e-01
1.371869e+00	3.039081e+02	2.397668e+01	1.220003e+03	4.690423e-01	1.723904e+00
1.371869e+00	3.039081e+02	3.779089e+01	1.220003e+03	4.690423e-01	1.723904e+00
1.371869e+00	3.039081e+02	2.397668e+01	1.363747e+03	4.690423e-01	1.723904e+00
1.371869e+00	3.039081e+02	2.397668e+01	1.220003e+03	1.069690e-01	1.723904e+00
1.114552e+00	2.784338e+02	2.397668e+01	1.220003e+03	4.690423e-01	1.126188e+00
1.114552e+00	2.784338e+02	2.397668e+01	1.363747e+03	1.069690e-01	1.126188e+00
1.114552e+00	2.784338e+02	3.779089e+01	1.220003e+03	1.069690e-01	1.126188e+00
1.114552e+00	2.784338e+02	3.779089e+01	1.363747e+03	4.690423e-01	1.126188e+00
1.371869e+00	3.039081e+02	3.779089e+01	1.363747e+03	1.069690e-01	1.723904e+00
1.114552e+00	2.784338e+02	3.779089e+01	1.363747e+03	1.069690e-01	1.126188e+00
1.314716e+00	2.982500e+02	5.490046e+02	5.499634e+02	7.629016e-02	3.766232e+00
1.314716e+00	2.982500e+02	8.593329e+02	5.499634e+02	7.629016e-02	3.766232e+00
1.314716e+00	2.982500e+02	5.490046e+02	9.271776e+02	7.629016e-02	3.766232e+00
1.314716e+00	2.982500e+02	5.490046e+02	5.499634e+02	3.447642e-01	3.766232e+00
1.314716e+00	2.982500e+02	5.490046e+02	5.499634e+02	7.629016e-02	2.063027e+00
1.314716e+00	2.982500e+02	5.490046e+02	9.271776e+02	3.447642e-01	2.063027e+00
1.314716e+00	2.982500e+02	8.593329e+02	5.499634e+02	3.447642e-01	2.063027e+00
1.314716e+00	2.982500e+02	8.593329e+02	9.271776e+02	7.629016e-02	2.063027e+00
1.314716e+00	2.982500e+02	8.593329e+02	9.271776e+02	3.447642e-01	3.766232e+00
1.314716e+00	2.982500e+02	8.593329e+02	9.271776e+02	3.447642e-01	2.063027e+00
1.314716e+00	2.982500e+02	7.169089e+02	1.010518e+03	1.944907e-01	3.495469e+00
1.314716e+00	2.982500e+02	9.994378e+02	1.010518e+03	1.944907e-01	3.495469e+00
1.314716e+00	2.982500e+02	7.169089e+02	5.970716e+02	1.944907e-01	3.495469e+00
1.314716e+00	2.982500e+02	7.169089e+02	1.010518e+03	1.049515e-01	3.495469e+00
1.371869e+00	3.039081e+02	7.169089e+02	1.010518e+03	1.944907e-01	1.717536e+00
1.371869e+00	3.039081e+02	7.169089e+02	5.970716e+02	1.049515e-01	1.717536e+00
1.371869e+00	3.039081e+02	9.994378e+02	1.010518e+03	1.049515e-01	1.717536e+00
1.371869e+00	3.039081e+02	9.994378e+02	5.970716e+02	1.944907e-01	1.717536e+00
1.314716e+00	2.982500e+02	9.994378e+02	5.970716e+02	1.049515e-01	3.495469e+00
1.371869e+00	3.039081e+02	9.994378e+02	5.970716e+02	1.049515e-01	1.717536e+00
