cross	cell_definitions/cell_definition/phenotype/mechanics/cell_adhesion_affinities/cell_adhesion_affinity_membrane_membrane	cell_definitions/cell_definition/phenotype/mechanics/cell_adhesion_affinities/cell_adhesion_affinity_membrane_attracted	cell_definitions/cell_definition/phenotype/mechanics/cell_adhesion_affinities/cell_adhesion_affinity_attracted_membrane	cell_definitions/cell_definition/phenotype/motility/migration_bias_attracted	cell_definitions/cell_definition/phenotype/volume/total_attracted
0.000000e+00	9.214103e-01	9.014979e-01	1.460119e-01	3.088835e-02	5.425215e+03
0.000000e+00	7.705543e-01	2.478366e-02	3.922923e-01	8.170697e-01	5.436934e+03
0.000000e+00	1.678110e-01	2.478366e-02	3.922923e-01	8.170697e-01	5.436934e+03
1.000000e+00	7.705543e-01	4.752628e-01	3.922923e-01	8.170697e-01	5.436934e+03
0.000000e+00	7.705543e-01	2.478366e-02	7.107040e-01	8.170697e-01	5.436934e+03
0.000000e+00	7.705543e-01	2.478366e-02	3.922923e-01	8.860285e-01	5.436934e+03
1.000000e+00	7.705543e-01	2.478366e-02	3.922923e-01	8.170697e-01	3.512298e+03
1.000000e+00	7.705543e-01	4.752628e-01	7.107040e-01	8.860285e-01	3.512298e+03
0.000000e+00	1.678110e-01	2.478366e-02	7.107040e-01	8.860285e-01	3.512298e+03
0.000000e+00	1.678110e-01	4.752628e-01	3.922923e-01	8.860285e-01	3.512298e+03
0.000000e+00	1.678110e-01	4.752628e-01	7.107040e-01	8.170697e-01	3.512298e+03
0.000000e+00	1.678110e-01	4.752628e-01	7.107040e-01	8.860285e-01	5.436934e+03
0.000000e+00	1.678110e-01	4.752628e-01	7.107040e-01	8.860285e-01	3.512298e+03
0.000000e+00	7.978759e-01	8.473977e-01	7.225352e-01	3.881397e-01	3.909098e+03
1.000000e+00	6.195652e-01	8.473977e-01	7.225352e-01	3.881397e-01	3.909098e+03
0.000000e+00	7.978759e-01	1.600594e-01	7.225352e-01	3.881397e-01	3.909098e+03
1.000000e+00	7.978759e-01	8.473977e-01	1.864451e-01	3.881397e-01	3.909098e+03
1.000000e+00	7.978759e-01	8.473977e-01	7.225352e-01	8.023717e-01	3.909098e+03
1.000000e+00	7.978759e-01	8.473977e-01	7.225352e-01	3.881397e-01	5.262461e+03
1.000000e+00	7.978759e-01	1.600594e-01	1.864451e-01	8.023717e-01	5.262461e+03
1.000000e+00	6.195652e-01	8.473977e-01	1.864451e-01	8.023717e-01	5.262461e+03
1.000000e+00	6.195652e-01	1.600594e-01	7.225352e-01	8.023717e-01	5.262461e+03
1.000000e+00	6.195652e-01	1.600594e-01	1.864451e-01	3.881397e-01	5.262461e+03
1.000000e+00	6.195652e-01	1.600594e-01	1.864451e-01	8.023717e-01	3.909098e+03
1.000000e+00	6.195652e-01	1.600594e-01	1.864451e-01	8.023717e-01	5.262461e+03
1.000000e+00	4.159438e-01	4.124131e-02	2.291091e-01	5.645699e-01	4.478931e+03
1.000000e+00	3.732901e-01	4.124131e-02	2.291091e-01	5.645699e-01	4.478931e+03
1.000000e+00	4.159438e-01	7.172225e-01	2.291091e-01	5.645699e-01	4.478931e+03
1.000000e+00	4.159438e-01	4.124131e-02	7.467558e-01	5.645699e-01	4.478931e+03
0.000000e+00	4.159438e-01	4.124131e-02	2.291091e-01	1.575120e-01	4.478931e+03
1.000000e+00	4.159438e-01	4.124131e-02	2.291091e-01	5.645699e-01	3.425380e+03
0.000000e+00	4.159438e-01	7.172225e-01	7.467558e-01	1.575120e-01	3.425380e+03
0.000000e+00	3.732901e-01	4.124131e-02	7.467558e-01	1.575120e-01	3.425380e+03
0.000000e+00	3.732901e-01	7.172225e-01	2.291091e-01	1.575120e-01	3.425380e+03
1.000000e+00	3.732901e-01	7.172225e-01	7.467558e-01	5.645699e-01	3.425380e+03
0.000000e+00	3.732901e-01	7.172225e-01	7.467558e-01	1.575120e-01	4.478931e+03
0.000000e+00	3.732901e-01	7.172225e-01	7.467558e-01	1.575120e-01	3.425380e+03
0.000000e+00	1.193957e-01	5.038941e-01	8.318413e-01	3.653043e-02	5.066752e+03
0.000000e+00	1.523641e-01	5.038941e-01	8.318413e-01	3.653043e-02	5.066752e+03
0.000000e+00	1.193957e-01	4.129477e-01	8.318413e-01	3.653043e-02	5.066752e+03
0.000000e+00	1.193957e-01	5.038941e-01	7.851201e-01	3.653043e-02	5.066752e+03
0.000000e+00	1.193957e-01	5.038941e-01	8.318413e-01	3.133794e-01	5.066752e+03
0.000000e+00	1.193957e-01	5.038941e-01	8.318413e-01	3.653043e-02	3.917805e+03
1.000000e+00	1.193957e-01	4.129477e-01	7.851201e-01	3.133794e-01	3.917805e+03
1.000000e+00	1.523641e-01	5.038941e-01	7.851201e-01	3.133794e-01	3.917805e+03
0.000000e+00	1.523641e-01	4.129477e-01	8.318413e-01	3.133794e-01	3.917805e+03
0.000000e+00	1.523641e-01	4.129477e-01	7.851201e-01	3.653043e-02	3.917805e+03
1.000000e+00	1.523641e-01	4.129477e-01	7.851201e-01	3.133794e-01	5.066752e+03
1.000000e+00	1.523641e-01	4.129477e-01	7.851201e-01	3.133794e-01	3.917805e+03
0.000000e+00	7.213500e-01	3.227381e-01	3.385845e-01	9.785266e-01	3.251639e+03
0.000000e+00	8.987650e-01	3.227381e-01	3.385845e-01	9.785266e-01	3.251639e+03
0.000000e+00	7.213500e-01	9.641830e-01	3.385845e-01	9.785266e-01	3.251639e+03
0.000000e+00	7.213500e-01	3.227381e-01	3.453994e-01	9.785266e-01	3.251639e+03
1.000000e+00	7.213500e-01	3.227381e-01	3.385845e-01	7.070798e-01	3.251639e+03
0.000000e+00	7.213500e-01	3.227381e-01	3.385845e-01	9.785266e-01	4.424321e+03
0.000000e+00	7.213500e-01	9.641830e-01	3.453994e-01	7.070798e-01	4.424321e+03
1.000000e+00	8.987650e-01	3.227381e-01	3.453994e-01	7.070798e-01	4.424321e+03
1.000000e+00	8.987650e-01	9.641830e-01	3.385845e-01	7.070798e-01	4.424321e+03
0.000000e+00	8.987650e-01	9.641830e-01	3.453994e-01	9.785266e-01	4.424321e+03
1.000000e+00	8.987650e-01	9.641830e-01	3.453994e-01	7.070798e-01	3.251639e+03
1.000000e+00	8.987650e-01	9.641830e-01	3.453994e-01	7.070798e-01	4.424321e+03
1.000000e+00	5.812775e-01	6.697110e-01	2.230346e-02	7.500878e-01	3.405005e+03
1.000000e+00	6.879543e-01	6.697110e-01	2.230346e-02	7.500878e-01	3.405005e+03
1.000000e+00	5.812775e-01	3.325157e-01	2.230346e-02	7.500878e-01	3.405005e+03
1.000000e+00	5.812775e-01	6.697110e-01	8.777153e-01	7.500878e-01	3.405005e+03
1.000000e+00	5.812775e-01	6.697110e-01	2.230346e-02	4.617354e-01	3.405005e+03
1.000000e+00	5.812775e-01	6.697110e-01	2.230346e-02	7.500878e-01	3.202765e+03
1.000000e+00	5.812775e-01	3.325157e-01	8.777153e-01	4.617354e-01	3.202765e+03
1.000000e+00	6.879543e-01	6.697110e-01	8.777153e-01	4.617354e-01	3.202765e+03
1.000000e+00	6.879543e-01	3.325157e-01	2.230346e-02	4.617354e-01	3.202765e+03
1.000000e+00	6.879543e-01	3.325157e-01	8.777153e-01	7.500878e-01	3.202765e+03
1.000000e+00	6.879543e-01	3.325157e-01	8.777153e-01	4.617354e-01	3.405005e+03
1.000000e+00	6.879543e-01	3.325157e-01	8.777153e-01	4.617354e-01	3.202765e+03
0.000000e+00	1.990400e-01	4.729602e-01	5.309349e-01	2.026287e-01	5.217970e+03
0.000000e+00	4.415574e-01	4.729602e-01	5.309349e-01	2.026287e-01	5.217970e+03
0.000000e+00	1.990400e-01	7.909849e-01	5.309349e-01	2.026287e-01	5.217970e+03
0.000000e+00	1.990400e-01	4.729602e-01	4.379927e-01	2.026287e-01	5.217970e+03
1.000000e+00	1.990400e-01	4.729602e-01	5.309349e-01	5.744441e-01	5.217970e+03
0.000000e+00	1.990400e-01	4.729602e-01	5.309349e-01	2.026287e-01	5.117971e+03
1.000000e+00	1.990400e-01	7.909849e-01	4.379927e-01	5.744441e-01	5.117971e+03
1.000000e+00	4.415574e-01	4.729602e-01	4.379927e-01	5.744441e-01	5.117971e+03
1.000000e+00	4.415574e-01	7.909849e-01	5.309349e-01	5.744441e-01	5.117971e+03
0.000000e+00	4.415574e-01	7.909849e-01	4.379927e-01	2.026287e-01	5.117971e+03
1.000000e+00	4.415574e-01	7.909849e-01	4.379927e-01	5.744441e-01	5.217970e+03
1.000000e+00	4.415574e-01	7.909849e-01	4.379927e-01	5.744441e-01	5.117971e+03
0.000000e+00	2.739213e-01	9.507152e-01	4.130583e-01	6.641055e-01	4.638685e+03
1.000000e+00	3.722018e-02	9.507152e-01	4.130583e-01	6.641055e-01	4.638685e+03
1.000000e+00	2.739213e-01	7.935964e-02	4.130583e-01	6.641055e-01	4.638685e+03
1.000000e+00	2.739213e-01	9.507152e-01	3.110597e-02	6.641055e-01	4.638685e+03
0.000000e+00	2.739213e-01	9.507152e-01	4.130583e-01	9.195224e-01	4.638685e+03
1.000000e+00	2.739213e-01	9.507152e-01	4.130583e-01	6.641055e-01	4.704941e+03
1.000000e+00	2.739213e-01	7.935964e-02	3.110597e-02	9.195224e-01	4.704941e+03
0.000000e+00	3.722018e-02	9.507152e-01	3.110597e-02	9.195224e-01	4.704941e+03
0.000000e+00	3.722018e-02	7.935964e-02	4.130583e-01	9.195224e-01	4.704941e+03
1.000000e+00	3.722018e-02	7.935964e-02	3.110597e-02	6.641055e-01	4.704941e+03
0.000000e+00	3.722018e-02	7.935964e-02	3.110597e-02	9.195224e-01	4.638685e+03
0.000000e+00	3.722018e-02	7.935964e-02	3.110597e-02	9.195224e-01	4.704941e+03
1.000000e+00	8.755707e-01	1.289649e-01	9.213985e-01	3.509584e-01	4.070981e+03
1.000000e+00	7.834988e-01	1.289649e-01	9.213985e-01	3.509584e-01	4.070981e+03
1.000000e+00	8.755707e-01	5.437419e-01	9.213985e-01	3.509584e-01	4.070981e+03
1.000000e+00	8.755707e-01	1.289649e-01	5.914186e-01	3.509584e-01	4.070981e+03
0.000000e+00	8.755707e-01	1.289649e-01	9.213985e-01	5.614272e-02	4.070981e+03
1.000000e+00	8.755707e-01	1.289649e-01	9.213985e-01	3.509584e-01	3.964049e+03
0.000000e+00	8.755707e-01	5.437419e-01	5.914186e-01	5.614272e-02	3.964049e+03
0.000000e+00	7.834988e-01	1.289649e-01	5.914186e-01	5.614272e-02	3.964049e+03
0.000000e+00	7.834988e-01	5.437419e-01	9.213985e-01	5.614272e-02	3.964049e+03
1.000000e+00	7.834988e-01	5.437419e-01	5.914186e-01	3.509584e-01	3.964049e+03
0.000000e+00	7.834988e-01	5.437419e-01	5.914186e-01	5.614272e-02	4.070981e+03
0.000000e+00	7.834988e-01	5.437419e-01	5.914186e-01	5.614272e-02	3.964049e+03
0.000000e+00	9.515370e-01	5.825162e-01	4.902061e-01	1.598159e-01	4.283879e+03
0.000000e+00	9.483368e-01	5.825162e-01	4.902061e-01	1.598159e-01	4.283879e+03
0.000000e+00	9.515370e-01	2.936239e-01	4.902061e-01	1.598159e-01	4.283879e+03
0.000000e+00	9.515370e-01	5.825162e-01	9.655385e-01	1.598159e-01	4.283879e+03
1.000000e+00	9.515370e-01	5.825162e-01	4.902061e-01	3.755464e-01	4.283879e+03
1.000000e+00	9.515370e-01	5.825162e-01	4.902061e-01	1.598159e-01	4.298671e+03
1.000000e+00	9.515370e-01	2.936239e-01	9.655385e-01	3.755464e-01	4.298671e+03
1.000000e+00	9.483368e-01	5.825162e-01	9.655385e-01	3.755464e-01	4.298671e+03
1.000000e+00	9.483368e-01	2.936239e-01	4.902061e-01	3.755464e-01	4.298671e+03
0.000000e+00	9.483368e-01	2.936239e-01	9.655385e-01	1.598159e-01	4.298671e+03
1.000000e+00	9.483368e-01	2.936239e-01	9.655385e-01	3.755464e-01	4.283879e+03
1.000000e+00	9.483368e-01	2.936239e-01	9.655385e-01	3.755464e-01	4.298671e+03
0.000000e+00	3.346748e-01	2.792671e-01	9.965945e-01	8.562475e-01	3.714040e+03
0.000000e+00	2.024241e-01	2.792671e-01	9.965945e-01	8.562475e-01	3.714040e+03
0.000000e+00	3.346748e-01	8.292343e-01	9.965945e-01	8.562475e-01	3.714040e+03
0.000000e+00	3.346748e-01	2.792671e-01	4.052160e-01	8.562475e-01	3.714040e+03
1.000000e+00	3.346748e-01	2.792671e-01	9.965945e-01	5.199166e-01	3.714040e+03
0.000000e+00	3.346748e-01	2.792671e-01	9.965945e-01	8.562475e-01	3.711435e+03
1.000000e+00	3.346748e-01	8.292343e-01	4.052160e-01	5.199166e-01	3.711435e+03
1.000000e+00	2.024241e-01	2.792671e-01	4.052160e-01	5.199166e-01	3.711435e+03
1.000000e+00	2.024241e-01	8.292343e-01	9.965945e-01	5.199166e-01	3.711435e+03
1.000000e+00	2.024241e-01	8.292343e-01	4.052160e-01	8.562475e-01	3.711435e+03
1.000000e+00	2.024241e-01	8.292343e-01	4.052160e-01	5.199166e-01	3.714040e+03
1.000000e+00	2.024241e-01	8.292343e-01	4.052160e-01	5.199166e-01	3.711435e+03
0.000000e+00	1.299859e-01	8.010247e-01	6.820257e-02	2.614537e-01	3.134802e+03
0.000000e+00	2.943833e-01	8.010247e-01	6.820257e-02	2.614537e-01	3.134802e+03
1.000000e+00	1.299859e-01	4.061360e-02	6.820257e-02	2.614537e-01	3.134802e+03
1.000000e+00	1.299859e-01	8.010247e-01	6.413240e-02	2.614537e-01	3.134802e+03
0.000000e+00	1.299859e-01	8.010247e-01	6.820257e-02	9.900259e-01	3.134802e+03
1.000000e+00	1.299859e-01	8.010247e-01	6.820257e-02	2.614537e-01	3.612087e+03
0.000000e+00	1.299859e-01	4.061360e-02	6.413240e-02	9.900259e-01	3.612087e+03
0.000000e+00	2.943833e-01	8.010247e-01	6.413240e-02	9.900259e-01	3.612087e+03
0.000000e+00	2.943833e-01	4.061360e-02	6.820257e-02	9.900259e-01	3.612087e+03
0.000000e+00	2.943833e-01	4.061360e-02	6.413240e-02	2.614537e-01	3.612087e+03
0.000000e+00	2.943833e-01	4.061360e-02	6.413240e-02	9.900259e-01	3.134802e+03
0.000000e+00	2.943833e-01	4.061360e-02	6.413240e-02	9.900259e-01	3.612087e+03
1.000000e+00	5.292369e-01	1.227752e-01	5.748794e-01	6.922012e-01	4.949919e+03
1.000000e+00	5.401701e-01	1.227752e-01	5.748794e-01	6.922012e-01	4.949919e+03
1.000000e+00	5.292369e-01	5.821517e-01	5.748794e-01	6.922012e-01	4.949919e+03
1.000000e+00	5.292369e-01	1.227752e-01	5.038339e-01	6.922012e-01	4.949919e+03
0.000000e+00	5.292369e-01	1.227752e-01	5.748794e-01	9.486165e-02	4.949919e+03
1.000000e+00	5.292369e-01	1.227752e-01	5.748794e-01	6.922012e-01	5.368754e+03
0.000000e+00	5.292369e-01	5.821517e-01	5.038339e-01	9.486165e-02	5.368754e+03
0.000000e+00	5.401701e-01	1.227752e-01	5.038339e-01	9.486165e-02	5.368754e+03
0.000000e+00	5.401701e-01	5.821517e-01	5.748794e-01	9.486165e-02	5.368754e+03
1.000000e+00	5.401701e-01	5.821517e-01	5.038339e-01	6.922012e-01	5.368754e+03
0.000000e+00	5.401701e-01	5.821517e-01	5.038339e-01	9.486165e-02	4.949919e+03
0.000000e+00	5.401701e-01	5.821517e-01	5.038339e-01	9.486165e-02	5.368754e+03
1.000000e+00	6.683492e-01	9.004351e-01	7.507873e-01	5.456762e-01	5.413008e+03
1.000000e+00	8.603538e-01	9.004351e-01	7.507873e-01	5.456762e-01	5.413008e+03
1.000000e+00	6.683492e-01	2.140642e-01	7.507873e-01	5.456762e-01	5.413008e+03
1.000000e+00	6.683492e-01	9.004351e-01	2.193400e-01	5.456762e-01	5.413008e+03
1.000000e+00	6.683492e-01	9.004351e-01	7.507873e-01	8.574180e-01	5.413008e+03
1.000000e+00	6.683492e-01	9.004351e-01	7.507873e-01	5.456762e-01	4.167815e+03
1.000000e+00	6.683492e-01	2.140642e-01	2.193400e-01	8.574180e-01	4.167815e+03
0.000000e+00	8.603538e-01	9.004351e-01	2.193400e-01	8.574180e-01	4.167815e+03
0.000000e+00	8.603538e-01	2.140642e-01	7.507873e-01	8.574180e-01	4.167815e+03
1.000000e+00	8.603538e-01	2.140642e-01	2.193400e-01	5.456762e-01	4.167815e+03
0.000000e+00	8.603538e-01	2.140642e-01	2.193400e-01	8.574180e-01	5.413008e+03
1.000000e+00	8.603538e-01	2.140642e-01	2.193400e-01	8.574180e-01	4.167815e+03
1.000000e+00	5.130364e-02	2.065914e-01	2.594822e-01	4.703956e-01	3.600039e+03
1.000000e+00	1.145634e-01	2.065914e-01	2.594822e-01	4.703956e-01	3.600039e+03
1.000000e+00	5.130364e-02	6.628215e-01	2.594822e-01	4.703956e-01	3.600039e+03
1.000000e+00	5.130364e-02	2.065914e-01	6.590433e-01	4.703956e-01	3.600039e+03
0.000000e+00	5.130364e-02	2.065914e-01	2.594822e-01	2.432433e-01	3.600039e+03
1.000000e+00	5.130364e-02	2.065914e-01	2.594822e-01	4.703956e-01	4.833175e+03
0.000000e+00	5.130364e-02	6.628215e-01	6.590433e-01	2.432433e-01	4.833175e+03
1.000000e+00	1.145634e-01	2.065914e-01	6.590433e-01	2.432433e-01	4.833175e+03
0.000000e+00	1.145634e-01	6.628215e-01	2.594822e-01	2.432433e-01	4.833175e+03
1.000000e+00	1.145634e-01	6.628215e-01	6.590433e-01	4.703956e-01	4.833175e+03
0.000000e+00	1.145634e-01	6.628215e-01	6.590433e-01	2.432433e-01	3.600039e+03
0.000000e+00	1.145634e-01	6.628215e-01	6.590433e-01	2.432433e-01	4.833175e+03
0.000000e+00	4.757348e-01	7.444280e-01	6.727298e-01	8.816910e-01	4.187832e+03
0.000000e+00	3.978674e-01	7.444280e-01	6.727298e-01	8.816910e-01	4.187832e+03
0.000000e+00	4.757348e-01	4.668540e-01	6.727298e-01	8.816910e-01	4.187832e+03
0.000000e+00	4.757348e-01	7.444280e-01	8.725866e-01	8.816910e-01	4.187832e+03
0.000000e+00	4.757348e-01	7.444280e-01	6.727298e-01	2.741417e-01	4.187832e+03
1.000000e+00	4.757348e-01	7.444280e-01	6.727298e-01	8.816910e-01	5.009399e+03
0.000000e+00	4.757348e-01	4.668540e-01	8.725866e-01	2.741417e-01	5.009399e+03
1.000000e+00	3.978674e-01	7.444280e-01	8.725866e-01	2.741417e-01	5.009399e+03
0.000000e+00	3.978674e-01	4.668540e-01	6.727298e-01	2.741417e-01	5.009399e+03
1.000000e+00	3.978674e-01	4.668540e-01	8.725866e-01	8.816910e-01	5.009399e+03
0.000000e+00	3.978674e-01	4.668540e-01	8.725866e-01	2.741417e-01	4.187832e+03
0.000000e+00	3.978674e-01	4.668540e-01	8.725866e-01	2.741417e-01	5.009399e+03
0.000000e+00	8.748028e-01	4.255838e-01	1.812582e-01	7.197230e-02	4.755541e+03
0.000000e+00	6.437760e-01	4.255838e-01	1.812582e-01	7.197230e-02	4.755541e+03
0.000000e+00	8.748028e-01	9.096983e-01	1.812582e-01	7.197230e-02	4.755541e+03
0.000000e+00	8.748028e-01	4.255838e-01	3.122624e-01	7.197230e-02	4.755541e+03
1.000000e+00	8.748028e-01	4.255838e-01	1.812582e-01	6.370341e-01	4.755541e+03
0.000000e+00	8.748028e-01	4.255838e-01	1.812582e-01	7.197230e-02	3.018357e+03
1.000000e+00	8.748028e-01	9.096983e-01	3.122624e-01	6.370341e-01	3.018357e+03
1.000000e+00	6.437760e-01	4.255838e-01	3.122624e-01	6.370341e-01	3.018357e+03
1.000000e+00	6.437760e-01	9.096983e-01	1.812582e-01	6.370341e-01	3.018357e+03
0.000000e+00	6.437760e-01	9.096983e-01	3.122624e-01	7.197230e-02	3.018357e+03
1.000000e+00	6.437760e-01	9.096983e-01	3.122624e-01	6.370341e-01	4.755541e+03
1.000000e+00	6.437760e-01	9.096983e-01	3.122624e-01	6.370341e-01	3.018357e+03
1.000000e+00	8.620008e-01	6.021317e-01	6.415223e-01	8.457757e-01	5.185819e+03
1.000000e+00	8.065410e-01	6.021317e-01	6.415223e-01	8.457757e-01	5.185819e+03
1.000000e+00	8.620008e-01	7.622293e-01	6.415223e-01	8.457757e-01	5.185819e+03
1.000000e+00	8.620008e-01	6.021317e-01	3.519994e-01	8.457757e-01	5.185819e+03
0.000000e+00	8.620008e-01	6.021317e-01	6.415223e-01	9.613739e-01	5.185819e+03
0.000000e+00	8.620008e-01	6.021317e-01	6.415223e-01	8.457757e-01	4.923173e+03
0.000000e+00	8.620008e-01	7.622293e-01	3.519994e-01	9.613739e-01	4.923173e+03
0.000000e+00	8.065410e-01	6.021317e-01	3.519994e-01	9.613739e-01	4.923173e+03
0.000000e+00	8.065410e-01	7.622293e-01	6.415223e-01	9.613739e-01	4.923173e+03
1.000000e+00	8.065410e-01	7.622293e-01	3.519994e-01	8.457757e-01	4.923173e+03
0.000000e+00	8.065410e-01	7.622293e-01	3.519994e-01	9.613739e-01	5.185819e+03
0.000000e+00	8.065410e-01	7.622293e-01	3.519994e-01	9.613739e-01	4.923173e+03
0.000000e+00	4.788632e-01	2.822957e-01	1.499669e-01	1.694103e-01	3.212015e+03
0.000000e+00	6.026238e-02	2.822957e-01	1.499669e-01	1.694103e-01	3.212015e+03
0.000000e+00	4.788632e-01	3.604005e-01	1.499669e-01	1.694103e-01	3.212015e+03
0.000000e+00	4.788632e-01	2.822957e-01	7.912154e-01	1.694103e-01	3.212015e+03
0.000000e+00	4.788632e-01	2.822957e-01	1.499669e-01	7.479992e-02	3.212015e+03
0.000000e+00	4.788632e-01	2.822957e-01	1.499669e-01	1.694103e-01	3.085938e+03
0.000000e+00	4.788632e-01	3.604005e-01	7.912154e-01	7.479992e-02	3.085938e+03
0.000000e+00	6.026238e-02	2.822957e-01	7.912154e-01	7.479992e-02	3.085938e+03
0.000000e+00	6.026238e-02	3.604005e-01	1.499669e-01	7.479992e-02	3.085938e+03
0.000000e+00	6.026238e-02	3.604005e-01	7.912154e-01	1.694103e-01	3.085938e+03
0.000000e+00	6.026238e-02	3.604005e-01	7.912154e-01	7.479992e-02	3.212015e+03
0.000000e+00	6.026238e-02	3.604005e-01	7.912154e-01	7.479992e-02	3.085938e+03
1.000000e+00	5.659831e-02	7.586280e-01	7.820027e-01	6.973239e-01	3.794914e+03
1.000000e+00	4.683227e-01	7.586280e-01	7.820027e-01	6.973239e-01	3.794914e+03
1.000000e+00	5.659831e-02	5.094929e-01	7.820027e-01	6.973239e-01	3.794914e+03
1.000000e+00	5.659831e-02	7.586280e-01	7.396831e-01	6.973239e-01	3.794914e+03
1.000000e+00	5.659831e-02	7.586280e-01	7.820027e-01	4.191438e-01	3.794914e+03
1.000000e+00	5.659831e-02	7.586280e-01	7.820027e-01	6.973239e-01	4.237505e+03
1.000000e+00	5.659831e-02	5.094929e-01	7.396831e-01	4.191438e-01	4.237505e+03
0.000000e+00	4.683227e-01	7.586280e-01	7.396831e-01	4.191438e-01	4.237505e+03
1.000000e+00	4.683227e-01	5.094929e-01	7.820027e-01	4.191438e-01	4.237505e+03
1.000000e+00	4.683227e-01	5.094929e-01	7.396831e-01	6.973239e-01	4.237505e+03
1.000000e+00	4.683227e-01	5.094929e-01	7.396831e-01	4.191438e-01	3.794914e+03
1.000000e+00	4.683227e-01	5.094929e-01	7.396831e-01	4.191438e-01	4.237505e+03
0.000000e+00	6.573473e-01	6.379250e-02	2.907662e-01	2.552705e-01	4.513673e+03
0.000000e+00	7.147196e-01	6.379250e-02	2.907662e-01	2.552705e-01	4.513673e+03
0.000000e+00	6.573473e-01	1.134703e-01	2.907662e-01	2.552705e-01	4.513673e+03
0.000000e+00	6.573473e-01	6.379250e-02	1.788695e-01	2.552705e-01	4.513673e+03
1.000000e+00	6.573473e-01	6.379250e-02	2.907662e-01	5.565117e-01	4.513673e+03
0.000000e+00	6.573473e-01	6.379250e-02	2.907662e-01	2.552705e-01	4.744173e+03
1.000000e+00	6.573473e-01	1.134703e-01	1.788695e-01	5.565117e-01	4.744173e+03
1.000000e+00	7.147196e-01	6.379250e-02	1.788695e-01	5.565117e-01	4.744173e+03
1.000000e+00	7.147196e-01	1.134703e-01	2.907662e-01	5.565117e-01	4.744173e+03
0.000000e+00	7.147196e-01	1.134703e-01	1.788695e-01	2.552705e-01	4.744173e+03
1.000000e+00	7.147196e-01	1.134703e-01	1.788695e-01	5.565117e-01	4.513673e+03
1.000000e+00	7.147196e-01	1.134703e-01	1.788695e-01	5.565117e-01	4.744173e+03
1.000000e+00	5.161604e-01	9.129704e-01	9.947889e-02	4.838276e-01	4.677108e+03
1.000000e+00	8.788976e-01	9.129704e-01	9.947889e-02	4.838276e-01	4.677108e+03
1.000000e+00	5.161604e-01	7.452307e-01	9.947889e-02	4.838276e-01	4.677108e+03
1.000000e+00	5.161604e-01	9.129704e-01	5.823908e-01	4.838276e-01	4.677108e+03
0.000000e+00	5.161604e-01	9.129704e-01	9.947889e-02	3.017717e-01	4.677108e+03
1.000000e+00	5.161604e-01	9.129704e-01	9.947889e-02	4.838276e-01	3.542015e+03
1.000000e+00	5.161604e-01	7.452307e-01	5.823908e-01	3.017717e-01	3.542015e+03
1.000000e+00	8.788976e-01	9.129704e-01	5.823908e-01	3.017717e-01	3.542015e+03
1.000000e+00	8.788976e-01	7.452307e-01	9.947889e-02	3.017717e-01	3.542015e+03
1.000000e+00	8.788976e-01	7.452307e-01	5.823908e-01	4.838276e-01	3.542015e+03
0.000000e+00	8.788976e-01	7.452307e-01	5.823908e-01	3.017717e-01	4.677108e+03
0.000000e+00	8.788976e-01	7.452307e-01	5.823908e-01	3.017717e-01	3.542015e+03
1.000000e+00	1.332057e-01	2.337900e-01	6.061025e-01	5.313515e-01	3.955595e+03
1.000000e+00	1.324966e-01	2.337900e-01	6.061025e-01	5.313515e-01	3.955595e+03
1.000000e+00	1.332057e-01	1.314267e-01	6.061025e-01	5.313515e-01	3.955595e+03
1.000000e+00	1.332057e-01	2.337900e-01	2.157915e-02	5.313515e-01	3.955595e+03
1.000000e+00	1.332057e-01	2.337900e-01	6.061025e-01	6.581177e-01	3.955595e+03
1.000000e+00	1.332057e-01	2.337900e-01	6.061025e-01	5.313515e-01	5.457375e+03
1.000000e+00	1.332057e-01	1.314267e-01	2.157915e-02	6.581177e-01	5.457375e+03
1.000000e+00	1.324966e-01	2.337900e-01	2.157915e-02	6.581177e-01	5.457375e+03
1.000000e+00	1.324966e-01	1.314267e-01	6.061025e-01	6.581177e-01	5.457375e+03
1.000000e+00	1.324966e-01	1.314267e-01	2.157915e-02	5.313515e-01	5.457375e+03
1.000000e+00	1.324966e-01	1.314267e-01	2.157915e-02	6.581177e-01	3.955595e+03
1.000000e+00	1.324966e-01	1.314267e-01	2.157915e-02	6.581177e-01	5.457375e+03
0.000000e+00	3.396335e-01	6.939745e-01	4.589376e-01	6.974881e-02	3.361700e+03
0.000000e+00	3.492113e-01	6.939745e-01	4.589376e-01	6.974881e-02	3.361700e+03
0.000000e+00	3.396335e-01	9.981723e-01	4.589376e-01	6.974881e-02	3.361700e+03
0.000000e+00	3.396335e-01	6.939745e-01	4.465477e-01	6.974881e-02	3.361700e+03
0.000000e+00	3.396335e-01	6.939745e-01	4.589376e-01	8.127662e-01	3.361700e+03
0.000000e+00	3.396335e-01	6.939745e-01	4.589376e-01	6.974881e-02	4.385125e+03
1.000000e+00	3.396335e-01	9.981723e-01	4.465477e-01	8.127662e-01	4.385125e+03
1.000000e+00	3.492113e-01	6.939745e-01	4.465477e-01	8.127662e-01	4.385125e+03
1.000000e+00	3.492113e-01	9.981723e-01	4.589376e-01	8.127662e-01	4.385125e+03
