cross	cell_definitions/cell_definition/phenotype/mechanics/cell_adhesion_affinities/cell_adhesion_affinity_membrane_membrane	cell_definitions/cell_definition/phenotype/mechanics/cell_adhesion_affinities/cell_adhesion_affinity_membrane_attracted	cell_definitions/cell_definition/phenotype/mechanics/cell_adhesion_affinities/cell_adhesion_affinity_attracted_membrane	cell_definitions/cell_definition/phenotype/motility/migration_bias_attracted	cell_definitions/cell_definition/phenotype/volume/total_attracted
1.000000e+00	3.426767e-01	4.889212e-01	2.725896e-01	6.428511e-01	3.870425e+03
1.000000e+00	9.352282e-01	3.697982e-01	2.725896e-01	6.428511e-01	3.870425e+03
1.000000e+00	9.352282e-01	4.889212e-01	1.308342e-01	6.428511e-01	3.870425e+03
1.000000e+00	9.352282e-01	4.889212e-01	2.725896e-01	6.762931e-01	3.870425e+03
1.000000e+00	9.352282e-01	4.889212e-01	2.725896e-01	6.428511e-01	4.065404e+03
1.000000e+00	9.352282e-01	3.697982e-01	1.308342e-01	6.762931e-01	4.065404e+03
0.000000e+00	3.426767e-01	4.889212e-01	1.308342e-01	6.762931e-01	4.065404e+03
1.000000e+00	3.426767e-01	3.697982e-01	2.725896e-01	6.762931e-01	4.065404e+03
1.000000e+00	3.426767e-01	3.697982e-01	1.308342e-01	6.428511e-01	4.065404e+03
1.000000e+00	3.426767e-01	3.697982e-01	1.308342e-01	6.762931e-01	3.870425e+03
1.000000e+00	3.426767e-01	3.697982e-01	1.308342e-01	6.762931e-01	4.065404e+03
0.000000e+00	9.876951e-01	7.859792e-01	8.255395e-01	8.344762e-01	4.796367e+03
1.000000e+00	4.293972e-01	7.859792e-01	8.255395e-01	8.344762e-01	4.796367e+03
1.000000e+00	9.876951e-01	6.199228e-01	8.255395e-01	8.344762e-01	4.796367e+03
1.000000e+00	9.876951e-01	7.859792e-01	2.547137e-01	8.344762e-01	4.796367e+03
1.000000e+00	9.876951e-01	7.859792e-01	8.255395e-01	7.631395e-01	4.796367e+03
1.000000e+00	9.876951e-01	7.859792e-01	8.255395e-01	8.344762e-01	4.360656e+03
1.000000e+00	9.876951e-01	6.199228e-01	2.547137e-01	7.631395e-01	4.360656e+03
1.000000e+00	4.293972e-01	7.859792e-01	2.547137e-01	7.631395e-01	4.360656e+03
1.000000e+00	4.293972e-01	6.199228e-01	8.255395e-01	7.631395e-01	4.360656e+03
1.000000e+00	4.293972e-01	6.199228e-01	2.547137e-01	8.344762e-01	4.360656e+03
1.000000e+00	4.293972e-01	6.199228e-01	2.547137e-01	7.631395e-01	4.796367e+03
1.000000e+00	4.293972e-01	6.199228e-01	2.547137e-01	7.631395e-01	4.360656e+03
0.000000e+00	3.550305e-01	1.067530e-01	3.165356e-01	1.503069e-01	4.226371e+03
0.000000e+00	6.756721e-01	1.067530e-01	3.165356e-01	1.503069e-01	4.226371e+03
0.000000e+00	3.550305e-01	7.095416e-03	3.165356e-01	1.503069e-01	4.226371e+03
0.000000e+00	3.550305e-01	1.067530e-01	8.189288e-01	1.503069e-01	4.226371e+03
0.000000e+00	3.550305e-01	1.067530e-01	3.165356e-01	1.500180e-01	4.226371e+03
0.000000e+00	3.550305e-01	1.067530e-01	3.165356e-01	1.503069e-01	3.697892e+03
0.000000e+00	3.550305e-01	7.095416e-03	8.189288e-01	1.500180e-01	3.697892e+03
0.000000e+00	6.756721e-01	1.067530e-01	8.189288e-01	1.500180e-01	3.697892e+03
0.000000e+00	6.756721e-01	7.095416e-03	3.165356e-01	1.500180e-01	3.697892e+03
0.000000e+00	6.756721e-01	7.095416e-03	8.189288e-01	1.503069e-01	3.697892e+03
0.000000e+00	6.756721e-01	7.095416e-03	8.189288e-01	1.500180e-01	4.226371e+03
0.000000e+00	6.756721e-01	7.095416e-03	8.189288e-01	1.500180e-01	3.697892e+03
1.000000e+00	1.798207e-01	5.669834e-01	7.475139e-01	7.486446e-01	3.559366e+03
1.000000e+00	8.299329e-01	5.669834e-01	7.475139e-01	7.486446e-01	3.559366e+03
1.000000e+00	1.798207e-01	8.749402e-01	7.475139e-01	7.486446e-01	3.559366e+03
1.000000e+00	1.798207e-01	5.669834e-01	6.502013e-01	7.486446e-01	3.559366e+03
1.000000e+00	1.798207e-01	5.669834e-01	7.475139e-01	3.673783e-01	3.559366e+03
1.000000e+00	1.798207e-01	5.669834e-01	7.475139e-01	7.486446e-01	3.478608e+03
0.000000e+00	1.798207e-01	8.749402e-01	6.502013e-01	3.673783e-01	3.478608e+03
1.000000e+00	8.299329e-01	5.669834e-01	6.502013e-01	3.673783e-01	3.478608e+03
1.000000e+00	8.299329e-01	8.749402e-01	7.475139e-01	3.673783e-01	3.478608e+03
1.000000e+00	8.299329e-01	8.749402e-01	6.502013e-01	7.486446e-01	3.478608e+03
1.000000e+00	8.299329e-01	8.749402e-01	6.502013e-01	3.673783e-01	3.559366e+03
1.000000e+00	8.299329e-01	8.749402e-01	6.502013e-01	3.673783e-01	3.478608e+03
1.000000e+00	5.320192e-01	2.627577e-01	2.383409e-01	2.987911e-01	5.374317e+03
0.000000e+00	8.353222e-02	2.627577e-01	2.383409e-01	2.987911e-01	5.374317e+03
1.000000e+00	5.320192e-01	2.524160e-01	2.383409e-01	2.987911e-01	5.374317e+03
0.000000e+00	5.320192e-01	2.627577e-01	2.143887e-01	2.987911e-01	5.374317e+03
1.000000e+00	5.320192e-01	2.627577e-01	2.383409e-01	7.312936e-01	5.374317e+03
1.000000e+00	5.320192e-01	2.627577e-01	2.383409e-01	2.987911e-01	5.471940e+03
1.000000e+00	5.320192e-01	2.524160e-01	2.143887e-01	7.312936e-01	5.471940e+03
1.000000e+00	8.353222e-02	2.627577e-01	2.143887e-01	7.312936e-01	5.471940e+03
1.000000e+00	8.353222e-02	2.524160e-01	2.383409e-01	7.312936e-01	5.471940e+03
1.000000e+00	8.353222e-02	2.524160e-01	2.143887e-01	2.987911e-01	5.471940e+03
1.000000e+00	8.353222e-02	2.524160e-01	2.143887e-01	7.312936e-01	5.374317e+03
1.000000e+00	8.353222e-02	2.524160e-01	2.143887e-01	7.312936e-01	5.471940e+03
1.000000e+00	6.419463e-01	7.291383e-01	4.301026e-01	4.647354e-01	4.910291e+03
1.000000e+00	2.633504e-01	7.291383e-01	4.301026e-01	4.647354e-01	4.910291e+03
1.000000e+00	6.419463e-01	8.880211e-01	4.301026e-01	4.647354e-01	4.910291e+03
1.000000e+00	6.419463e-01	7.291383e-01	5.556606e-01	4.647354e-01	4.910291e+03
1.000000e+00	6.419463e-01	7.291383e-01	4.301026e-01	4.687717e-01	4.910291e+03
1.000000e+00	6.419463e-01	7.291383e-01	4.301026e-01	4.647354e-01	4.174108e+03
1.000000e+00	6.419463e-01	8.880211e-01	5.556606e-01	4.687717e-01	4.174108e+03
1.000000e+00	2.633504e-01	7.291383e-01	5.556606e-01	4.687717e-01	4.174108e+03
1.000000e+00	2.633504e-01	8.880211e-01	4.301026e-01	4.687717e-01	4.174108e+03
1.000000e+00	2.633504e-01	8.880211e-01	5.556606e-01	4.647354e-01	4.174108e+03
1.000000e+00	2.633504e-01	8.880211e-01	5.556606e-01	4.687717e-01	4.910291e+03
1.000000e+00	2.633504e-01	8.880211e-01	5.556606e-01	4.687717e-01	4.174108e+03
1.000000e+00	9.464527e-03	4.093177e-01	9.229397e-01	5.200556e-01	3.097469e+03
1.000000e+00	5.097475e-01	4.093177e-01	9.229397e-01	5.200556e-01	3.097469e+03
1.000000e+00	9.464527e-03	4.852157e-01	9.229397e-01	5.200556e-01	3.097469e+03
1.000000e+00	9.464527e-03	4.093177e-01	1.198500e-01	5.200556e-01	3.097469e+03
1.000000e+00	9.464527e-03	4.093177e-01	9.229397e-01	6.141952e-01	3.097469e+03
1.000000e+00	9.464527e-03	4.093177e-01	9.229397e-01	5.200556e-01	4.758747e+03
1.000000e+00	9.464527e-03	4.852157e-01	1.198500e-01	6.141952e-01	4.758747e+03
1.000000e+00	5.097475e-01	4.093177e-01	1.198500e-01	6.141952e-01	4.758747e+03
1.000000e+00	5.097475e-01	4.852157e-01	9.229397e-01	6.141952e-01	4.758747e+03
1.000000e+00	5.097475e-01	4.852157e-01	1.198500e-01	5.200556e-01	4.758747e+03
1.000000e+00	5.097475e-01	4.852157e-01	1.198500e-01	6.141952e-01	3.097469e+03
1.000000e+00	5.097475e-01	4.852157e-01	1.198500e-01	6.141952e-01	4.758747e+03
0.000000e+00	4.630084e-01	8.856346e-01	8.067037e-03	1.132806e-01	3.753517e+03
0.000000e+00	9.802310e-01	8.856346e-01	8.067037e-03	1.132806e-01	3.753517e+03
0.000000e+00	4.630084e-01	6.332100e-01	8.067037e-03	1.132806e-01	3.753517e+03
0.000000e+00	4.630084e-01	8.856346e-01	4.119984e-01	1.132806e-01	3.753517e+03
0.000000e+00	4.630084e-01	8.856346e-01	8.067037e-03	8.957663e-01	3.753517e+03
0.000000e+00	4.630084e-01	8.856346e-01	8.067037e-03	1.132806e-01	4.898657e+03
0.000000e+00	4.630084e-01	6.332100e-01	4.119984e-01	8.957663e-01	4.898657e+03
0.000000e+00	9.802310e-01	8.856346e-01	4.119984e-01	8.957663e-01	4.898657e+03
0.000000e+00	9.802310e-01	6.332100e-01	8.067037e-03	8.957663e-01	4.898657e+03
0.000000e+00	9.802310e-01	6.332100e-01	4.119984e-01	1.132806e-01	4.898657e+03
0.000000e+00	9.802310e-01	6.332100e-01	4.119984e-01	8.957663e-01	3.753517e+03
1.000000e+00	9.802310e-01	6.332100e-01	4.119984e-01	8.957663e-01	4.898657e+03
0.000000e+00	8.153903e-01	1.908145e-01	5.011956e-01	9.341630e-01	4.321364e+03
0.000000e+00	2.339521e-01	1.908145e-01	5.011956e-01	9.341630e-01	4.321364e+03
0.000000e+00	8.153903e-01	2.401171e-01	5.011956e-01	9.341630e-01	4.321364e+03
1.000000e+00	8.153903e-01	1.908145e-01	9.762116e-01	9.341630e-01	4.321364e+03
0.000000e+00	8.153903e-01	1.908145e-01	5.011956e-01	1.625026e-03	4.321364e+03
0.000000e+00	8.153903e-01	1.908145e-01	5.011956e-01	9.341630e-01	3.139699e+03
0.000000e+00	8.153903e-01	2.401171e-01	9.762116e-01	1.625026e-03	3.139699e+03
0.000000e+00	2.339521e-01	1.908145e-01	9.762116e-01	1.625026e-03	3.139699e+03
0.000000e+00	2.339521e-01	2.401171e-01	5.011956e-01	1.625026e-03	3.139699e+03
0.000000e+00	2.339521e-01	2.401171e-01	9.762116e-01	9.341630e-01	3.139699e+03
0.000000e+00	2.339521e-01	2.401171e-01	9.762116e-01	1.625026e-03	4.321364e+03
0.000000e+00	2.339521e-01	2.401171e-01	9.762116e-01	1.625026e-03	3.139699e+03
1.000000e+00	8.396225e-01	6.963525e-01	9.490302e-01	6.254065e-01	3.228034e+03
1.000000e+00	6.495638e-02	6.963525e-01	9.490302e-01	6.254065e-01	3.228034e+03
1.000000e+00	8.396225e-01	7.253805e-01	9.490302e-01	6.254065e-01	3.228034e+03
1.000000e+00	8.396225e-01	6.963525e-01	8.348695e-01	6.254065e-01	3.228034e+03
1.000000e+00	8.396225e-01	6.963525e-01	9.490302e-01	5.495350e-01	3.228034e+03
1.000000e+00	8.396225e-01	6.963525e-01	9.490302e-01	6.254065e-01	5.052982e+03
1.000000e+00	8.396225e-01	7.253805e-01	8.348695e-01	5.495350e-01	5.052982e+03
1.000000e+00	6.495638e-02	6.963525e-01	8.348695e-01	5.495350e-01	5.052982e+03
1.000000e+00	6.495638e-02	7.253805e-01	9.490302e-01	5.495350e-01	5.052982e+03
1.000000e+00	6.495638e-02	7.253805e-01	8.348695e-01	6.254065e-01	5.052982e+03
1.000000e+00	6.495638e-02	7.253805e-01	8.348695e-01	5.495350e-01	3.228034e+03
1.000000e+00	6.495638e-02	7.253805e-01	8.348695e-01	5.495350e-01	5.052982e+03
1.000000e+00	4.406025e-01	3.755781e-01	4.401446e-01	3.271500e-01	5.160644e+03
1.000000e+00	8.191658e-01	3.755781e-01	4.401446e-01	3.271500e-01	5.160644e+03
1.000000e+00	4.406025e-01	1.516234e-01	4.401446e-01	3.271500e-01	5.160644e+03
1.000000e+00	4.406025e-01	3.755781e-01	2.701986e-01	3.271500e-01	5.160644e+03
1.000000e+00	4.406025e-01	3.755781e-01	4.401446e-01	4.124277e-01	5.160644e+03
0.000000e+00	4.406025e-01	3.755781e-01	4.401446e-01	3.271500e-01	3.294026e+03
1.000000e+00	4.406025e-01	1.516234e-01	2.701986e-01	4.124277e-01	3.294026e+03
1.000000e+00	8.191658e-01	3.755781e-01	2.701986e-01	4.124277e-01	3.294026e+03
1.000000e+00	8.191658e-01	1.516234e-01	4.401446e-01	4.124277e-01	3.294026e+03
1.000000e+00	8.191658e-01	1.516234e-01	2.701986e-01	3.271500e-01	3.294026e+03
1.000000e+00	8.191658e-01	1.516234e-01	2.701986e-01	4.124277e-01	5.160644e+03
1.000000e+00	8.191658e-01	1.516234e-01	2.701986e-01	4.124277e-01	3.294026e+03
1.000000e+00	1.612376e-02	9.153459e-01	6.209751e-01	7.895157e-01	4.503147e+03
1.000000e+00	6.610487e-01	9.153459e-01	6.209751e-01	7.895157e-01	4.503147e+03
1.000000e+00	1.612376e-02	9.726237e-01	6.209751e-01	7.895157e-01	4.503147e+03
0.000000e+00	1.612376e-02	9.153459e-01	1.991805e-01	7.895157e-01	4.503147e+03
0.000000e+00	1.612376e-02	9.153459e-01	6.209751e-01	7.030918e-02	4.503147e+03
1.000000e+00	1.612376e-02	9.153459e-01	6.209751e-01	7.895157e-01	4.019862e+03
0.000000e+00	1.612376e-02	9.726237e-01	1.991805e-01	7.030918e-02	4.019862e+03
0.000000e+00	6.610487e-01	9.153459e-01	1.991805e-01	7.030918e-02	4.019862e+03
0.000000e+00	6.610487e-01	9.726237e-01	6.209751e-01	7.030918e-02	4.019862e+03
1.000000e+00	6.610487e-01	9.726237e-01	1.991805e-01	7.895157e-01	4.019862e+03
0.000000e+00	6.610487e-01	9.726237e-01	1.991805e-01	7.030918e-02	4.503147e+03
0.000000e+00	6.610487e-01	9.726237e-01	1.991805e-01	7.030918e-02	4.019862e+03
0.000000e+00	6.332167e-01	2.195720e-01	1.119201e-01	2.256935e-01	3.815816e+03
0.000000e+00	4.069576e-01	2.195720e-01	1.119201e-01	2.256935e-01	3.815816e+03
0.000000e+00	6.332167e-01	4.047792e-01	1.119201e-01	2.256935e-01	3.815816e+03
0.000000e+00	6.332167e-01	2.195720e-01	6.344724e-01	2.256935e-01	3.815816e+03
0.000000e+00	6.332167e-01	2.195720e-01	1.119201e-01	9.561353e-01	3.815816e+03
0.000000e+00	6.332167e-01	2.195720e-01	1.119201e-01	2.256935e-01	4.604503e+03
0.000000e+00	6.332167e-01	4.047792e-01	6.344724e-01	9.561353e-01	4.604503e+03
0.000000e+00	4.069576e-01	2.195720e-01	6.344724e-01	9.561353e-01	4.604503e+03
0.000000e+00	4.069576e-01	4.047792e-01	1.119201e-01	9.561353e-01	4.604503e+03
0.000000e+00	4.069576e-01	4.047792e-01	6.344724e-01	2.256935e-01	4.604503e+03
0.000000e+00	4.069576e-01	4.047792e-01	6.344724e-01	9.561353e-01	3.815816e+03
0.000000e+00	4.069576e-01	4.047792e-01	6.344724e-01	9.561353e-01	4.604503e+03
0.000000e+00	5.566179e-01	7.572178e-01	3.114944e-01	1.273328e-02	3.968868e+03
0.000000e+00	2.427814e-01	7.572178e-01	3.114944e-01	1.273328e-02	3.968868e+03
0.000000e+00	5.566179e-01	7.669154e-01	3.114944e-01	1.273328e-02	3.968868e+03
0.000000e+00	5.566179e-01	7.572178e-01	1.042659e-01	1.273328e-02	3.968868e+03
0.000000e+00	5.566179e-01	7.572178e-01	3.114944e-01	2.185385e-01	3.968868e+03
0.000000e+00	5.566179e-01	7.572178e-01	3.114944e-01	1.273328e-02	3.325622e+03
0.000000e+00	5.566179e-01	7.669154e-01	1.042659e-01	2.185385e-01	3.325622e+03
0.000000e+00	2.427814e-01	7.572178e-01	1.042659e-01	2.185385e-01	3.325622e+03
1.000000e+00	2.427814e-01	7.669154e-01	3.114944e-01	2.185385e-01	3.325622e+03
0.000000e+00	2.427814e-01	7.669154e-01	1.042659e-01	1.273328e-02	3.325622e+03
0.000000e+00	2.427814e-01	7.669154e-01	1.042659e-01	2.185385e-01	3.968868e+03
0.000000e+00	2.427814e-01	7.669154e-01	1.042659e-01	2.185385e-01	3.325622e+03
0.000000e+00	1.572925e-01	7.703800e-02	8.042134e-01	9.398311e-01	4.653459e+03
0.000000e+00	9.968690e-01	7.703800e-02	8.042134e-01	9.398311e-01	4.653459e+03
0.000000e+00	1.572925e-01	3.563053e-01	8.042134e-01	9.398311e-01	4.653459e+03
1.000000e+00	1.572925e-01	7.703800e-02	5.395597e-01	9.398311e-01	4.653459e+03
0.000000e+00	1.572925e-01	7.703800e-02	8.042134e-01	8.233745e-01	4.653459e+03
0.000000e+00	1.572925e-01	7.703800e-02	8.042134e-01	9.398311e-01	5.318953e+03
1.000000e+00	1.572925e-01	3.563053e-01	5.395597e-01	8.233745e-01	5.318953e+03
1.000000e+00	9.968690e-01	7.703800e-02	5.395597e-01	8.233745e-01	5.318953e+03
1.000000e+00	9.968690e-01	3.563053e-01	8.042134e-01	8.233745e-01	5.318953e+03
0.000000e+00	9.968690e-01	3.563053e-01	5.395597e-01	9.398311e-01	5.318953e+03
1.000000e+00	9.968690e-01	3.563053e-01	5.395597e-01	8.233745e-01	4.653459e+03
0.000000e+00	9.968690e-01	3.563053e-01	5.395597e-01	8.233745e-01	5.318953e+03
0.000000e+00	3.620556e-01	6.007268e-01	1.394886e-01	4.112157e-01	5.319473e+03
1.000000e+00	5.302188e-01	6.007268e-01	1.394886e-01	4.112157e-01	5.319473e+03
1.000000e+00	3.620556e-01	5.199551e-01	1.394886e-01	4.112157e-01	5.319473e+03
1.000000e+00	3.620556e-01	6.007268e-01	9.920397e-01	4.112157e-01	5.319473e+03
1.000000e+00	3.620556e-01	6.007268e-01	1.394886e-01	6.665607e-01	5.319473e+03
1.000000e+00	3.620556e-01	6.007268e-01	1.394886e-01	4.112157e-01	4.513724e+03
1.000000e+00	3.620556e-01	5.199551e-01	9.920397e-01	6.665607e-01	4.513724e+03
1.000000e+00	5.302188e-01	6.007268e-01	9.920397e-01	6.665607e-01	4.513724e+03
1.000000e+00	5.302188e-01	5.199551e-01	1.394886e-01	6.665607e-01	4.513724e+03
1.000000e+00	5.302188e-01	5.199551e-01	9.920397e-01	4.112157e-01	4.513724e+03
1.000000e+00	5.302188e-01	5.199551e-01	9.920397e-01	6.665607e-01	5.319473e+03
1.000000e+00	5.302188e-01	5.199551e-01	9.920397e-01	6.665607e-01	4.513724e+03
1.000000e+00	9.788436e-01	2.955475e-01	6.324988e-01	6.040013e-01	3.389621e+03
1.000000e+00	2.760053e-01	2.955475e-01	6.324988e-01	6.040013e-01	3.389621e+03
1.000000e+00	9.788436e-01	1.034168e-01	6.324988e-01	6.040013e-01	3.389621e+03
1.000000e+00	9.788436e-01	2.955475e-01	4.273669e-01	6.040013e-01	3.389621e+03
0.000000e+00	9.788436e-01	2.955475e-01	6.324988e-01	3.109317e-01	3.389621e+03
1.000000e+00	9.788436e-01	2.955475e-01	6.324988e-01	6.040013e-01	3.850958e+03
1.000000e+00	9.788436e-01	1.034168e-01	4.273669e-01	3.109317e-01	3.850958e+03
1.000000e+00	2.760053e-01	2.955475e-01	4.273669e-01	3.109317e-01	3.850958e+03
1.000000e+00	2.760053e-01	1.034168e-01	6.324988e-01	3.109317e-01	3.850958e+03
1.000000e+00	2.760053e-01	1.034168e-01	4.273669e-01	6.040013e-01	3.850958e+03
1.000000e+00	2.760053e-01	1.034168e-01	4.273669e-01	3.109317e-01	3.389621e+03
0.000000e+00	2.760053e-01	1.034168e-01	4.273669e-01	3.109317e-01	3.850958e+03
0.000000e+00	9.107660e-01	9.988537e-01	2.166377e-01	9.206246e-01	4.964976e+03
0.000000e+00	4.882371e-01	9.988537e-01	2.166377e-01	9.206246e-01	4.964976e+03
0.000000e+00	9.107660e-01	8.530558e-01	2.166377e-01	9.206246e-01	4.964976e+03
0.000000e+00	9.107660e-01	9.988537e-01	5.147319e-02	9.206246e-01	4.964976e+03
0.000000e+00	9.107660e-01	9.988537e-01	2.166377e-01	1.324105e-01	4.964976e+03
0.000000e+00	9.107660e-01	9.988537e-01	2.166377e-01	9.206246e-01	4.732769e+03
0.000000e+00	9.107660e-01	8.530558e-01	5.147319e-02	1.324105e-01	4.732769e+03
0.000000e+00	4.882371e-01	9.988537e-01	5.147319e-02	1.324105e-01	4.732769e+03
0.000000e+00	4.882371e-01	8.530558e-01	2.166377e-01	1.324105e-01	4.732769e+03
0.000000e+00	4.882371e-01	8.530558e-01	5.147319e-02	9.206246e-01	4.732769e+03
0.000000e+00	4.882371e-01	8.530558e-01	5.147319e-02	1.324105e-01	4.964976e+03
0.000000e+00	4.882371e-01	8.530558e-01	5.147319e-02	1.324105e-01	4.732769e+03
0.000000e+00	3.090386e-01	1.790336e-01	7.076933e-01	9.553080e-02	3.032371e+03
0.000000e+00	7.418400e-01	1.790336e-01	7.076933e-01	9.553080e-02	3.032371e+03
0.000000e+00	3.090386e-01	2.695863e-01	7.076933e-01	9.553080e-02	3.032371e+03
0.000000e+00	3.090386e-01	1.790336e-01	6.161634e-01	9.553080e-02	3.032371e+03
0.000000e+00	3.090386e-01	1.790336e-01	7.076933e-01	7.690301e-01	3.032371e+03
0.000000e+00	3.090386e-01	1.790336e-01	7.076933e-01	9.553080e-02	4.223658e+03
1.000000e+00	3.090386e-01	2.695863e-01	6.161634e-01	7.690301e-01	4.223658e+03
1.000000e+00	7.418400e-01	1.790336e-01	6.161634e-01	7.690301e-01	4.223658e+03
1.000000e+00	7.418400e-01	2.695863e-01	7.076933e-01	7.690301e-01	4.223658e+03
0.000000e+00	7.418400e-01	2.695863e-01	6.161634e-01	9.553080e-02	4.223658e+03
1.000000e+00	7.418400e-01	2.695863e-01	6.161634e-01	7.690301e-01	3.032371e+03
1.000000e+00	7.418400e-01	2.695863e-01	6.161634e-01	7.690301e-01	4.223658e+03
1.000000e+00	2.342354e-01	6.548593e-01	3.573921e-01	5.064867e-01	3.698374e+03
1.000000e+00	7.711123e-01	6.548593e-01	3.573921e-01	5.064867e-01	3.698374e+03
1.000000e+00	2.342354e-01	6.061788e-01	3.573921e-01	5.064867e-01	3.698374e+03
1.000000e+00	2.342354e-01	6.548593e-01	9.156821e-01	5.064867e-01	3.698374e+03
1.000000e+00	2.342354e-01	6.548593e-01	3.573921e-01	7.371252e-01	3.698374e+03
1.000000e+00	2.342354e-01	6.548593e-01	3.573921e-01	5.064867e-01	3.109630e+03
1.000000e+00	2.342354e-01	6.061788e-01	9.156821e-01	7.371252e-01	3.109630e+03
1.000000e+00	7.711123e-01	6.548593e-01	9.156821e-01	7.371252e-01	3.109630e+03
1.000000e+00	7.711123e-01	6.061788e-01	3.573921e-01	7.371252e-01	3.109630e+03
1.000000e+00	7.711123e-01	6.061788e-01	9.156821e-01	5.064867e-01	3.109630e+03
1.000000e+00	7.711123e-01	6.061788e-01	9.156821e-01	7.371252e-01	3.698374e+03
1.000000e+00	7.711123e-01	6.061788e-01	9.156821e-01	7.371252e-01	3.109630e+03
1.000000e+00	6.163946e-01	4.600387e-01	8.481594e-01	4.470771e-01	4.385700e+03
1.000000e+00	1.739116e-02	4.600387e-01	8.481594e-01	4.470771e-01	4.385700e+03
1.000000e+00	6.163946e-01	1.679678e-02	8.481594e-01	4.470771e-01	4.385700e+03
0.000000e+00	6.163946e-01	4.600387e-01	4.804019e-01	4.470771e-01	4.385700e+03
1.000000e+00	6.163946e-01	4.600387e-01	8.481594e-01	3.498337e-01	4.385700e+03
1.000000e+00	6.163946e-01	4.600387e-01	8.481594e-01	4.470771e-01	4.944422e+03
1.000000e+00	6.163946e-01	1.679678e-02	4.804019e-01	3.498337e-01	4.944422e+03
1.000000e+00	1.739116e-02	4.600387e-01	4.804019e-01	3.498337e-01	4.944422e+03
0.000000e+00	1.739116e-02	1.679678e-02	8.481594e-01	3.498337e-01	4.944422e+03
1.000000e+00	1.739116e-02	1.679678e-02	4.804019e-01	4.470771e-01	4.944422e+03
0.000000e+00	1.739116e-02	1.679678e-02	4.804019e-01	3.498337e-01	4.385700e+03
1.000000e+00	1.739116e-02	1.679678e-02	4.804019e-01	3.498337e-01	4.944422e+03
0.000000e+00	6.939845e-01	5.475121e-01	5.399197e-01	2.850162e-01	4.849103e+03
0.000000e+00	3.221901e-01	5.475121e-01	5.399197e-01	2.850162e-01	4.849103e+03
1.000000e+00	6.939845e-01	6.544156e-01	5.399197e-01	2.850162e-01	4.849103e+03
1.000000e+00	6.939845e-01	5.475121e-01	7.583993e-01	2.850162e-01	4.849103e+03
1.000000e+00	6.939845e-01	5.475121e-01	5.399197e-01	6.043982e-01	4.849103e+03
0.000000e+00	6.939845e-01	5.475121e-01	5.399197e-01	2.850162e-01	3.644577e+03
1.000000e+00	6.939845e-01	6.544156e-01	7.583993e-01	6.043982e-01	3.644577e+03
1.000000e+00	3.221901e-01	5.475121e-01	7.583993e-01	6.043982e-01	3.644577e+03
1.000000e+00	3.221901e-01	6.544156e-01	5.399197e-01	6.043982e-01	3.644577e+03
1.000000e+00	3.221901e-01	6.544156e-01	7.583993e-01	2.850162e-01	3.644577e+03
1.000000e+00	3.221901e-01	6.544156e-01	7.583993e-01	6.043982e-01	4.849103e+03
1.000000e+00	3.221901e-01	6.544156e-01	7.583993e-01	6.043982e-01	3.644577e+03
1.000000e+00	9.207368e-02	3.682864e-01	3.281931e-02	7.311466e-01	4.164516e+03
1.000000e+00	5.759152e-01	3.682864e-01	3.281931e-02	7.311466e-01	4.164516e+03
1.000000e+00	9.207368e-02	2.222522e-01	3.281931e-02	7.311466e-01	4.164516e+03
1.000000e+00	9.207368e-02	3.682864e-01	3.231172e-01	7.311466e-01	4.164516e+03
1.000000e+00	9.207368e-02	3.682864e-01	3.281931e-02	4.980979e-01	4.164516e+03
0.000000e+00	9.207368e-02	3.682864e-01	3.281931e-02	7.311466e-01	4.388062e+03
1.000000e+00	9.207368e-02	2.222522e-01	3.231172e-01	4.980979e-01	4.388062e+03
1.000000e+00	5.759152e-01	3.682864e-01	3.231172e-01	4.980979e-01	4.388062e+03
1.000000e+00	5.759152e-01	2.222522e-01	3.281931e-02	4.980979e-01	4.388062e+03
1.000000e+00	5.759152e-01	2.222522e-01	3.231172e-01	7.311466e-01	4.388062e+03
1.000000e+00	5.759152e-01	2.222522e-01	3.231172e-01	4.980979e-01	4.164516e+03
1.000000e+00	5.759152e-01	2.222522e-01	3.231172e-01	4.980979e-01	4.388062e+03
0.000000e+00	3.885780e-01	8.290099e-01	8.992262e-01	1.365015e-01	3.507088e+03
0.000000e+00	9.214103e-01	8.290099e-01	8.992262e-01	1.365015e-01	3.507088e+03
0.000000e+00	3.885780e-01	9.014979e-01	8.992262e-01	1.365015e-01	3.507088e+03
0.000000e+00	3.885780e-01	8.290099e-01	1.460119e-01	1.365015e-01	3.507088e+03
0.000000e+00	3.885780e-01	8.290099e-01	8.992262e-01	3.088835e-02	3.507088e+03
0.000000e+00	3.885780e-01	8.290099e-01	8.992262e-01	1.365015e-01	5.425215e+03
0.000000e+00	3.885780e-01	9.014979e-01	1.460119e-01	3.088835e-02	5.425215e+03
0.000000e+00	9.214103e-01	8.290099e-01	1.460119e-01	3.088835e-02	5.425215e+03
0.000000e+00	9.214103e-01	9.014979e-01	8.992262e-01	3.088835e-02	5.425215e+03
0.000000e+00	9.214103e-01	9.014979e-01	1.460119e-01	1.365015e-01	5.425215e+03
0.000000e+00	9.214103e-01	9.014979e-01	1.460119e-01	3.088835e-02	3.507088e+03
