nbr_apop	apop_pos	epi_size	cell_definitions/cell_definition/phenotype/mechanics/cell_adhesion_affinities/cell_adhesion_affinity_epi_inter_epi_inter__	[_'_c_e_l_l___r_u_l_e_'_,_ _'_2_'_,_ _'_5_'_]
1.000000e+01	-4.815065e+01	1.551460e+02	4.322397e-01	9.593997e-01
1.000000e+01	-4.815065e+01	1.551460e+02	4.322397e-01	1.104293e-02
1.600000e+01	-2.440829e+01	1.531061e+02	2.522965e-01	3.185647e+00
1.800000e+01	-2.588586e+01	1.496016e+02	9.184279e-01	3.185647e+00
1.600000e+01	-2.440829e+01	1.531061e+02	2.522965e-01	3.321424e+00
1.600000e+01	-2.440829e+01	1.531061e+02	2.522965e-01	3.321424e+00
1.800000e+01	-2.588586e+01	1.496016e+02	9.184279e-01	3.185647e+00
1.800000e+01	-2.588586e+01	1.496016e+02	9.184279e-01	3.321424e+00
1.800000e+01	-5.258370e+01	1.529974e+02	9.064701e-01	1.389946e+00
1.600000e+01	-4.270866e+01	1.623556e+02	8.238864e-02	1.389946e+00
1.800000e+01	-5.258370e+01	1.529974e+02	9.064701e-01	1.595457e+00
1.800000e+01	-5.258370e+01	1.529974e+02	9.064701e-01	1.595457e+00
1.600000e+01	-4.270866e+01	1.623556e+02	8.238864e-02	1.389946e+00
1.600000e+01	-4.270866e+01	1.623556e+02	8.238864e-02	1.595457e+00
1.700000e+01	5.701176e+00	1.512369e+02	9.843846e-01	2.470250e+00
1.000000e+01	-7.696596e+01	1.547976e+02	9.455123e-01	2.470250e+00
1.700000e+01	5.701176e+00	1.512369e+02	9.843846e-01	5.008339e-01
1.700000e+01	5.701176e+00	1.512369e+02	9.843846e-01	5.008339e-01
1.000000e+01	-7.696596e+01	1.547976e+02	9.455123e-01	2.470250e+00
