nbr_breaks	Group_epib1	Group_epib2	Group_epib2	Group_m2	Group_m2	Group_m1	Group_m3	Group_m3
1.700000e+01	3.787338e-01	4.946211e-01	9.600340e-01	4.477454e-03	5.276396e-01	1.944240e-02	4.951774e-01	4.034792e-01
0.000000e+00	3.787338e-01	4.946211e-01	9.600340e-01	7.553049e-01	6.384428e-01	7.299617e-01	4.951774e-01	4.034792e-01
3.700000e+01	3.787338e-01	4.946211e-01	9.600340e-01	7.553049e-01	6.384428e-01	1.944240e-02	9.775058e-01	4.147467e-03
4.500000e+01	3.787338e-01	4.946211e-01	9.600340e-01	7.553049e-01	6.384428e-01	1.944240e-02	4.951774e-01	4.034792e-01
2.700000e+01	8.036182e-01	6.118811e-01	1.492684e-01	5.184958e-01	3.456959e-01	6.738755e-02	7.456167e-01	6.702351e-01
2.300000e+01	3.058295e-01	6.118811e-01	1.492684e-01	5.184958e-01	3.456959e-01	6.738755e-02	7.456167e-01	6.702351e-01
2.000000e+01	8.036182e-01	8.779076e-01	9.820121e-01	5.184958e-01	3.456959e-01	6.738755e-02	7.456167e-01	6.702351e-01
1.300000e+01	8.036182e-01	6.118811e-01	1.492684e-01	5.216053e-01	6.400463e-02	6.738755e-02	7.456167e-01	6.702351e-01
1.700000e+01	8.036182e-01	6.118811e-01	1.492684e-01	5.184958e-01	3.456959e-01	1.336850e-01	7.456167e-01	6.702351e-01
2.600000e+01	8.036182e-01	6.118811e-01	1.492684e-01	5.184958e-01	3.456959e-01	6.738755e-02	8.255040e-01	8.410598e-01
7.000000e+00	8.036182e-01	8.779076e-01	9.820121e-01	5.216053e-01	6.400463e-02	1.336850e-01	8.255040e-01	8.410598e-01
7.000000e+00	3.058295e-01	6.118811e-01	1.492684e-01	5.216053e-01	6.400463e-02	1.336850e-01	8.255040e-01	8.410598e-01
1.600000e+01	3.058295e-01	8.779076e-01	9.820121e-01	5.184958e-01	3.456959e-01	1.336850e-01	8.255040e-01	8.410598e-01
1.300000e+01	3.058295e-01	8.779076e-01	9.820121e-01	5.216053e-01	6.400463e-02	6.738755e-02	8.255040e-01	8.410598e-01
6.000000e+00	3.058295e-01	8.779076e-01	9.820121e-01	5.216053e-01	6.400463e-02	1.336850e-01	7.456167e-01	6.702351e-01
1.000000e+01	3.058295e-01	8.779076e-01	9.820121e-01	5.216053e-01	6.400463e-02	1.336850e-01	8.255040e-01	8.410598e-01
0.000000e+00	2.619196e-01	1.888096e-02	6.935306e-01	4.455929e-01	7.575838e-01	8.292360e-01	4.001487e-01	6.240993e-02
0.000000e+00	5.035586e-01	1.888096e-02	6.935306e-01	4.455929e-01	7.575838e-01	8.292360e-01	4.001487e-01	6.240993e-02
0.000000e+00	2.619196e-01	4.072151e-01	2.734347e-01	4.455929e-01	7.575838e-01	8.292360e-01	4.001487e-01	6.240993e-02
0.000000e+00	2.619196e-01	1.888096e-02	6.935306e-01	4.456555e-02	8.820699e-01	8.292360e-01	4.001487e-01	6.240993e-02
0.000000e+00	2.619196e-01	1.888096e-02	6.935306e-01	4.455929e-01	7.575838e-01	9.268380e-01	4.001487e-01	6.240993e-02
0.000000e+00	2.619196e-01	1.888096e-02	6.935306e-01	4.455929e-01	7.575838e-01	8.292360e-01	2.553476e-01	3.304122e-02
0.000000e+00	2.619196e-01	4.072151e-01	2.734347e-01	4.456555e-02	8.820699e-01	9.268380e-01	2.553476e-01	3.304122e-02
0.000000e+00	5.035586e-01	1.888096e-02	6.935306e-01	4.456555e-02	8.820699e-01	9.268380e-01	2.553476e-01	3.304122e-02
0.000000e+00	5.035586e-01	4.072151e-01	2.734347e-01	4.455929e-01	7.575838e-01	9.268380e-01	2.553476e-01	3.304122e-02
0.000000e+00	5.035586e-01	4.072151e-01	2.734347e-01	4.456555e-02	8.820699e-01	8.292360e-01	2.553476e-01	3.304122e-02
0.000000e+00	5.035586e-01	4.072151e-01	2.734347e-01	4.456555e-02	8.820699e-01	9.268380e-01	4.001487e-01	6.240993e-02
0.000000e+00	5.035586e-01	4.072151e-01	2.734347e-01	4.456555e-02	8.820699e-01	9.268380e-01	2.553476e-01	3.304122e-02
1.000000e+00	2.263499e-01	8.463604e-01	3.938149e-01	7.713682e-01	7.071623e-01	7.182897e-01	9.265970e-01	4.777160e-01
2.000000e+00	8.522371e-01	8.463604e-01	3.938149e-01	7.713682e-01	7.071623e-01	7.182897e-01	9.265970e-01	4.777160e-01
2.000000e+00	2.263499e-01	2.073762e-01	9.735441e-02	7.713682e-01	7.071623e-01	7.182897e-01	9.265970e-01	4.777160e-01
1.000000e+00	2.263499e-01	8.463604e-01	3.938149e-01	3.670853e-01	4.032938e-01	7.182897e-01	9.265970e-01	4.777160e-01
1.300000e+01	2.263499e-01	8.463604e-01	3.938149e-01	7.713682e-01	7.071623e-01	2.627666e-01	9.265970e-01	4.777160e-01
2.000000e+00	2.263499e-01	8.463604e-01	3.938149e-01	7.713682e-01	7.071623e-01	7.182897e-01	5.970483e-02	6.282957e-01
3.000000e+00	2.263499e-01	2.073762e-01	9.735441e-02	3.670853e-01	4.032938e-01	2.627666e-01	5.970483e-02	6.282957e-01
1.000000e+00	8.522371e-01	8.463604e-01	3.938149e-01	3.670853e-01	4.032938e-01	2.627666e-01	5.970483e-02	6.282957e-01
9.000000e+00	8.522371e-01	2.073762e-01	9.735441e-02	7.713682e-01	7.071623e-01	2.627666e-01	5.970483e-02	6.282957e-01
0.000000e+00	8.522371e-01	2.073762e-01	9.735441e-02	3.670853e-01	4.032938e-01	7.182897e-01	5.970483e-02	6.282957e-01
8.000000e+00	8.522371e-01	2.073762e-01	9.735441e-02	3.670853e-01	4.032938e-01	2.627666e-01	9.265970e-01	4.777160e-01
1.000000e+00	8.522371e-01	2.073762e-01	9.735441e-02	3.670853e-01	4.032938e-01	2.627666e-01	5.970483e-02	6.282957e-01
1.000000e+00	7.159246e-01	2.533310e-01	9.508706e-01	2.024861e-01	1.739208e-01	4.488729e-01	2.095631e-01	8.677524e-01
1.000000e+00	8.032005e-02	2.533310e-01	9.508706e-01	2.024861e-01	1.739208e-01	4.488729e-01	2.095631e-01	8.677524e-01
1.000000e+00	7.159246e-01	7.405877e-01	6.502496e-01	2.024861e-01	1.739208e-01	4.488729e-01	2.095631e-01	8.677524e-01
3.000000e+00	7.159246e-01	2.533310e-01	9.508706e-01	8.245549e-01	5.881891e-01	4.488729e-01	2.095631e-01	8.677524e-01
0.000000e+00	7.159246e-01	2.533310e-01	9.508706e-01	2.024861e-01	1.739208e-01	5.477414e-01	2.095631e-01	8.677524e-01
1.000000e+00	7.159246e-01	2.533310e-01	9.508706e-01	2.024861e-01	1.739208e-01	4.488729e-01	6.142977e-01	4.997127e-01
3.000000e+00	7.159246e-01	7.405877e-01	6.502496e-01	8.245549e-01	5.881891e-01	5.477414e-01	6.142977e-01	4.997127e-01
4.000000e+00	8.032005e-02	2.533310e-01	9.508706e-01	8.245549e-01	5.881891e-01	5.477414e-01	6.142977e-01	4.997127e-01
1.000000e+00	8.032005e-02	7.405877e-01	6.502496e-01	2.024861e-01	1.739208e-01	5.477414e-01	6.142977e-01	4.997127e-01
5.000000e+00	8.032005e-02	7.405877e-01	6.502496e-01	8.245549e-01	5.881891e-01	4.488729e-01	6.142977e-01	4.997127e-01
1.000000e+00	8.032005e-02	7.405877e-01	6.502496e-01	8.245549e-01	5.881891e-01	5.477414e-01	2.095631e-01	8.677524e-01
4.000000e+00	8.032005e-02	7.405877e-01	6.502496e-01	8.245549e-01	5.881891e-01	5.477414e-01	6.142977e-01	4.997127e-01
6.000000e+00	5.565388e-01	9.840751e-01	5.833949e-01	7.244688e-02	1.410128e-02	1.905155e-01	7.789127e-01	2.866197e-01
1.000000e+00	9.739815e-01	9.840751e-01	5.833949e-01	7.244688e-02	1.410128e-02	1.905155e-01	7.789127e-01	2.866197e-01
4.000000e+00	5.565388e-01	3.561593e-01	2.285386e-01	7.244688e-02	1.410128e-02	1.905155e-01	7.789127e-01	2.866197e-01
9.000000e+00	5.565388e-01	9.840751e-01	5.833949e-01	9.431656e-01	2.781508e-01	1.905155e-01	7.789127e-01	2.866197e-01
0.000000e+00	5.565388e-01	9.840751e-01	5.833949e-01	7.244688e-02	1.410128e-02	8.445826e-01	7.789127e-01	2.866197e-01
3.000000e+00	5.565388e-01	9.840751e-01	5.833949e-01	7.244688e-02	1.410128e-02	1.905155e-01	6.704550e-01	2.892097e-01
0.000000e+00	5.565388e-01	3.561593e-01	2.285386e-01	9.431656e-01	2.781508e-01	8.445826e-01	6.704550e-01	2.892097e-01
0.000000e+00	9.739815e-01	9.840751e-01	5.833949e-01	9.431656e-01	2.781508e-01	8.445826e-01	6.704550e-01	2.892097e-01
0.000000e+00	9.739815e-01	3.561593e-01	2.285386e-01	7.244688e-02	1.410128e-02	8.445826e-01	6.704550e-01	2.892097e-01
1.100000e+01	9.739815e-01	3.561593e-01	2.285386e-01	9.431656e-01	2.781508e-01	1.905155e-01	6.704550e-01	2.892097e-01
0.000000e+00	9.739815e-01	3.561593e-01	2.285386e-01	9.431656e-01	2.781508e-01	8.445826e-01	7.789127e-01	2.866197e-01
0.000000e+00	9.739815e-01	3.561593e-01	2.285386e-01	9.431656e-01	2.781508e-01	8.445826e-01	6.704550e-01	2.892097e-01
0.000000e+00	3.136667e-03	3.891149e-01	1.129260e-02	8.911993e-01	6.018467e-01	9.601612e-01	1.248519e-01	9.265362e-01
0.000000e+00	2.185853e-01	3.891149e-01	1.129260e-02	8.911993e-01	6.018467e-01	9.601612e-01	1.248519e-01	9.265362e-01
0.000000e+00	3.136667e-03	8.268577e-01	5.160440e-01	8.911993e-01	6.018467e-01	9.601612e-01	1.248519e-01	9.265362e-01
0.000000e+00	3.136667e-03	3.891149e-01	1.129260e-02	4.984744e-01	7.132746e-01	9.601612e-01	1.248519e-01	9.265362e-01
3.200000e+01	3.136667e-03	3.891149e-01	1.129260e-02	8.911993e-01	6.018467e-01	9.098798e-02	1.248519e-01	9.265362e-01
0.000000e+00	3.136667e-03	3.891149e-01	1.129260e-02	8.911993e-01	6.018467e-01	9.601612e-01	2.252310e-01	5.828164e-01
2.100000e+01	3.136667e-03	8.268577e-01	5.160440e-01	4.984744e-01	7.132746e-01	9.098798e-02	2.252310e-01	5.828164e-01
1.900000e+01	2.185853e-01	3.891149e-01	1.129260e-02	4.984744e-01	7.132746e-01	9.098798e-02	2.252310e-01	5.828164e-01
3.000000e+01	2.185853e-01	8.268577e-01	5.160440e-01	8.911993e-01	6.018467e-01	9.098798e-02	2.252310e-01	5.828164e-01
0.000000e+00	2.185853e-01	8.268577e-01	5.160440e-01	4.984744e-01	7.132746e-01	9.601612e-01	2.252310e-01	5.828164e-01
3.400000e+01	2.185853e-01	8.268577e-01	5.160440e-01	4.984744e-01	7.132746e-01	9.098798e-02	1.248519e-01	9.265362e-01
2.200000e+01	2.185853e-01	8.268577e-01	5.160440e-01	4.984744e-01	7.132746e-01	9.098798e-02	2.252310e-01	5.828164e-01
6.000000e+00	4.773355e-01	7.495647e-01	8.427453e-01	3.254338e-01	9.332765e-01	5.874669e-01	5.808580e-01	5.957180e-01
2.000000e+00	4.265170e-01	7.495647e-01	8.427453e-01	3.254338e-01	9.332765e-01	5.874669e-01	5.808580e-01	5.957180e-01
1.000000e+00	4.773355e-01	5.567221e-01	8.477871e-01	3.254338e-01	9.332765e-01	5.874669e-01	5.808580e-01	5.957180e-01
1.000000e+00	4.773355e-01	7.495647e-01	8.427453e-01	1.603688e-01	1.890905e-01	5.874669e-01	5.808580e-01	5.957180e-01
1.000000e+00	4.773355e-01	7.495647e-01	8.427453e-01	3.254338e-01	9.332765e-01	7.238019e-01	5.808580e-01	5.957180e-01
0.000000e+00	4.773355e-01	7.495647e-01	8.427453e-01	3.254338e-01	9.332765e-01	5.874669e-01	4.677446e-01	2.405078e-01
0.000000e+00	4.773355e-01	5.567221e-01	8.477871e-01	1.603688e-01	1.890905e-01	7.238019e-01	4.677446e-01	2.405078e-01
0.000000e+00	4.265170e-01	7.495647e-01	8.427453e-01	1.603688e-01	1.890905e-01	7.238019e-01	4.677446e-01	2.405078e-01
0.000000e+00	4.265170e-01	5.567221e-01	8.477871e-01	3.254338e-01	9.332765e-01	7.238019e-01	4.677446e-01	2.405078e-01
0.000000e+00	4.265170e-01	5.567221e-01	8.477871e-01	1.603688e-01	1.890905e-01	5.874669e-01	4.677446e-01	2.405078e-01
1.000000e+00	4.265170e-01	5.567221e-01	8.477871e-01	1.603688e-01	1.890905e-01	7.238019e-01	5.808580e-01	5.957180e-01
0.000000e+00	4.265170e-01	5.567221e-01	8.477871e-01	1.603688e-01	1.890905e-01	7.238019e-01	4.677446e-01	2.405078e-01
3.000000e+00	9.551762e-01	1.545738e-01	2.500522e-01	6.479781e-01	4.663955e-01	3.258778e-01	2.974168e-01	2.380128e-01
4.000000e+00	6.389747e-01	1.545738e-01	2.500522e-01	6.479781e-01	4.663955e-01	3.258778e-01	2.974168e-01	2.380128e-01
5.000000e+00	9.551762e-01	2.351224e-02	4.045777e-01	6.479781e-01	4.663955e-01	3.258778e-01	2.974168e-01	2.380128e-01
8.000000e+00	9.551762e-01	1.545738e-01	2.500522e-01	6.558022e-01	7.569266e-01	3.258778e-01	2.974168e-01	2.380128e-01
0.000000e+00	9.551762e-01	1.545738e-01	2.500522e-01	6.479781e-01	4.663955e-01	4.617840e-01	2.974168e-01	2.380128e-01
1.100000e+01	9.551762e-01	1.545738e-01	2.500522e-01	6.479781e-01	4.663955e-01	3.258778e-01	8.972830e-01	8.854253e-01
1.400000e+01	9.551762e-01	2.351224e-02	4.045777e-01	6.558022e-01	7.569266e-01	4.617840e-01	8.972830e-01	8.854253e-01
1.200000e+01	6.389747e-01	1.545738e-01	2.500522e-01	6.558022e-01	7.569266e-01	4.617840e-01	8.972830e-01	8.854253e-01
8.000000e+00	6.389747e-01	2.351224e-02	4.045777e-01	6.479781e-01	4.663955e-01	4.617840e-01	8.972830e-01	8.854253e-01
1.300000e+01	6.389747e-01	2.351224e-02	4.045777e-01	6.558022e-01	7.569266e-01	3.258778e-01	8.972830e-01	8.854253e-01
3.000000e+00	6.389747e-01	2.351224e-02	4.045777e-01	6.558022e-01	7.569266e-01	4.617840e-01	2.974168e-01	2.380128e-01
1.100000e+01	6.389747e-01	2.351224e-02	4.045777e-01	6.558022e-01	7.569266e-01	4.617840e-01	8.972830e-01	8.854253e-01
1.100000e+01	9.068084e-01	7.522870e-01	7.801981e-01	9.749701e-01	8.267463e-01	3.992965e-01	8.523775e-01	3.682063e-01
1.500000e+01	9.246815e-01	7.522870e-01	7.801981e-01	9.749701e-01	8.267463e-01	3.992965e-01	8.523775e-01	3.682063e-01
1.000000e+01	9.068084e-01	6.447334e-01	4.467676e-01	9.749701e-01	8.267463e-01	3.992965e-01	8.523775e-01	3.682063e-01
8.000000e+00	9.068084e-01	7.522870e-01	7.801981e-01	5.941289e-01	6.788687e-01	3.992965e-01	8.523775e-01	3.682063e-01
3.000000e+00	9.068084e-01	7.522870e-01	7.801981e-01	9.749701e-01	8.267463e-01	6.298072e-01	8.523775e-01	3.682063e-01
6.000000e+00	9.068084e-01	7.522870e-01	7.801981e-01	9.749701e-01	8.267463e-01	3.992965e-01	1.234648e-01	3.493414e-01
0.000000e+00	9.068084e-01	6.447334e-01	4.467676e-01	5.941289e-01	6.788687e-01	6.298072e-01	1.234648e-01	3.493414e-01
0.000000e+00	9.246815e-01	7.522870e-01	7.801981e-01	5.941289e-01	6.788687e-01	6.298072e-01	1.234648e-01	3.493414e-01
1.000000e+00	9.246815e-01	6.447334e-01	4.467676e-01	9.749701e-01	8.267463e-01	6.298072e-01	1.234648e-01	3.493414e-01
3.000000e+00	9.246815e-01	6.447334e-01	4.467676e-01	5.941289e-01	6.788687e-01	3.992965e-01	1.234648e-01	3.493414e-01
1.000000e+00	9.246815e-01	6.447334e-01	4.467676e-01	5.941289e-01	6.788687e-01	6.298072e-01	8.523775e-01	3.682063e-01
1.000000e+00	9.246815e-01	6.447334e-01	4.467676e-01	5.941289e-01	6.788687e-01	6.298072e-01	1.234648e-01	3.493414e-01
0.000000e+00	4.006403e-01	3.472404e-01	3.125971e-01	5.947729e-02	2.897206e-01	6.374634e-01	1.034454e-02	9.772393e-01
0.000000e+00	1.331178e-01	3.472404e-01	3.125971e-01	5.947729e-02	2.897206e-01	6.374634e-01	1.034454e-02	9.772393e-01
0.000000e+00	4.006403e-01	1.779258e-01	7.998914e-01	5.947729e-02	2.897206e-01	6.374634e-01	1.034454e-02	9.772393e-01
0.000000e+00	4.006403e-01	3.472404e-01	3.125971e-01	8.971584e-02	3.609559e-01	6.374634e-01	1.034454e-02	9.772393e-01
0.000000e+00	4.006403e-01	3.472404e-01	3.125971e-01	5.947729e-02	2.897206e-01	4.307771e-01	1.034454e-02	9.772393e-01
1.000000e+00	4.006403e-01	3.472404e-01	3.125971e-01	5.947729e-02	2.897206e-01	6.374634e-01	5.529962e-01	5.247289e-01
1.000000e+00	4.006403e-01	1.779258e-01	7.998914e-01	8.971584e-02	3.609559e-01	4.307771e-01	5.529962e-01	5.247289e-01
1.000000e+00	1.331178e-01	3.472404e-01	3.125971e-01	8.971584e-02	3.609559e-01	4.307771e-01	5.529962e-01	5.247289e-01
2.000000e+00	1.331178e-01	1.779258e-01	7.998914e-01	5.947729e-02	2.897206e-01	4.307771e-01	5.529962e-01	5.247289e-01
1.000000e+00	1.331178e-01	1.779258e-01	7.998914e-01	8.971584e-02	3.609559e-01	6.374634e-01	5.529962e-01	5.247289e-01
0.000000e+00	1.331178e-01	1.779258e-01	7.998914e-01	8.971584e-02	3.609559e-01	4.307771e-01	1.034454e-02	9.772393e-01
1.000000e+00	1.331178e-01	1.779258e-01	7.998914e-01	8.971584e-02	3.609559e-01	4.307771e-01	5.529962e-01	5.247289e-01
0.000000e+00	1.110748e-01	5.179872e-01	5.209414e-01	7.200301e-01	2.454026e-01	7.523474e-01	5.385838e-01	5.610024e-01
0.000000e+00	4.719391e-01	5.179872e-01	5.209414e-01	7.200301e-01	2.454026e-01	7.523474e-01	5.385838e-01	5.610024e-01
1.000000e+00	1.110748e-01	4.400201e-01	5.696760e-01	7.200301e-01	2.454026e-01	7.523474e-01	5.385838e-01	5.610024e-01
0.000000e+00	1.110748e-01	5.179872e-01	5.209414e-01	2.515634e-01	8.538598e-01	7.523474e-01	5.385838e-01	5.610024e-01
1.000000e+00	1.110748e-01	5.179872e-01	5.209414e-01	7.200301e-01	2.454026e-01	7.510766e-01	5.385838e-01	5.610024e-01
0.000000e+00	1.110748e-01	5.179872e-01	5.209414e-01	7.200301e-01	2.454026e-01	7.523474e-01	7.637873e-01	1.834450e-01
0.000000e+00	1.110748e-01	4.400201e-01	5.696760e-01	2.515634e-01	8.538598e-01	7.510766e-01	7.637873e-01	1.834450e-01
0.000000e+00	4.719391e-01	5.179872e-01	5.209414e-01	2.515634e-01	8.538598e-01	7.510766e-01	7.637873e-01	1.834450e-01
0.000000e+00	4.719391e-01	4.400201e-01	5.696760e-01	7.200301e-01	2.454026e-01	7.510766e-01	7.637873e-01	1.834450e-01
0.000000e+00	4.719391e-01	4.400201e-01	5.696760e-01	2.515634e-01	8.538598e-01	7.523474e-01	7.637873e-01	1.834450e-01
1.000000e+00	4.719391e-01	4.400201e-01	5.696760e-01	2.515634e-01	8.538598e-01	7.510766e-01	5.385838e-01	5.610024e-01
0.000000e+00	4.719391e-01	4.400201e-01	5.696760e-01	2.515634e-01	8.538598e-01	7.510766e-01	7.637873e-01	1.834450e-01
3.000000e+01	5.736638e-01	1.129694e-01	7.374797e-02	3.085579e-01	6.537504e-01	2.174894e-02	3.181187e-01	1.716807e-01
4.100000e+01	7.126913e-01	1.129694e-01	7.374797e-02	3.085579e-01	6.537504e-01	2.174894e-02	3.181187e-01	1.716807e-01
3.300000e+01	5.736638e-01	9.693086e-01	1.847647e-01	3.085579e-01	6.537504e-01	2.174894e-02	3.181187e-01	1.716807e-01
3.500000e+01	5.736638e-01	1.129694e-01	7.374797e-02	8.067817e-01	1.688730e-01	2.174894e-02	3.181187e-01	1.716807e-01
1.800000e+01	5.736638e-01	1.129694e-01	7.374797e-02	3.085579e-01	6.537504e-01	5.949228e-02	3.181187e-01	1.716807e-01
3.500000e+01	5.736638e-01	1.129694e-01	7.374797e-02	3.085579e-01	6.537504e-01	2.174894e-02	3.185693e-01	9.445333e-01
2.200000e+01	5.736638e-01	9.693086e-01	1.847647e-01	8.067817e-01	1.688730e-01	5.949228e-02	3.185693e-01	9.445333e-01
2.200000e+01	7.126913e-01	1.129694e-01	7.374797e-02	8.067817e-01	1.688730e-01	5.949228e-02	3.185693e-01	9.445333e-01
1.400000e+01	7.126913e-01	9.693086e-01	1.847647e-01	3.085579e-01	6.537504e-01	5.949228e-02	3.185693e-01	9.445333e-01
2.400000e+01	7.126913e-01	9.693086e-01	1.847647e-01	8.067817e-01	1.688730e-01	2.174894e-02	3.185693e-01	9.445333e-01
7.000000e+00	7.126913e-01	9.693086e-01	1.847647e-01	8.067817e-01	1.688730e-01	5.949228e-02	3.181187e-01	1.716807e-01
1.200000e+01	7.126913e-01	9.693086e-01	1.847647e-01	8.067817e-01	1.688730e-01	5.949228e-02	3.185693e-01	9.445333e-01
9.000000e+00	6.714497e-01	6.557242e-01	4.563634e-01	4.360413e-01	5.323185e-01	2.802374e-01	6.394505e-01	7.364753e-01
7.000000e+00	3.580923e-01	6.557242e-01	4.563634e-01	4.360413e-01	5.323185e-01	2.802374e-01	6.394505e-01	7.364753e-01
8.000000e+00	6.714497e-01	1.196129e-01	7.020873e-01	4.360413e-01	5.323185e-01	2.802374e-01	6.394505e-01	7.364753e-01
1.800000e+01	6.714497e-01	6.557242e-01	4.563634e-01	9.254830e-01	9.789453e-01	2.802374e-01	6.394505e-01	7.364753e-01
5.000000e+00	6.714497e-01	6.557242e-01	4.563634e-01	4.360413e-01	5.323185e-01	3.562730e-01	6.394505e-01	7.364753e-01
4.000000e+00	6.714497e-01	6.557242e-01	4.563634e-01	4.360413e-01	5.323185e-01	2.802374e-01	4.040174e-01	7.662415e-01
1.900000e+01	6.714497e-01	1.196129e-01	7.020873e-01	9.254830e-01	9.789453e-01	3.562730e-01	4.040174e-01	7.662415e-01
1.100000e+01	3.580923e-01	6.557242e-01	4.563634e-01	9.254830e-01	9.789453e-01	3.562730e-01	4.040174e-01	7.662415e-01
4.000000e+00	3.580923e-01	1.196129e-01	7.020873e-01	4.360413e-01	5.323185e-01	3.562730e-01	4.040174e-01	7.662415e-01
1.900000e+01	3.580923e-01	1.196129e-01	7.020873e-01	9.254830e-01	9.789453e-01	2.802374e-01	4.040174e-01	7.662415e-01
2.000000e+01	3.580923e-01	1.196129e-01	7.020873e-01	9.254830e-01	9.789453e-01	3.562730e-01	6.394505e-01	7.364753e-01
1.600000e+01	3.580923e-01	1.196129e-01	7.020873e-01	9.254830e-01	9.789453e-01	3.562730e-01	4.040174e-01	7.662415e-01
0.000000e+00	1.457655e-01	2.487309e-01	8.883280e-01	5.978721e-01	6.946578e-02	5.105765e-01	4.810123e-01	9.727830e-02
0.000000e+00	5.821533e-01	2.487309e-01	8.883280e-01	5.978721e-01	6.946578e-02	5.105765e-01	4.810123e-01	9.727830e-02
0.000000e+00	1.457655e-01	5.864144e-01	5.128549e-02	5.978721e-01	6.946578e-02	5.105765e-01	4.810123e-01	9.727830e-02
0.000000e+00	1.457655e-01	2.487309e-01	8.883280e-01	3.828619e-01	4.373008e-02	5.105765e-01	4.810123e-01	9.727830e-02
0.000000e+00	1.457655e-01	2.487309e-01	8.883280e-01	5.978721e-01	6.946578e-02	5.792366e-01	4.810123e-01	9.727830e-02
0.000000e+00	1.457655e-01	2.487309e-01	8.883280e-01	5.978721e-01	6.946578e-02	5.105765e-01	9.586164e-01	1.057543e-01
0.000000e+00	1.457655e-01	5.864144e-01	5.128549e-02	3.828619e-01	4.373008e-02	5.792366e-01	9.586164e-01	1.057543e-01
0.000000e+00	5.821533e-01	2.487309e-01	8.883280e-01	3.828619e-01	4.373008e-02	5.792366e-01	9.586164e-01	1.057543e-01
0.000000e+00	5.821533e-01	5.864144e-01	5.128549e-02	5.978721e-01	6.946578e-02	5.792366e-01	9.586164e-01	1.057543e-01
0.000000e+00	5.821533e-01	5.864144e-01	5.128549e-02	3.828619e-01	4.373008e-02	5.105765e-01	9.586164e-01	1.057543e-01
0.000000e+00	5.821533e-01	5.864144e-01	5.128549e-02	3.828619e-01	4.373008e-02	5.792366e-01	4.810123e-01	9.727830e-02
0.000000e+00	5.821533e-01	5.864144e-01	5.128549e-02	3.828619e-01	4.373008e-02	5.792366e-01	9.586164e-01	1.057543e-01
1.000000e+00	3.737772e-01	8.899330e-01	2.117197e-01	1.812157e-01	3.952803e-01	8.793369e-01	9.390687e-01	4.271047e-01
0.000000e+00	8.117220e-01	8.899330e-01	2.117197e-01	1.812157e-01	3.952803e-01	8.793369e-01	9.390687e-01	4.271047e-01
1.000000e+00	3.737772e-01	7.938064e-01	3.132771e-01	1.812157e-01	3.952803e-01	8.793369e-01	9.390687e-01	4.271047e-01
1.000000e+00	3.737772e-01	8.899330e-01	2.117197e-01	2.053656e-01	5.537253e-01	8.793369e-01	9.390687e-01	4.271047e-01
6.000000e+00	3.737772e-01	8.899330e-01	2.117197e-01	1.812157e-01	3.952803e-01	2.276793e-01	9.390687e-01	4.271047e-01
1.000000e+00	3.737772e-01	8.899330e-01	2.117197e-01	1.812157e-01	3.952803e-01	8.793369e-01	7.321971e-01	7.019067e-01
5.000000e+00	3.737772e-01	7.938064e-01	3.132771e-01	2.053656e-01	5.537253e-01	2.276793e-01	7.321971e-01	7.019067e-01
6.000000e+00	8.117220e-01	8.899330e-01	2.117197e-01	2.053656e-01	5.537253e-01	2.276793e-01	7.321971e-01	7.019067e-01
6.000000e+00	8.117220e-01	7.938064e-01	3.132771e-01	1.812157e-01	3.952803e-01	2.276793e-01	7.321971e-01	7.019067e-01
1.000000e+00	8.117220e-01	7.938064e-01	3.132771e-01	2.053656e-01	5.537253e-01	8.793369e-01	7.321971e-01	7.019067e-01
6.000000e+00	8.117220e-01	7.938064e-01	3.132771e-01	2.053656e-01	5.537253e-01	2.276793e-01	9.390687e-01	4.271047e-01
6.000000e+00	8.117220e-01	7.938064e-01	3.132771e-01	2.053656e-01	5.537253e-01	2.276793e-01	7.321971e-01	7.019067e-01
2.600000e+01	8.168198e-01	4.829708e-01	6.310739e-01	8.468383e-01	9.872982e-01	1.409412e-01	1.600089e-01	7.860130e-01
3.500000e+01	5.598893e-03	4.829708e-01	6.310739e-01	8.468383e-01	9.872982e-01	1.409412e-01	1.600089e-01	7.860130e-01
2.400000e+01	8.168198e-01	2.645162e-01	9.322525e-01	8.468383e-01	9.872982e-01	1.409412e-01	1.600089e-01	7.860130e-01
2.100000e+01	8.168198e-01	4.829708e-01	6.310739e-01	7.284794e-01	4.860418e-01	1.409412e-01	1.600089e-01	7.860130e-01
0.000000e+00	8.168198e-01	4.829708e-01	6.310739e-01	8.468383e-01	9.872982e-01	9.578455e-01	1.600089e-01	7.860130e-01
2.400000e+01	8.168198e-01	4.829708e-01	6.310739e-01	8.468383e-01	9.872982e-01	1.409412e-01	1.620337e-01	4.239956e-01
0.000000e+00	8.168198e-01	2.645162e-01	9.322525e-01	7.284794e-01	4.860418e-01	9.578455e-01	1.620337e-01	4.239956e-01
0.000000e+00	5.598893e-03	4.829708e-01	6.310739e-01	7.284794e-01	4.860418e-01	9.578455e-01	1.620337e-01	4.239956e-01
2.000000e+00	5.598893e-03	2.645162e-01	9.322525e-01	8.468383e-01	9.872982e-01	9.578455e-01	1.620337e-01	4.239956e-01
