nbr_breaks	Group_epib1	Group_epib2	Group_epib2	Group_m2	Group_m2	Group_m1	Group_m3	Group_m3
0.000000e+00	8.433944e-01	7.697249e-01	2.036199e-01	7.097020e-01	9.537126e-01	9.959347e-01	2.424972e-02	9.767531e-01
0.000000e+00	7.495454e-01	8.323931e-01	5.556118e-02	7.121494e-01	9.528040e-01	8.494854e-01	4.432450e-01	4.560288e-01
3.000000e+00	2.273208e-01	8.323931e-01	5.556118e-02	7.121494e-01	9.528040e-01	8.494854e-01	4.432450e-01	4.560288e-01
1.000000e+00	7.495454e-01	1.395088e-01	6.595333e-01	7.121494e-01	9.528040e-01	8.494854e-01	4.432450e-01	4.560288e-01
0.000000e+00	7.495454e-01	8.323931e-01	5.556118e-02	5.929300e-01	1.465135e-01	8.494854e-01	4.432450e-01	4.560288e-01
6.000000e+00	7.495454e-01	8.323931e-01	5.556118e-02	7.121494e-01	9.528040e-01	6.679042e-01	4.432450e-01	4.560288e-01
0.000000e+00	7.495454e-01	8.323931e-01	5.556118e-02	7.121494e-01	9.528040e-01	8.494854e-01	1.907553e-01	8.121485e-01
0.000000e+00	7.495454e-01	1.395088e-01	6.595333e-01	5.929300e-01	1.465135e-01	6.679042e-01	1.907553e-01	8.121485e-01
0.000000e+00	2.273208e-01	8.323931e-01	5.556118e-02	5.929300e-01	1.465135e-01	6.679042e-01	1.907553e-01	8.121485e-01
4.000000e+00	2.273208e-01	1.395088e-01	6.595333e-01	7.121494e-01	9.528040e-01	6.679042e-01	1.907553e-01	8.121485e-01
0.000000e+00	2.273208e-01	1.395088e-01	6.595333e-01	5.929300e-01	1.465135e-01	8.494854e-01	1.907553e-01	8.121485e-01
0.000000e+00	2.273208e-01	1.395088e-01	6.595333e-01	5.929300e-01	1.465135e-01	6.679042e-01	4.432450e-01	4.560288e-01
0.000000e+00	2.273208e-01	1.395088e-01	6.595333e-01	5.929300e-01	1.465135e-01	6.679042e-01	1.907553e-01	8.121485e-01
1.700000e+01	1.927328e-01	3.023516e-01	5.996712e-01	2.534361e-01	4.155952e-01	1.113185e-01	6.636978e-01	8.156862e-01
