nbr_apoptosis	mean_pos_apop	epi_size	cell_definitions/cell_definition/phenotype/death/model/death_rate_epi_inter___	cell_rule_2_5	cell_rule_2_6
1.660000e+02	-1.863096e+01	1.208529e+02	3.287071e-04	4.353310e+00	4.979118e+00
1.370000e+02	-2.433372e+01	1.490118e+02	1.966972e-04	5.506131e+00	4.784743e+00
1.730000e+02	-2.328760e+01	4.256030e+01	7.596363e-04	5.506131e+00	4.784743e+00
1.520000e+02	-1.338808e+01	1.458381e+02	1.966972e-04	5.951707e+00	4.784743e+00
1.540000e+02	-1.083330e+01	1.296689e+02	1.966972e-04	5.506131e+00	3.642652e+00
1.490000e+02	-1.670457e+01	1.341955e+02	1.966972e-04	5.951707e+00	3.642652e+00
1.760000e+02	-2.307164e+01	5.541180e+01	7.596363e-04	5.506131e+00	3.642652e+00
1.600000e+02	-3.418732e+01	5.577101e+01	7.596363e-04	5.951707e+00	4.784743e+00
1.680000e+02	-2.232875e+01	3.988258e+01	7.596363e-04	5.951707e+00	3.642652e+00
9.300000e+01	5.654725e-01	1.560934e+02	5.639988e-04	9.327154e-01	1.158009e+00
4.000000e+00	-6.335631e-01	1.952812e+02	2.189001e-05	9.327154e-01	1.158009e+00
1.560000e+02	-2.411696e+01	1.159931e+02	5.639988e-04	1.718892e+00	1.158009e+00
1.600000e+01	-5.505780e+01	1.848824e+02	5.639988e-04	9.327154e-01	2.581083e+00
9.000000e+01	-2.072627e+01	1.557983e+02	5.639988e-04	1.718892e+00	2.581083e+00
0.000000e+00		1.978016e+02	2.189001e-05	9.327154e-01	2.581083e+00
7.000000e+00	-5.444013e+01	1.947172e+02	2.189001e-05	1.718892e+00	1.158009e+00
1.000000e+00	-6.667359e+01	1.935581e+02	2.189001e-05	1.718892e+00	2.581083e+00
1.850000e+02	-2.409048e+01	4.328129e+01	7.132377e-04	5.164072e+00	2.205894e+00
1.020000e+02	-5.292533e+00	1.521869e+02	1.529817e-04	5.164072e+00	2.205894e+00
1.580000e+02	-1.519449e+01	9.120709e+01	7.132377e-04	2.258527e+00	2.205894e+00
1.810000e+02	-1.741389e+01	3.838838e+01	7.132377e-04	5.164072e+00	1.379943e+00
1.710000e+02	-1.718616e+01	6.880156e+01	7.132377e-04	2.258527e+00	1.379943e+00
1.150000e+02	-2.442103e+01	1.534618e+02	1.529817e-04	5.164072e+00	1.379943e+00
5.600000e+01	-5.366284e+00	1.761258e+02	1.529817e-04	2.258527e+00	2.205894e+00
6.700000e+01	-9.842097e+00	1.678804e+02	1.529817e-04	2.258527e+00	1.379943e+00
0.000000e+00		1.952812e+02	8.246539e-05	4.090049e-01	3.828656e+00
0.000000e+00		1.978016e+02	8.821917e-04	4.090049e-01	3.828656e+00
6.100000e+01	-2.204858e+01	1.638367e+02	8.246539e-05	4.991755e+00	3.828656e+00
0.000000e+00		1.952396e+02	8.246539e-05	4.090049e-01	4.316512e+00
6.000000e+01	-2.189696e+01	1.688583e+02	8.246539e-05	4.991755e+00	4.316512e+00
0.000000e+00		1.958478e+02	8.821917e-04	4.090049e-01	4.316512e+00
1.660000e+02	-2.002929e+01	3.710494e+01	8.821917e-04	4.991755e+00	3.828656e+00
1.670000e+02	-1.758672e+01	3.859975e+01	8.821917e-04	4.991755e+00	4.316512e+00
1.520000e+02	-1.995754e+01	1.453832e+02	3.431714e-04	3.324138e+00	1.561396e+00
1.500000e+02	-1.601153e+01	1.140131e+02	4.393170e-04	3.324138e+00	1.561396e+00
1.500000e+02	-2.842872e+01	1.398257e+02	3.431714e-04	3.391706e+00	1.561396e+00
1.400000e+02	-1.153539e+01	1.352431e+02	3.431714e-04	3.324138e+00	3.059164e+00
1.470000e+02	-1.539349e+01	1.409281e+02	3.431714e-04	3.391706e+00	3.059164e+00
1.640000e+02	-1.826214e+01	1.349689e+02	4.393170e-04	3.324138e+00	3.059164e+00
1.530000e+02	-2.259853e+01	1.368920e+02	4.393170e-04	3.391706e+00	1.561396e+00
1.680000e+02	-1.927173e+01	9.657563e+01	4.393170e-04	3.391706e+00	3.059164e+00
2.300000e+01	-6.882572e+01	1.793022e+02	9.602039e-04	1.522196e+00	4.434084e+00
1.500000e+01	-5.664578e+01	1.772575e+02	7.168347e-04	1.522196e+00	4.434084e+00
3.000000e+00	3.959015e+01	1.912410e+02	9.602039e-04	8.452245e-01	4.434084e+00
1.230000e+02	-6.751036e+00	1.226739e+02	9.602039e-04	1.522196e+00	2.247563e+00
3.100000e+01	4.368684e+00	1.707007e+02	9.602039e-04	8.452245e-01	2.247563e+00
9.300000e+01	-5.270065e+01	1.472073e+02	7.168347e-04	1.522196e+00	2.247563e+00
3.000000e+00	3.959015e+01	1.916404e+02	7.168347e-04	8.452245e-01	4.434084e+00
2.300000e+01	5.797745e+00	1.790404e+02	7.168347e-04	8.452245e-01	2.247563e+00
1.860000e+02	-2.038011e+01	3.835427e+01	8.983938e-04	5.758638e+00	1.869257e+00
1.870000e+02	-2.599571e+01	4.029314e+01	9.862957e-04	5.758638e+00	1.869257e+00
1.760000e+02	-3.116506e+01	4.192675e+01	8.983938e-04	3.820053e+00	1.869257e+00
1.790000e+02	-2.892482e+01	4.242257e+01	8.983938e-04	5.758638e+00	2.867020e+00
1.860000e+02	-1.837863e+01	3.916430e+01	8.983938e-04	3.820053e+00	2.867020e+00
1.770000e+02	-3.069031e+01	4.164563e+01	9.862957e-04	5.758638e+00	2.867020e+00
1.780000e+02	-2.937038e+01	4.460741e+01	9.862957e-04	3.820053e+00	1.869257e+00
1.730000e+02	-2.878387e+01	4.335221e+01	9.862957e-04	3.820053e+00	2.867020e+00
7.000000e+00	-7.048603e+01	1.863370e+02	2.803504e-04	1.326205e+00	4.242434e+00
4.000000e+00	-6.223399e+01	1.932794e+02	2.322339e-04	1.326205e+00	4.242434e+00
0.000000e+00		1.961345e+02	2.803504e-04	5.239825e-01	4.242434e+00
7.000000e+00	3.419073e-01	1.908182e+02	2.803504e-04	1.326205e+00	3.928468e+00
0.000000e+00		1.958478e+02	2.803504e-04	5.239825e-01	3.928468e+00
3.000000e+00	-6.667359e+01	1.945767e+02	2.322339e-04	1.326205e+00	3.928468e+00
0.000000e+00		1.958478e+02	2.322339e-04	5.239825e-01	4.242434e+00
0.000000e+00		1.953393e+02	2.322339e-04	5.239825e-01	3.928468e+00
9.000000e+00	-6.532875e+01	1.857694e+02	1.995403e-05	3.848390e+00	2.396568e+00
1.690000e+02	-1.474368e+01	5.053476e+01	6.677603e-04	3.848390e+00	2.396568e+00
1.000000e+00	-6.667359e+01	1.929881e+02	1.995403e-05	1.923932e+00	2.396568e+00
1.300000e+01	-3.406596e+01	1.895087e+02	1.995403e-05	3.848390e+00	4.701472e+00
1.000000e+00	-6.667359e+01	1.935362e+02	1.995403e-05	1.923932e+00	4.701472e+00
1.680000e+02	-1.416650e+01	6.184482e+01	6.677603e-04	3.848390e+00	4.701472e+00
1.350000e+02	-1.510646e+01	1.178399e+02	6.677603e-04	1.923932e+00	2.396568e+00
4.400000e+01	-6.077338e+01	1.675602e+02	6.677603e-04	1.923932e+00	4.701472e+00
1.440000e+02	-1.222048e+01	1.245572e+02	6.516057e-04	2.462832e+00	3.519817e+00
8.600000e+01	-1.181300e+01	1.482817e+02	4.297872e-04	2.462832e+00	3.519817e+00
1.640000e+02	-2.382708e+01	5.293302e+01	6.516057e-04	5.406746e+00	3.519817e+00
1.590000e+02	-2.103605e+01	9.234061e+01	6.516057e-04	2.462832e+00	1.514994e+00
1.780000e+02	-2.216847e+01	5.219837e+01	6.516057e-04	5.406746e+00	1.514994e+00
1.580000e+02	-1.756839e+01	9.721436e+01	4.297872e-04	2.462832e+00	1.514994e+00
1.610000e+02	-2.254993e+01	1.107126e+02	4.297872e-04	5.406746e+00	3.519817e+00
1.640000e+02	-2.273197e+01	1.204241e+02	4.297872e-04	5.406746e+00	1.514994e+00
1.650000e+02	-1.368554e+01	1.272060e+02	5.024288e-04	3.434554e+00	4.600906e+00
1.020000e+02	-2.866000e+01	1.518238e+02	3.065027e-04	3.434554e+00	4.600906e+00
1.640000e+02	-2.561099e+01	7.029100e+01	5.024288e-04	4.868758e+00	4.600906e+00
1.720000e+02	-1.763474e+01	7.926167e+01	5.024288e-04	3.434554e+00	2.462227e+00
1.670000e+02	-2.290014e+01	7.021822e+01	5.024288e-04	4.868758e+00	2.462227e+00
1.310000e+02	-5.260890e+00	1.319685e+02	3.065027e-04	3.434554e+00	2.462227e+00
1.630000e+02	-2.744944e+01	1.365283e+02	3.065027e-04	4.868758e+00	4.600906e+00
1.470000e+02	-7.680099e+00	1.283310e+02	3.065027e-04	4.868758e+00	2.462227e+00
4.600000e+01	3.672940e-01	1.682780e+02	1.341240e-04	2.242344e+00	1.473683e+00
1.610000e+02	-2.804342e+01	1.114057e+02	5.374025e-04	2.242344e+00	1.473683e+00
7.800000e+01	8.821713e+00	1.625999e+02	1.341240e-04	2.885531e+00	1.473683e+00
2.200000e+01	-1.650656e+01	1.861837e+02	1.341240e-04	2.242344e+00	3.273705e+00
4.500000e+01	2.602953e+01	1.755564e+02	1.341240e-04	2.885531e+00	3.273705e+00
8.900000e+01	-2.724256e+01	1.440888e+02	5.374025e-04	2.242344e+00	3.273705e+00
1.790000e+02	-2.370336e+01	4.513485e+01	5.374025e-04	2.885531e+00	1.473683e+00
1.580000e+02	-2.505347e+01	1.282017e+02	5.374025e-04	2.885531e+00	3.273705e+00
1.730000e+02	-2.367127e+01	9.042353e+01	3.808017e-04	4.571365e+00	3.136079e+00
6.800000e+01	-2.647804e+01	1.689204e+02	9.820838e-05	4.571365e+00	3.136079e+00
3.100000e+01	2.663388e+01	1.808456e+02	3.808017e-04	1.483938e+00	3.136079e+00
1.590000e+02	-2.172528e+01	7.210780e+01	3.808017e-04	4.571365e+00	4.094515e+00
1.700000e+01	-7.048603e+01	1.841801e+02	3.808017e-04	1.483938e+00	4.094515e+00
7.100000e+01	-1.282266e+01	1.684538e+02	9.820838e-05	4.571365e+00	4.094515e+00
7.000000e+00	-6.667359e+01	1.888771e+02	9.820838e-05	1.483938e+00	3.136079e+00
5.000000e+00	-6.190519e+01	1.930221e+02	9.820838e-05	1.483938e+00	4.094515e+00
0.000000e+00		1.958478e+02	7.626920e-04	3.322803e-01	2.758815e+00
4.000000e+00	2.904461e+01	1.962295e+02	8.744646e-04	3.322803e-01	2.758815e+00
1.770000e+02	-2.579259e+01	4.804341e+01	7.626920e-04	3.280419e+00	2.758815e+00
4.900000e+01	6.718677e+00	1.705811e+02	7.626920e-04	3.322803e-01	1.158068e+00
1.900000e+02	-2.349329e+01	3.833040e+01	7.626920e-04	3.280419e+00	1.158068e+00
6.600000e+01	-7.305798e-01	1.683998e+02	8.744646e-04	3.322803e-01	1.158068e+00
1.840000e+02	-2.069716e+01	4.225771e+01	8.744646e-04	3.280419e+00	2.758815e+00
1.680000e+02	-2.229962e+01	5.415997e+01	8.744646e-04	3.280419e+00	1.158068e+00
1.730000e+02	-2.247785e+01	4.327373e+01	7.995189e-04	4.857977e+00	4.107010e+00
1.770000e+02	-1.946513e+01	4.645976e+01	4.847046e-04	4.857977e+00	4.107010e+00
2.900000e+01	1.539113e+01	1.803506e+02	7.995189e-04	1.681569e+00	4.107010e+00
1.750000e+02	-2.564007e+01	4.515615e+01	7.995189e-04	4.857977e+00	3.411815e+00
5.000000e+01	-6.511790e+01	1.579871e+02	7.995189e-04	1.681569e+00	3.411815e+00
1.730000e+02	-2.319538e+01	8.394891e+01	4.847046e-04	4.857977e+00	3.411815e+00
2.500000e+01	-6.643418e+01	1.807412e+02	4.847046e-04	1.681569e+00	4.107010e+00
3.800000e+01	-5.177917e+01	1.707767e+02	4.847046e-04	1.681569e+00	3.411815e+00
0.000000e+00		1.958478e+02	4.332410e-04	5.566837e-02	1.984181e+00
0.000000e+00		1.978016e+02	7.377865e-04	5.566837e-02	1.984181e+00
1.740000e+02	-2.094985e+01	7.747572e+01	4.332410e-04	5.697632e+00	1.984181e+00
0.000000e+00		1.953393e+02	4.332410e-04	5.566837e-02	2.348293e+00
1.730000e+02	-1.826225e+01	6.960278e+01	4.332410e-04	5.697632e+00	2.348293e+00
0.000000e+00		1.952812e+02	7.377865e-04	5.566837e-02	2.348293e+00
1.790000e+02	-3.193218e+01	4.057100e+01	7.377865e-04	5.697632e+00	1.984181e+00
1.820000e+02	-2.862069e+01	4.331648e+01	7.377865e-04	5.697632e+00	2.348293e+00
8.300000e+01	-2.356776e+01	1.611798e+02	1.787556e-04	3.721351e+00	3.626558e+00
9.700000e+01	-1.026985e+01	1.580488e+02	1.778818e-04	3.721351e+00	3.626558e+00
1.070000e+02	-1.046108e+01	1.560348e+02	1.787556e-04	4.296791e+00	3.626558e+00
8.200000e+01	-2.231402e+00	1.556902e+02	1.787556e-04	3.721351e+00	1.027498e+00
9.700000e+01	-2.027539e+01	1.571573e+02	1.787556e-04	4.296791e+00	1.027498e+00
9.100000e+01	-3.877979e+00	1.561751e+02	1.778818e-04	3.721351e+00	1.027498e+00
9.500000e+01	-1.073502e+01	1.480932e+02	1.778818e-04	4.296791e+00	3.626558e+00
1.040000e+02	-8.776521e+00	1.543432e+02	1.778818e-04	4.296791e+00	1.027498e+00
1.220000e+02	-1.309741e+01	1.377592e+02	5.626728e-04	1.965917e+00	2.253687e+00
1.710000e+02	-1.567910e+01	1.019026e+02	9.158263e-04	1.965917e+00	2.253687e+00
0.000000e+00		1.953393e+02	5.626728e-04	9.247154e-02	2.253687e+00
4.000000e+01	-5.627041e+01	1.727899e+02	5.626728e-04	1.965917e+00	4.216051e+00
0.000000e+00		1.953393e+02	5.626728e-04	9.247154e-02	4.216051e+00
8.800000e+01	-1.007601e+01	1.516081e+02	9.158263e-04	1.965917e+00	4.216051e+00
0.000000e+00		1.928214e+02	9.158263e-04	9.247154e-02	2.253687e+00
0.000000e+00		1.952812e+02	9.158263e-04	9.247154e-02	4.216051e+00
1.670000e+02	-1.570231e+01	6.006447e+01	6.611200e-04	3.949197e+00	1.360223e+00
1.860000e+02	-2.946862e+01	3.890351e+01	7.883935e-04	3.949197e+00	1.360223e+00
1.010000e+02	-1.229990e+01	1.501807e+02	6.611200e-04	1.007246e+00	1.360223e+00
1.680000e+02	-1.750236e+01	7.684302e+01	6.611200e-04	3.949197e+00	3.760944e+00
9.000000e+00	-6.802353e+01	1.889182e+02	6.611200e-04	1.007246e+00	3.760944e+00
1.670000e+02	-2.094974e+01	4.096494e+01	7.883935e-04	3.949197e+00	3.760944e+00
1.410000e+02	-4.947248e+00	1.305809e+02	7.883935e-04	1.007246e+00	1.360223e+00
1.300000e+01	-7.449069e+01	1.849017e+02	7.883935e-04	1.007246e+00	3.760944e+00
3.000000e+00	1.202414e+01	1.945026e+02	4.507304e-05	2.375415e+00	4.736819e+00
7.000000e+00	3.419073e-01	1.908182e+02	5.947310e-05	2.375415e+00	4.736819e+00
1.000000e+01	-2.890586e+01	1.911708e+02	4.507304e-05	3.711884e+00	4.736819e+00
9.000000e+00	-7.366564e+00	1.919092e+02	4.507304e-05	2.375415e+00	2.947391e+00
2.000000e+01	1.450621e+01	1.855919e+02	4.507304e-05	3.711884e+00	2.947391e+00
1.100000e+01	2.663388e+01	1.884837e+02	5.947310e-05	2.375415e+00	2.947391e+00
3.300000e+01	-2.573975e+01	1.723279e+02	5.947310e-05	3.711884e+00	4.736819e+00
2.300000e+01	-9.959427e+00	1.807121e+02	5.947310e-05	3.711884e+00	2.947391e+00
1.500000e+02	-2.147472e+01	1.355595e+02	2.820600e-04	5.859261e+00	2.903159e+00
1.820000e+02	-3.003638e+01	4.221552e+01	6.230308e-04	5.859261e+00	2.903159e+00
1.540000e+02	-1.864528e+01	1.214899e+02	2.820600e-04	5.111075e+00	2.903159e+00
1.440000e+02	-7.389723e+00	1.092714e+02	2.820600e-04	5.859261e+00	1.674493e+00
1.620000e+02	-1.670312e+01	1.273371e+02	2.820600e-04	5.111075e+00	1.674493e+00
1.700000e+02	-2.354220e+01	4.839957e+01	6.230308e-04	5.859261e+00	1.674493e+00
1.650000e+02	-2.880651e+01	4.167159e+01	6.230308e-04	5.111075e+00	2.903159e+00
1.800000e+02	-2.107319e+01	4.261630e+01	6.230308e-04	5.111075e+00	1.674493e+00
4.000000e+01	-5.969013e+01	1.791283e+02	9.157082e-04	1.238605e+00	3.029828e+00
1.100000e+01	-4.757183e+01	1.880594e+02	3.458027e-04	1.238605e+00	3.029828e+00
1.820000e+02	-2.664586e+01	6.647659e+01	9.157082e-04	2.594691e+00	3.029828e+00
1.100000e+01	-5.733073e+01	1.871387e+02	9.157082e-04	1.238605e+00	4.613016e+00
1.160000e+02	-1.795375e+01	1.494980e+02	9.157082e-04	2.594691e+00	4.613016e+00
7.000000e+00	-7.048603e+01	1.863370e+02	3.458027e-04	1.238605e+00	4.613016e+00
1.150000e+02	-8.483019e+00	1.456696e+02	3.458027e-04	2.594691e+00	3.029828e+00
5.700000e+01	-3.495706e+01	1.666700e+02	3.458027e-04	2.594691e+00	4.613016e+00
1.780000e+02	-2.898621e+01	3.950214e+01	9.780108e-04	3.037455e+00	2.711021e+00
3.100000e+01	3.976496e+00	1.806624e+02	7.624977e-05	3.037455e+00	2.711021e+00
1.920000e+02	-1.581976e+01	4.458609e+01	9.780108e-04	5.445717e+00	2.711021e+00
1.760000e+02	-1.906622e+01	4.487197e+01	9.780108e-04	3.037455e+00	4.494077e+00
1.680000e+02	-3.040111e+01	4.275075e+01	9.780108e-04	5.445717e+00	4.494077e+00
1.500000e+01	-2.293805e+01	1.892941e+02	7.624977e-05	3.037455e+00	4.494077e+00
7.100000e+01	-4.977795e+00	1.706954e+02	7.624977e-05	5.445717e+00	2.711021e+00
6.500000e+01	-6.542991e+00	1.671400e+02	7.624977e-05	5.445717e+00	4.494077e+00
3.300000e+01	-3.681936e+00	1.818200e+02	3.453640e-04	1.798737e+00	3.338177e+00
6.500000e+01	8.140604e+00	1.544935e+02	8.300829e-04	1.798737e+00	3.338177e+00
5.100000e+01	-2.346901e+00	1.685122e+02	3.453640e-04	2.179654e+00	3.338177e+00
1.050000e+02	-1.361312e+01	1.469381e+02	3.453640e-04	1.798737e+00	1.305645e+00
1.140000e+02	-6.541055e+00	1.346021e+02	3.453640e-04	2.179654e+00	1.305645e+00
1.640000e+02	-3.015443e+01	7.414776e+01	8.300829e-04	1.798737e+00	1.305645e+00
1.290000e+02	-3.332829e+01	1.453322e+02	8.300829e-04	2.179654e+00	3.338177e+00
1.710000e+02	-1.813406e+01	4.601113e+01	8.300829e-04	2.179654e+00	1.305645e+00
9.100000e+01	-6.542991e+00	1.627235e+02	1.080770e-04	4.877209e+00	1.050897e+00
1.460000e+02	-1.492459e+01	1.395085e+02	2.738125e-04	4.877209e+00	1.050897e+00
1.200000e+01	1.315654e+01	1.914982e+02	1.080770e-04	5.788522e-01	1.050897e+00
8.400000e+01	-2.008093e+01	1.635888e+02	1.080770e-04	4.877209e+00	2.062949e+00
4.000000e+00	-3.131975e+01	1.923237e+02	1.080770e-04	5.788522e-01	2.062949e+00
1.580000e+02	-1.536791e+01	1.147310e+02	2.738125e-04	4.877209e+00	2.062949e+00
4.500000e+01	-1.024194e+01	1.749740e+02	2.738125e-04	5.788522e-01	1.050897e+00
1.000000e+01	1.002831e+01	1.880932e+02	2.738125e-04	5.788522e-01	2.062949e+00
0.000000e+00		1.958478e+02	7.232350e-04	6.853651e-01	4.927981e+00
0.000000e+00		1.958478e+02	5.115570e-04	6.853651e-01	4.927981e+00
1.660000e+02	-2.549840e+01	4.391642e+01	7.232350e-04	4.033172e+00	4.927981e+00
9.000000e+00	-5.364691e+00	1.929035e+02	7.232350e-04	6.853651e-01	3.126349e+00
1.680000e+02	-2.616868e+01	5.111811e+01	7.232350e-04	4.033172e+00	3.126349e+00
4.000000e+00	-6.223399e+01	1.932794e+02	5.115570e-04	6.853651e-01	3.126349e+00
1.600000e+02	-1.451457e+01	8.181777e+01	5.115570e-04	4.033172e+00	4.927981e+00
1.730000e+02	-1.382771e+01	7.633739e+01	5.115570e-04	4.033172e+00	3.126349e+00
1.730000e+02	-1.771587e+01	5.112919e+01	6.247277e-04	5.405347e+00	3.942720e+00
1.740000e+02	-2.052619e+01	4.871019e+01	6.311835e-04	5.405347e+00	3.942720e+00
1.780000e+02	-2.893190e+01	9.080406e+01	6.247277e-04	3.120046e+00	3.942720e+00
1.580000e+02	-2.908933e+01	4.623697e+01	6.247277e-04	5.405347e+00	4.835362e+00
1.630000e+02	-1.812597e+01	1.178110e+02	6.247277e-04	3.120046e+00	4.835362e+00
1.720000e+02	-2.961505e+01	5.287483e+01	6.311835e-04	5.405347e+00	4.835362e+00
1.820000e+02	-2.216266e+01	8.240448e+01	6.311835e-04	3.120046e+00	3.942720e+00
1.610000e+02	-2.392849e+01	1.419863e+02	6.311835e-04	3.120046e+00	4.835362e+00
1.100000e+01	-5.037949e+00	1.907893e+02	2.418195e-04	1.020156e+00	2.069361e+00
3.500000e+01	1.194668e+01	1.818019e+02	4.000246e-04	1.020156e+00	2.069361e+00
1.600000e+01	2.792787e+01	1.886003e+02	2.418195e-04	1.165407e+00	2.069361e+00
1.600000e+01	-1.615327e+01	1.867786e+02	2.418195e-04	1.020156e+00	1.896961e+00
1.600000e+01	-3.016426e+01	1.862244e+02	2.418195e-04	1.165407e+00	1.896961e+00
4.500000e+01	-1.616441e+01	1.715013e+02	4.000246e-04	1.020156e+00	1.896961e+00
2.500000e+01	-6.151017e+00	1.800637e+02	4.000246e-04	1.165407e+00	2.069361e+00
3.400000e+01	-1.773862e+01	1.786475e+02	4.000246e-04	1.165407e+00	1.896961e+00
1.760000e+02	-1.711977e+01	5.823331e+01	4.964850e-04	4.292157e+00	4.290359e+00
1.860000e+02	-2.121161e+01	4.239172e+01	9.682552e-04	4.292157e+00	4.290359e+00
9.000000e+01	-2.890348e+01	1.402324e+02	4.964850e-04	2.764562e+00	4.290359e+00
1.660000e+02	-2.362634e+01	7.469854e+01	4.964850e-04	4.292157e+00	2.733351e+00
1.530000e+02	-2.562356e+01	1.200323e+02	4.964850e-04	2.764562e+00	2.733351e+00
1.730000e+02	-2.212285e+01	3.941576e+01	9.682552e-04	4.292157e+00	2.733351e+00
1.560000e+02	-2.488505e+01	7.025134e+01	9.682552e-04	2.764562e+00	4.290359e+00
1.660000e+02	-2.312773e+01	6.180282e+01	9.682552e-04	2.764562e+00	2.733351e+00
1.850000e+02	-2.962749e+01	4.881213e+01	8.618816e-04	2.860091e+00	1.667042e+00
8.900000e+01	-1.413155e+00	1.597624e+02	1.917398e-04	2.860091e+00	1.667042e+00
1.720000e+02	-3.018308e+01	4.704997e+01	8.618816e-04	4.530947e+00	1.667042e+00
1.680000e+02	-2.403005e+01	5.351170e+01	8.618816e-04	2.860091e+00	3.546782e+00
1.750000e+02	-2.501448e+01	4.650331e+01	8.618816e-04	4.530947e+00	3.546782e+00
5.400000e+01	1.412071e+01	1.774199e+02	1.917398e-04	2.860091e+00	3.546782e+00
1.000000e+02	-7.277775e+00	1.468132e+02	1.917398e-04	4.530947e+00	1.667042e+00
1.330000e+02	-1.098059e+01	1.366207e+02	1.917398e-04	4.530947e+00	3.546782e+00
